id,name,cluster,fitness,gdp
40,Austria,1,1.0557866006585863,39900.0
56,Belgium,0,2.5727360505140395,36600.0
100,Bulgaria,0,0.15299259126129522,6300.0
191,Croatia,0,0.08135857060621866,10600.0
196,Cyprus,0,0.0074949073860630785,20900.0
203,Czechia,1,0.968144803367516,16000.0
208,Denmark,0,0.6460032583198282,48000.0
233,Estonia,0,0.07656744466678694,15700.0
246,Finland,0,0.3686656470366599,38300.0
251,France,1,3.0959524003258063,33000.0
276,Germany,1,8.045255481627636,37300.0
300,Greece,0,0.1426328137143138,16400.0
348,Hungary,1,0.46588354594814396,11300.0
372,Ireland,0,0.6474825166674444,55900.0
381,Italy,1,4.325644678873384,27200.0
428,Latvia,0,0.06005819959441223,12300.0
440,Lithuania,0,0.1417195971620207,12900.0
442,Luxembourg,1,0.0908259280320999,90600.0
470,Malta,0,0.010199961728917524,21700.0
528,Netherlands,0,3.002832287388169,40700.0
616,Poland,1,1.2811767184291378,11200.0
620,Portugal,1,0.6203693071330585,17400.0
642,Romania,1,0.34572717911195994,8100.0
703,Slovakia,1,0.31452228664613235,14600.0
705,Slovenia,1,0.15248942968020882,18800.0
752,Sweden,1,0.7531919621011721,45800.0
724,Spain,1,1.8822733228531832,23300.0
826,United Kingdom,1,2.8717909639860837,40100.0
