id,name,cluster,fitness,year
372,Ireland,0,1.0829502302474332,2004
381,Italy,0,5.790004081606371,2004
428,Latvia,1,0.03722856628726818,2004
440,Lithuania,1,0.08058435142780353,2004
442,Luxembourg,1,0.14737956030580568,2004
470,Malta,1,0.024335436459591884,2004
528,Netherlands,1,3.285119515527081,2004
616,Poland,0,0.8269269256321101,2004
620,Portugal,1,0.6116265111047551,2004
642,Romania,1,0.213316724370987,2004
703,Slovakia,0,0.2350587032452356,2004
705,Slovenia,0,0.19108786082836432,2004
752,Sweden,0,1.273735627598862,2004
724,Spain,0,2.2795207298055007,2004
826,United Kingdom,0,4.291083036848696,2004
40,Austria,1,1.2471760481686722,2005
56,Belgium,1,3.487094134195372,2005
100,Bulgaria,0,0.1097713800495859,2005
191,Croatia,0,0.07592325845782581,2005
196,Cyprus,2,0.009392322312857323,2005
203,Czechia,1,0.8066850186232735,2005
208,Denmark,2,0.945305020502242,2005
233,Estonia,2,0.07060253178220262,2005
246,Finland,2,0.6612211631465131,2005
251,France,1,4.718293765274868,2005
276,Germany,1,10.314072822946015,2005
300,Greece,0,0.18976713866203773,2005
348,Hungary,2,0.4297424569568137,2005
372,Ireland,2,1.0366650042025085,2005
381,Italy,1,5.467018794980032,2005
428,Latvia,0,0.043873673453195434,2005
440,Lithuania,0,0.09501372978238344,2005
442,Luxembourg,2,0.13935312934149174,2005
470,Malta,0,0.024707586255829857,2005
528,Netherlands,2,3.1430735893874653,2005
616,Poland,1,0.8900110325779956,2005
620,Portugal,1,0.5544938621654233,2005
642,Romania,0,0.22656316089619885,2005
703,Slovakia,1,0.2477030836499036,2005
705,Slovenia,1,0.19003712865263508,2005
752,Sweden,2,1.1792751926030605,2005
724,Spain,1,2.2139038534080364,2005
826,United Kingdom,2,4.059278435035622,2005
40,Austria,1,1.2494849964235717,2006
56,Belgium,1,3.3967329851560177,2006
100,Bulgaria,0,0.11958936327634773,2006
191,Croatia,0,0.07658889930103148,2006
196,Cyprus,0,0.007051068492335456,2006
203,Czechia,1,0.8519297346933246,2006
208,Denmark,0,0.944537495515582,2006
233,Estonia,0,0.07212542632911342,2006
246,Finland,0,0.6768047398498964,2006
251,France,1,4.517084601682869,2006
276,Germany,1,10.417776036081213,2006
300,Greece,0,0.2446341182482643,2006
348,Hungary,1,0.4258359129225698,2006
372,Ireland,1,0.9056669864130752,2006
381,Italy,1,5.477402214308406,2006
428,Latvia,0,0.04351010645029872,2006
440,Lithuania,0,0.10479864716733786,2006
442,Luxembourg,1,0.13450786730354766,2006
470,Malta,0,0.015423455414497328,2006
528,Netherlands,0,3.1312006533272334,2006
616,Poland,1,0.964040992136222,2006
620,Portugal,1,0.5816355926535376,2006
642,Romania,0,0.2471029991178651,2006
703,Slovakia,1,0.2659319577145913,2006
705,Slovenia,1,0.1967242693442166,2006
752,Sweden,1,1.1244914936409072,2006
724,Spain,1,2.1497474911727767,2006
826,United Kingdom,1,3.8451816041179296,2006
40,Austria,1,1.2719626291647188,2007
56,Belgium,0,3.444854087583636,2007
100,Bulgaria,0,0.13675238490937236,2007
191,Croatia,0,0.08221505228538813,2007
196,Cyprus,0,0.008677960129948589,2007
203,Czechia,1,0.9229349388746222,2007
208,Denmark,0,0.8643426587582569,2007
233,Estonia,0,0.08190704615457323,2007
246,Finland,0,0.6862771351823339,2007
251,France,1,4.421468172285301,2007
276,Germany,1,9.989855018046304,2007
300,Greece,0,0.19652753125577385,2007
348,Hungary,1,0.4521678847188589,2007
372,Ireland,0,0.9213518062338184,2007
381,Italy,1,5.462762490795919,2007
428,Latvia,0,0.049667573082997,2007
440,Lithuania,0,0.12185815637941208,2007
442,Luxembourg,1,0.12460840143682266,2007
470,Malta,0,0.01415018691629809,2007
528,Netherlands,0,3.2536991687551864,2007
616,Poland,1,1.0339024997742945,2007
620,Portugal,1,0.5957898021515877,2007
642,Romania,0,0.2816425319541269,2007
703,Slovakia,1,0.30369310656535226,2007
705,Slovenia,1,0.199177610260755,2007
752,Sweden,1,1.1073068973431222,2007
724,Spain,1,2.1464537701495923,2007
826,United Kingdom,1,3.7132389483141,2007
40,Austria,1,1.2719879770215907,2008
56,Belgium,0,3.3150506641269177,2008
100,Bulgaria,0,0.1465913527867615,2008
191,Croatia,0,0.08681754744893676,2008
196,Cyprus,0,0.008822305662859735,2008
203,Czechia,1,0.9943152834541816,2008
208,Denmark,0,0.8580488075726173,2008
233,Estonia,0,0.08750005760421728,2008
246,Finland,0,0.6578624799080903,2008
251,France,1,4.409985877331474,2008
276,Germany,1,10.107635091034721,2008
300,Greece,0,0.19685791038841025,2008
348,Hungary,1,0.4824249073237129,2008
372,Ireland,0,0.9015993000516596,2008
381,Italy,1,5.356291950609042,2008
428,Latvia,1,0.053724115748675146,2008
440,Lithuania,0,0.12843584626474328,2008
442,Luxembourg,1,0.1249740743548225,2008
470,Malta,0,0.012891699322645635,2008
528,Netherlands,0,3.3611752186936563,2008
616,Poland,1,1.1933681706194348,2008
620,Portugal,1,0.650631517783289,2008
642,Romania,0,0.3054703449176457,2008
703,Slovakia,1,0.3321104499475698,2008
705,Slovenia,1,0.20212991818689707,2008
752,Sweden,1,1.078218138887327,2008
724,Spain,1,2.1699864497917867,2008
826,United Kingdom,1,3.2475233269632287,2008
40,Austria,2,1.2652849979355565,2009
56,Belgium,1,3.2670744318264413,2009
100,Bulgaria,0,0.14416265518802007,2009
191,Croatia,0,0.08316969970384873,2009
196,Cyprus,0,0.008688235259665902,2009
203,Czechia,2,0.9633667243568944,2009
208,Denmark,1,0.8664386162506542,2009
233,Estonia,0,0.08059490031775897,2009
246,Finland,0,0.5091466663374421,2009
251,France,1,4.282773898487665,2009
276,Germany,2,9.733422552656188,2009
300,Greece,0,0.19112662623395926,2009
348,Hungary,2,0.4803082534489716,2009
372,Ireland,1,0.8009998290539551,2009
381,Italy,2,5.1474325098592,2009
428,Latvia,0,0.05378060464819378,2009
440,Lithuania,0,0.113282586327063,2009
442,Luxembourg,2,0.12206999470945774,2009
470,Malta,1,0.013386228715788285,2009
528,Netherlands,0,3.390209207062361,2009
616,Poland,2,1.1513248084054957,2009
620,Portugal,2,0.7003896255655284,2009
642,Romania,2,0.3075470572044649,2009
703,Slovakia,2,0.34939857069524505,2009
705,Slovenia,2,0.18359793941620486,2009
752,Sweden,1,1.0115842994607742,2009
724,Spain,2,2.2656048129499515,2009
826,United Kingdom,1,2.9279564079945626,2009
40,Austria,1,1.1627442514629818,2010
56,Belgium,2,2.9379179226076784,2010
100,Bulgaria,0,0.14697380226898255,2010
191,Croatia,0,0.07676661570940778,2010
196,Cyprus,0,0.0093824050293083,2010
203,Czechia,1,0.9460313610742758,2010
208,Denmark,2,0.7566170251441608,2010
233,Estonia,0,0.0855513759426487,2010
246,Finland,0,0.5409547418115648,2010
251,France,2,3.913951567356808,2010
276,Germany,1,9.061650694322989,2010
300,Greece,0,0.1691815847045176,2010
348,Hungary,1,0.4656763622704266,2010
372,Ireland,2,0.7197892326804132,2010
381,Italy,1,4.737230179611044,2010
428,Latvia,0,0.055626151921239375,2010
440,Lithuania,0,0.1215198176434778,2010
442,Luxembourg,1,0.10979958604938826,2010
470,Malta,0,0.014200683697935475,2010
528,Netherlands,0,3.1936152718429143,2010
616,Poland,1,1.1367563835552583,2010
620,Portugal,1,0.6582613570582105,2010
642,Romania,1,0.2812605329463148,2010
703,Slovakia,1,0.32799196494361554,2010
705,Slovenia,1,0.1665469719196594,2010
752,Sweden,1,0.9776707735251552,2010
724,Spain,1,2.040382225954321,2010
826,United Kingdom,2,2.936834727654648,2010
40,Austria,0,1.1368814589032574,2011
56,Belgium,1,2.8315388270867614,2011
100,Bulgaria,1,0.16022502731262758,2011
191,Croatia,1,0.0768905415300264,2011
196,Cyprus,1,0.0093226541110593,2011
203,Czechia,0,1.0127077131985516,2011
208,Denmark,1,0.7362519255996249,2011
233,Estonia,1,0.09904014914112907,2011
246,Finland,1,0.5145013643972272,2011
251,France,0,3.7340920689633066,2011
276,Germany,0,8.997222804401625,2011
300,Greece,1,0.16221538055608645,2011
348,Hungary,0,0.4743295245872497,2011
372,Ireland,1,0.6935419351586827,2011
381,Italy,0,4.719239011852296,2011
428,Latvia,1,0.05901963478461685,2011
440,Lithuania,1,0.13517778999953214,2011
442,Luxembourg,0,0.10265328334198087,2011
470,Malta,1,0.014431752807707275,2011
528,Netherlands,1,3.374782443946436,2011
616,Poland,0,1.161741952224138,2011
620,Portugal,0,0.6263652358335049,2011
642,Romania,0,0.3276592940189474,2011
703,Slovakia,0,0.33453637104414513,2011
705,Slovenia,0,0.16235684400262929,2011
752,Sweden,0,0.9387398262373632,2011
724,Spain,0,1.9586909320979453,2011
826,United Kingdom,0,2.8722503642241626,2011
40,Austria,2,1.0439861981863379,2012
56,Belgium,1,2.7286743130462967,2012
100,Bulgaria,0,0.14728490962681592,2012
191,Croatia,0,0.07723811713077887,2012
196,Cyprus,1,0.009107399495520769,2012
203,Czechia,2,0.987402104499455,2012
208,Denmark,1,0.6938457652478578,2012
233,Estonia,0,0.10614138429117408,2012
246,Finland,0,0.4865076201257576,2012
251,France,2,3.479857678556255,2012
276,Germany,2,8.593617304390715,2012
300,Greece,0,0.14997677626701908,2012
348,Hungary,2,0.4650834801475439,2012
372,Ireland,1,0.6146434752383048,2012
381,Italy,2,4.427400178816723,2012
428,Latvia,0,0.05837201458182476,2012
440,Lithuania,0,0.14359127382791406,2012
442,Luxembourg,2,0.09166012356854968,2012
470,Malta,0,0.012711921018460576,2012
528,Netherlands,0,3.2818604957245503,2012
616,Poland,2,1.1356500326532049,2012
620,Portugal,2,0.6391954100684865,2012
642,Romania,2,0.3136927127922435,2012
703,Slovakia,2,0.3419263964532347,2012
705,Slovenia,2,0.15067694395439507,2012
752,Sweden,2,0.9038061169317058,2012
724,Spain,2,1.853497021846612,2012
826,United Kingdom,1,2.699033943630559,2012
40,Austria,2,1.1090421489650937,2013
56,Belgium,0,2.9832003588125717,2013
100,Bulgaria,0,0.15157344392770694,2013
191,Croatia,0,0.07912746770962745,2013
196,Cyprus,1,0.010174366243773159,2013
203,Czechia,2,1.0196589971650671,2013
208,Denmark,1,0.7016636936666357,2013
233,Estonia,0,0.11794439699975595,2013
246,Finland,0,0.4889941573473519,2013
251,France,1,3.4856976089804195,2013
276,Germany,2,8.727671875083239,2013
300,Greece,0,0.14988929798205566,2013
348,Hungary,2,0.4977832293851089,2013
372,Ireland,1,0.6310691904508328,2013
381,Italy,2,4.515860948714759,2013
428,Latvia,0,0.06505694917950182,2013
440,Lithuania,0,0.1681772279644611,2013
442,Luxembourg,2,0.09396595902768833,2013
470,Malta,0,0.011473480391529357,2013
528,Netherlands,0,3.4022370208247104,2013
616,Poland,2,1.296048892016034,2013
620,Portugal,0,0.6711972800365276,2013
642,Romania,2,0.32895148189649154,2013
703,Slovakia,2,0.3551498660197159,2013
705,Slovenia,2,0.15858571190441462,2013
752,Sweden,2,0.8782045343251759,2013
724,Spain,2,1.9873261607087425,2013
826,United Kingdom,1,2.6838127036959047,2013
40,Austria,1,1.1202813325031251,2014
56,Belgium,2,2.7033162670323168,2014
100,Bulgaria,0,0.15444791486330298,2014
191,Croatia,0,0.08202278396514652,2014
196,Cyprus,2,0.008571229241567764,2014
203,Czechia,1,1.0366329381956645,2014
208,Denmark,2,0.6780485361065366,2014
233,Estonia,0,0.09138050616954772,2014
246,Finland,0,0.4357702256473484,2014
251,France,1,3.3038448537479312,2014
276,Germany,1,8.567158124095496,2014
300,Greece,0,0.1505427660612101,2014
348,Hungary,1,0.5031266556991028,2014
372,Ireland,2,0.6401127793324458,2014
381,Italy,1,4.582076829014016,2014
428,Latvia,0,0.0643128501033268,2014
440,Lithuania,0,0.1652065341200643,2014
442,Luxembourg,1,0.0975988313945383,2014
470,Malta,0,0.011185982456804496,2014
528,Netherlands,0,3.3318846015383428,2014
616,Poland,1,1.3545675550931338,2014
620,Portugal,0,0.665597538080404,2014
642,Romania,1,0.3485863834167484,2014
703,Slovakia,1,0.3495987454499397,2014
705,Slovenia,1,0.16095673984665668,2014
752,Sweden,1,0.8184988061162678,2014
724,Spain,1,1.981579258892712,2014
826,United Kingdom,1,2.722014134247138,2014
40,Austria,1,1.0557866006585863,2015
56,Belgium,0,2.5727360505140395,2015
100,Bulgaria,0,0.15299259126129522,2015
191,Croatia,0,0.08135857060621866,2015
196,Cyprus,0,0.0074949073860630785,2015
203,Czechia,1,0.968144803367516,2015
208,Denmark,0,0.6460032583198282,2015
233,Estonia,0,0.07656744466678694,2015
246,Finland,0,0.3686656470366599,2015
251,France,1,3.0959524003258063,2015
276,Germany,1,8.045255481627636,2015
300,Greece,0,0.1426328137143138,2015
348,Hungary,1,0.465883545948144,2015
372,Ireland,0,0.6474825166674444,2015
381,Italy,1,4.325644678873384,2015
428,Latvia,0,0.06005819959441223,2015
440,Lithuania,0,0.1417195971620207,2015
442,Luxembourg,1,0.0908259280320999,2015
470,Malta,0,0.010199961728917524,2015
528,Netherlands,0,3.002832287388169,2015
616,Poland,1,1.2811767184291378,2015
620,Portugal,1,0.6203693071330585,2015
642,Romania,1,0.34572717911195994,2015
703,Slovakia,1,0.31452228664613235,2015
705,Slovenia,1,0.15248942968020882,2015
752,Sweden,1,0.7531919621011721,2015
724,Spain,1,1.8822733228531832,2015
826,United Kingdom,1,2.871790963986084,2015
40,Austria,1,1.093155950197391,2016
56,Belgium,0,2.6582339950251046,2016
100,Bulgaria,0,0.16975856461637573,2016
191,Croatia,0,0.0999560517164816,2016
196,Cyprus,0,0.007479250292629027,2016
203,Czechia,1,1.0788576398000551,2016
208,Denmark,0,0.7381571652548728,2016
233,Estonia,0,0.08163787594031406,2016
246,Finland,0,0.37897856828728776,2016
251,France,1,3.2216778440817047,2016
276,Germany,1,8.450775638751697,2016
300,Greece,0,0.15773630653834048,2016
348,Hungary,1,0.5113989050881007,2016
372,Ireland,0,0.6823997025513806,2016
381,Italy,1,4.695693099400618,2016
428,Latvia,0,0.06218609936209257,2016
440,Lithuania,0,0.15486463226151306,2016
442,Luxembourg,1,0.09916030857945074,2016
470,Malta,0,0.011429499238386182,2016
528,Netherlands,0,3.2056791117866745,2016
616,Poland,1,1.3784065569923112,2016
620,Portugal,1,0.6802247488218549,2016
642,Romania,1,0.3931423414610097,2016
703,Slovakia,1,0.34974902620380804,2016
705,Slovenia,1,0.16866156458456674,2016
752,Sweden,1,0.7785804873806974,2016
724,Spain,1,2.054565019521396,2016
826,United Kingdom,1,2.5973918925537296,2016
40,Austria,2,1.086464578467533,2017
56,Belgium,1,2.6627712770028027,2017
100,Bulgaria,0,0.17127952356313442,2017
191,Croatia,0,0.09308862129820876,2017
196,Cyprus,0,0.010849713154735235,2017
203,Czechia,2,1.0664471846482333,2017
208,Denmark,1,0.7581632516766342,2017
233,Estonia,0,0.08491224229200517,2017
246,Finland,0,0.3777788944838655,2017
251,France,1,3.1178818443633114,2017
276,Germany,2,8.497567515618968,2017
300,Greece,0,0.16170855489782116,2017
348,Hungary,2,0.5454148468695919,2017
372,Ireland,1,0.6506255037577017,2017
381,Italy,1,4.772892062455972,2017
428,Latvia,0,0.06735843372825771,2017
440,Lithuania,0,0.16613387839703775,2017
442,Luxembourg,2,0.10368511414512298,2017
470,Malta,1,0.008872475805304234,2017
528,Netherlands,0,3.4570742799368137,2017
616,Poland,2,1.4166635836440469,2017
620,Portugal,0,0.6672334216113289,2017
642,Romania,2,0.40343858433632335,2017
703,Slovakia,2,0.3479067711694558,2017
705,Slovenia,2,0.17242735325775496,2017
752,Sweden,2,0.8035758336807135,2017
724,Spain,2,2.0780505556319966,2017
826,United Kingdom,1,2.566104452057812,2017
