id,name,cluster,fitness,gdp
40,Austria,1,1.3379233571247482,29700.0
56,Belgium,1,3.6103046091906377,28700.0
100,Bulgaria,0,0.09937819986963367,2700.0
191,Croatia,0,0.07961984712685552,7800.0
196,Cyprus,1,0.01003427665001801,19100.0
203,Czechia,1,0.7970568874252733,9400.0
208,Denmark,0,0.9774867630771932,37500.0
233,Estonia,0,0.06510712765028807,7100.0
246,Finland,0,0.7285396594381341,30300.0
251,France,1,5.044353078882766,27200.0
276,Germany,1,10.464631022373046,27900.0
300,Greece,0,0.1847806988057684,17700.0
348,Hungary,0,0.4518355949791125,8300.0
372,Ireland,1,1.0829502302474332,38400.0
381,Italy,1,5.790004081606371,25000.0
428,Latvia,0,0.037228566287268186,5200.0
440,Lithuania,0,0.08058435142780353,5400.0
442,Luxembourg,0,0.14737956030580568,60900.0
470,Malta,0,0.024335436459591884,12100.0
528,Netherlands,0,3.285119515527081,32500.0
616,Poland,1,0.8269269256321101,5400.0
620,Portugal,0,0.6116265111047551,14500.0
642,Romania,0,0.213316724370987,2800.0
703,Slovakia,1,0.2350587032452356,6400.0
705,Slovenia,1,0.19108786082836432,13900.0
752,Sweden,1,1.273735627598862,34200.0
724,Spain,1,2.2795207298055007,20100.0
826,United Kingdom,1,4.291083036848696,32300.0
