nace_r2,sizeclas,indic_lc,currency,geo\time	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 
B-N,GE10,LC_M,PPS,BG	957 	877 	838 	765 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,GE10,LC_M,PPS,CZ	1937 	1955 	1888 	1868 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,GE10,LC_M,PPS,DE	4019 	3844 	3766 	3771 	3768 	3711 	3671 	3583 	3466 	3326 	3183 	3177 	3018 	2859 	2812 	2699 
B-N,GE10,LC_M,PPS,DK	3742 	3652 	3450 	3442 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,GE10,LC_M,PPS,EL	: 	: 	2848 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,GE10,LC_M,PPS,ES	3142 	3076 	2988 	2940 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,GE10,LC_M,PPS,FI	3339 	3310 	3197 	3172 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,GE10,LC_M,PPS,FR	4128 	3938 	3748 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,GE10,LC_M,PPS,HR	1722 p	1738 p	1751 p	1818 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,GE10,LC_M,PPS,HU	1784 	1664 	1680 	1705 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,GE10,LC_M,PPS,IE	3363 	3323 	3132 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,GE10,LC_M,PPS,LT	1321 	1329 	1307 	1329 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,GE10,LC_M,PPS,LU	4000 	3990 	3858 	3896 	3833 	3784 	3656 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,GE10,LC_M,PPS,LV	1176 	1247 	1220 	1200 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,GE10,LC_M,PPS,MT	: 	: 	1758 	1843 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,GE10,LC_M,PPS,NL	4290 	4272 	4050 	4091 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,GE10,LC_M,PPS,PL	1895 	1749 	1690 	1629 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,GE10,LC_M,PPS,PT	2041 	2003 	1944 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,GE10,LC_M,PPS,RO	1113 	1107 	1056 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,GE10,LC_M,PPS,SE	4280 	4272 	4161 	4217 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,GE10,LC_M,PPS,SI	2416 p	2406 p	2273 p	2316 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,GE10,LC_M,PPS,SK	1763 	1665 	1580 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,GE10,LC_M,PPS,UK	2846 	2932 	3081 	3156 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_H,EUR,BG	3.01 	2.81 	2.62 	2.34 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_H,EUR,CH	: 	40.08 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_H,EUR,CY	14.52 	14.40 	14.10 	14.47 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_H,EUR,CZ	9.54 	9.06 	8.59 	8.81 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_H,EUR,EE	7.65 	7.25 	7.35 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_H,EUR,ES	18.98 	18.48 	18.34 	17.40 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_H,EUR,HU	5.36 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_H,EUR,IE	23.31 	23.47 	24.04 	26.45 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_H,EUR,LT	5.32 	5.18 	5.46 	5.72 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_H,EUR,LV	5.36 	5.34 	5.53 	5.44 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_H,EUR,NL	31.13 	30.37 	29.75 	29.11 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_H,EUR,PT	11.31 	11.10 	10.76 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_H,EUR,RO	4.02 	3.85 	3.62 	3.88 	3.45 	2.71 	2.34 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_H,EUR,SI	13.72 p	13.41 p	13.08 p	12.92 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_H,EUR,SK	8.44 	8.05 	7.95 	7.71 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_H,EUR,UK	18.83 	19.08 	18.21 	20.16 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_H,NAC,BG	5.88 	5.50 	5.12 	4.57 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_H,NAC,CH	: 	55.32 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_H,NAC,CY	14.52 	14.40 	14.10 	14.47 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_H,NAC,CZ	234.68 	229.19 	227.17 	219.69 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_H,NAC,EE	7.65 	7.25 	7.35 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_H,NAC,ES	18.98 	18.48 	18.34 	17.40 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_H,NAC,HU	1496.65 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_H,NAC,IE	23.31 	23.47 	24.04 	26.45 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_H,NAC,LT	18.37 	17.90 	18.84 	19.74 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_H,NAC,LV	3.78 	3.78 	3.90 	3.82 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_H,NAC,NL	31.13 	30.37 	29.75 	29.11 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_H,NAC,PT	11.31 	11.10 	10.76 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_H,NAC,RO	17.04 	16.20 	15.34 	14.28 	11.51 	9.56 	8.47 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_H,NAC,SI	13.72 p	13.41 p	13.08 p	12.92 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_H,NAC,SK	8.44 	8.05 	7.95 	232.39 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_H,NAC,UK	16.34 	16.37 	16.22 	16.05 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_H,PPS,BG	6.09 	5.57 	5.27 	4.75 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_H,PPS,CH	: 	27.07 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_H,PPS,CY	16.34 	16.13 	15.66 	16.30 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_H,PPS,CZ	12.47 	12.59 	12.27 	12.20 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_H,PPS,EE	9.82 	9.65 	9.60 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_H,PPS,ES	19.53 	19.11 	18.76 	18.28 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_H,PPS,HU	8.32 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_H,PPS,IE	20.04 	19.86 	19.07 	20.48 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_H,PPS,LT	8.09 	8.17 	8.24 	8.67 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_H,PPS,LV	7.26 	7.70 	7.52 	7.27 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_H,PPS,NL	28.77 	28.62 	27.29 	27.77 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_H,PPS,PT	12.99 	12.68 	12.13 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_H,PPS,RO	6.67 	6.57 	6.26 	6.17 	5.41 	4.70 	4.29 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_H,PPS,SI	15.99 p	15.96 p	15.50 p	15.69 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_H,PPS,SK	11.67 	11.31 	10.98 	321.78 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_H,PPS,UK	18.46 	19.03 	19.13 	19.75 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_M,EUR,BG	429 	401 	379 	345 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_M,EUR,CY	2034 	2481 	2430 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_M,EUR,CZ	1399 	1326 	1236 	1273 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_M,EUR,EE	1171 	1098 	1081 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_M,EUR,ES	2814 	2744 	2703 	2593 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_M,EUR,HU	1097 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_M,EUR,IE	3767 	3786 	3838 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_M,EUR,LT	816 	792 	823 	840 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_M,EUR,LV	811 	809 	830 	828 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_M,EUR,NL	4601 	4452 	4385 	4257 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_M,EUR,PT	1652 	1605 	1568 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_M,EUR,RO	624 	594 	554 	599 	534 	419 	359 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_M,EUR,SI	1983 p	1939 p	1844 p	1833 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_M,EUR,SK	1217 	1160 	1122 	1116 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_M,EUR,UK	2884 	2921 	2786 	3071 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_M,NAC,BG	839 	785 	741 	674 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_M,NAC,CY	2034 	2481 	2430 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_M,NAC,CZ	34403 	33521 	32671 	31744 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_M,NAC,EE	1171 	1098 	1081 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_M,NAC,ES	2814 	2744 	2703 	2593 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_M,NAC,HU	306581 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_M,NAC,IE	3767 	3786 	3838 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_M,NAC,LT	2818 	2735 	2840 	2899 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_M,NAC,LV	573 	573 	586 	582 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_M,NAC,NL	4601 	4452 	4385 	4257 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_M,NAC,PT	1652 	1605 	1568 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_M,NAC,RO	2644 	2502 	2348 	2205 	1780 	1476 	1301 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_M,NAC,SI	1983 p	1939 p	1844 p	1833 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_M,NAC,SK	1217 	1160 	1122 	33610 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_M,NAC,UK	2503 	2506 	2482 	2445 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_M,PPS,BG	869 	795 	762 	701 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_M,PPS,CY	2289 	2780 	2698 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_M,PPS,CZ	1828 	1841 	1765 	1763 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_M,PPS,EE	1504 	1462 	1412 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_M,PPS,ES	2896 	2837 	2764 	2725 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_M,PPS,HU	1705 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_M,PPS,IE	3238 	3203 	3045 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_M,PPS,LT	1241 	1248 	1242 	1274 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_M,PPS,LV	1100 	1167 	1129 	1108 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_M,PPS,NL	4253 	4195 	4022 	4061 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_M,PPS,PT	1897 	1833 	1768 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_M,PPS,RO	1034 	1014 	958 	953 	837 	726 	659 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_M,PPS,SI	2310 p	2308 p	2185 p	2226 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_M,PPS,SK	1682 	1630 	1549 	46538 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-N,TOTAL,LC_M,PPS,UK	2828 	2914 	2927 	3008 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-S,GE10,LC_H,EUR,BG	3.34 	3.17 	2.95 	2.62 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-S,GE10,LC_H,EUR,CH	: 	41.56 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-S,GE10,LC_H,EUR,CZ	9.99 	9.55 	9.12 	9.29 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-S,GE10,LC_H,EUR,DE	29.90 	28.90 	28.80 	28.10 	27.50 	27.30 	27.00 	26.90 	26.80 	26.20 	25.60 	25.00 	24.10 	23.54 	23.20 	23.46 
B-S,GE10,LC_H,EUR,DK	38.42 	37.61 	36.41 	34.67 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-S,GE10,LC_H,EUR,EL	: 	: 	17.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-S,GE10,LC_H,EUR,ES	21.38 	20.96 	20.77 	19.63 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-S,GE10,LC_H,EUR,FR	33.58 	32.57 	31.64 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-S,GE10,LC_H,EUR,HR	8.93 p	8.93 p	8.91 p	9.16 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-S,GE10,LC_H,EUR,HU	7.33 	7.01 	7.19 	8.16 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-S,GE10,LC_H,EUR,IE	26.04 	25.93 	26.58 	29.40 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-S,GE10,LC_H,EUR,LT	5.75 	5.60 	5.86 	6.05 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-S,GE10,LC_H,EUR,LV	5.51 	5.50 	5.92 	6.13 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-S,GE10,LC_H,EUR,MT	: 	: 	9.02 	8.87 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-S,GE10,LC_H,EUR,NL	32.59 	32.22 	31.22 	30.50 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-S,GE10,LC_H,EUR,PL	8.04 	7.86 	7.05 	7.89 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-S,GE10,LC_H,EUR,PT	13.22 	13.33 	12.83 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-S,GE10,LC_H,EUR,RO	4.18 	4.11 	4.08 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-S,GE10,LC_H,EUR,SI	15.13 p	14.87 p	14.61 p	14.21 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-S,GE10,LC_H,EUR,SK	8.57 	8.07 	8.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-S,GE10,LC_H,EUR,UK	19.12 	19.42 	19.09 	21.14 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-S,GE10,LC_H,NAC,BG	6.53 	6.20 	5.76 	5.13 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-S,GE10,LC_H,NAC,CH	: 	57.37 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-S,GE10,LC_H,NAC,CZ	245.63 	241.49 	241.09 	231.72 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-S,GE10,LC_H,NAC,DE	29.90 	28.90 	28.80 	28.10 	27.50 	27.30 	27.00 	26.90 	26.80 	26.20 	25.60 	25.00 	24.10 	23.70 	23.30 	22.90 
B-S,GE10,LC_H,NAC,DK	286.27 	280.12 	271.11 	258.49 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-S,GE10,LC_H,NAC,EL	: 	: 	17.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-S,GE10,LC_H,NAC,ES	21.38 	20.96 	20.77 	19.63 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-S,GE10,LC_H,NAC,FR	33.58 	32.57 	31.64 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-S,GE10,LC_H,NAC,HR	65.12 p	65.12 p	65.37 p	66.19 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-S,GE10,LC_H,NAC,HU	2047.12 	1930.53 	2014.76 	2052.37 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-S,GE10,LC_H,NAC,IE	26.04 	25.93 	26.58 	29.40 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-S,GE10,LC_H,NAC,LT	19.87 	19.33 	20.25 	20.88 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-S,GE10,LC_H,NAC,LV	3.90 	3.90 	4.18 	4.31 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-S,GE10,LC_H,NAC,MT	: 	: 	9.02 	8.87 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-S,GE10,LC_H,NAC,NL	32.59 	32.22 	31.22 	30.50 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-S,GE10,LC_H,NAC,PL	33.13 	31.38 	30.53 	27.71 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-S,GE10,LC_H,NAC,PT	13.22 	13.33 	12.83 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-S,GE10,LC_H,NAC,RO	17.71 	17.32 	17.28 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-S,GE10,LC_H,NAC,SI	15.13 p	14.87 p	14.61 p	14.21 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-S,GE10,LC_H,NAC,SK	8.57 	8.07 	8.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-S,GE10,LC_H,NAC,UK	16.59 	16.66 	17.01 	16.83 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-S,GE10,LC_H,PPS,BG	6.76 	6.28 	5.93 	5.34 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-S,GE10,LC_H,PPS,CH	: 	28.08 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-S,GE10,LC_H,PPS,CZ	13.05 	13.26 	13.02 	12.87 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-S,GE10,LC_H,PPS,DE	28.98 	27.73 	27.21 	27.14 	27.04 	26.60 	26.11 	25.68 	25.24 	24.57 	23.93 	23.47 	22.47 	21.65 	21.17 	20.54 
B-S,GE10,LC_H,PPS,DK	26.78 	26.39 	25.12 	24.82 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-S,GE10,LC_H,PPS,EL	: 	: 	17.61 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-S,GE10,LC_H,PPS,ES	22.00 	21.67 	21.24 	20.62 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-S,GE10,LC_H,PPS,FR	30.47 	29.12 	27.70 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-S,GE10,LC_H,PPS,HR	11.94 p	12.05 p	12.01 p	12.28 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-S,GE10,LC_H,PPS,HU	11.39 	10.70 	11.19 	11.77 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-S,GE10,LC_H,PPS,IE	22.39 	21.94 	21.09 	22.77 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-S,GE10,LC_H,PPS,LT	8.75 	8.82 	8.85 	9.17 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-S,GE10,LC_H,PPS,LV	7.48 	7.93 	8.06 	8.21 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-S,GE10,LC_H,PPS,MT	: 	: 	11.30 	11.48 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-S,GE10,LC_H,PPS,NL	30.12 	30.36 	28.64 	29.09 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-S,GE10,LC_H,PPS,PL	13.55 	12.56 	12.19 	11.42 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-S,GE10,LC_H,PPS,PT	15.18 	15.22 	14.47 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-S,GE10,LC_H,PPS,RO	6.93 	7.02 	7.05 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-S,GE10,LC_H,PPS,SI	17.63 p	17.70 p	17.32 p	17.26 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-S,GE10,LC_H,PPS,SK	11.85 	11.33 	11.07 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-S,GE10,LC_H,PPS,UK	18.75 	19.37 	20.06 	20.71 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-S,GE10,LC_M,EUR,BG	474 	448 	423 	383 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-S,GE10,LC_M,EUR,CZ	1461 	1396 	1314 	1343 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-S,GE10,LC_M,EUR,DE	4117 	3985 	3969 	3869 	3799 	3777 	3777 	3742 	3666 	3546 	3405 	3395 	3260 	3127 	3093 	3090 
B-S,GE10,LC_M,EUR,DK	5045 	4940 	4791 	4571 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-S,GE10,LC_M,EUR,EL	: 	: 	2512 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
