nace_r1,currency,geo\time	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 
C-F,EUR,DK	: 	4585.1 	4417.6 	4261.9 	4114.2 	4021.3 	3872.7 	3706.5 	3550.8 b	3398.4 	3225.2 	3119.6 	: 	: 
C-F,EUR,EE	1112.3 	990.0 	804.4 	686.1 	611.0 	562.3 	517.2 	463.9 	413.1 	367.6 	355.8 	316.0 	272.6 	: 
C-F,EUR,EL	: 	: 	: 	: 	: 	1882.8 	1784.3 	1696.8 	1629.6 	1594.7 	1485.1 	1499.0 	1431.5 	1360.3 
C-F,EUR,ES	: 	2446.6 	2354.6 	2283.5 	2226.4 	2145.3 	2045.1 	1966.5 b	2064.5 	2063.9 	2043.9 	2077.8 	2182.9 	: 
C-F,EUR,FI	4111.0 	3904.0 	3813.0 	3722.0 	3512.0 	3459.0 	3336.0 	2991.0 	2959.7 	2887.8 	2764.5 	2747.0 	2759.9 	: 
C-F,EUR,FR	4302.6 	4109.3 	4000.7 	3848.1 	3743.8 	3549.3 	3464.0 	3405.8 	3307.8 	3254.0 	3166.1 	3109.6 	3441.2 	: 
C-F,EUR,HU	: 	970.9 	888.7 	869.9 	816.5 	725.4 	: 	: 	: 	: 	: 	: 	: 	: 
C-F,EUR,IT	: 	: 	: 	: 	: 	: 	2784.0 	2708.0 	: 	: 	: 	: 	: 	: 
C-F,EUR,LT	: 	789.2 	636.6 	532.9 	462.2 	465.1 	452.7 	421.2 	380.2 	335.6 	312.9 	272.5 	193.9 	: 
C-F,EUR,LU	4108.0 	4008.0 	3858.0 	3771.0 	3683.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
C-F,EUR,LV	796.3 	668.7 	515.9 	415.4 	370.6 	342.7 	347.0 	339.7 	332.1 	291.4 	265.0 	252.4 	: 	: 
C-F,EUR,MT	: 	1331.4 	1307.8 	1254.8 	1156.1 	1172.8 	1141.8 	: 	: 	: 	: 	: 	: 	: 
C-F,EUR,NL	: 	: 	: 	4092.0 	4034.0 	3860.0 	3675.0 	3459.0 	3272.0 	3143.0 	3005.0 	2893.0 b	3027.0 	: 
C-F,EUR,PL	: 	973.1 	865.3 	791.6 	671.3 	668.4 	746.3 	754.6 	648.8 	582.6 	548.9 	503.5 	444.4 	: 
C-F,EUR,PT	1458.5 	1396.8 	1353.2 	1301.3 	1256.7 	1192.7 	1131.9 	1074.3 	1024.7 	991.9 	945.1 	920.1 	894.7 	: 
C-F,EUR,RO	: 	506.1 	407.9 	352.7 	266.7 	237.9 	244.5 	239.7 	215.0 	177.8 	192.2 	155.6 	161.2 	: 
C-F,EUR,SE	: 	4655.2 	4443.7 	4393.5 	4336.4 	4159.3 	3949.9 	3788.1 	3960.1 	3549.2 	3413.4 	3373.0 	3272.1 	2772.2 
C-F,EUR,SI	: 	1670.0 	1572.7 	1499.3 	1415.8 	1373.8 	1324.3 	1251.4 	1185.6 	1188.1 	1131.6 	1040.0 	963.0 	933.0 
C-F,EUR,SK	: 	898.9 	748.5 	665.5 	622.5 	546.6 	488.1 	443.1 	427.8 	382.1 	405.7 	394.7 	323.8 	: 
C-F,EUR,UK	: 	4284.4 	4190.8 	4023.1 	3925.5 	3701.6 	3941.7 	3840.0 	3739.3 	3295.7 	3072.0 	2851.3 	2313.8 	: 
C-F,NAC,AT	4136.0 	4093.0 	3987.0 	3929.0 	3832.0 	3747.0 	3655.0 	3556.0 	3461.0 	3402.0 	3318.0 	3265.0 	3219.0 	: 
C-F,NAC,BE	4480.1 	4359.2 	4157.9 	4052.7 	4001.5 	4034.0 	3975.9 	3791.9 	3607.9 	3371.1 	: 	: 	: 	: 
C-F,NAC,BG	: 	539.0 	472.8 	451.0 	433.0 	407.0 	392.0 	382.7 	364.2 	: 	: 	: 	: 	: 
C-F,NAC,CY	2480.1 	2339.4 	2210.9 	2120.4 	1988.8 	1901.7 	1754.7 	1667.6 	1597.5 	1482.6 	1443.8 	1393.7 	1319.3 	: 
C-F,NAC,CZ	: 	29502.0 	27606.0 	26139.0 	25148.0 	23338.0 	22353.0 	20895.9 	19521.0 	18196.1 	17014.4 	15371.1 	13890.7 	11800.0 
C-F,NAC,DE	: 	4176.0 	4136.0 	3997.0 	3969.0 	3861.0 	3746.0 	3664.0 	3555.0 	3394.0 	3348.6 	3265.2 	3099.9 	: 
C-F,NAC,DK	: 	34161.6 	32951.0 	31759.0 	30609.0 	29881.0 	28776.0 	27621.0 	26467.0 b	25269.0 	24187.0 	23346.0 	: 	: 
C-F,NAC,EE	1112.3 	990.0 	804.4 	686.1 	611.0 	562.3 	517.2 	463.9 	413.1 	367.6 	358.1 	317.3 	266.1 	: 
C-F,NAC,EL	: 	: 	: 	: 	: 	1882.8 	1784.3 	1696.8 	1609.9 	1524.6 	1441.4 	1360.9 	1283.6 	1209.6 
C-F,NAC,ES	: 	2446.6 	2354.6 	2283.5 	2226.4 	2145.3 	2045.1 	1966.5 b	2064.5 	2063.9 	2053.7 	2071.6 	2108.9 	: 
C-F,NAC,FI	4111.0 	3904.0 	3813.0 	3722.0 	3512.0 	3459.0 	3336.0 	2991.0 	2959.7 	2887.8 	2781.6 	2716.9 	2705.3 	: 
C-F,NAC,FR	4302.6 	4109.3 	4000.7 	3848.1 	3743.8 	3549.3 	3464.0 	3405.8 	3307.8 	3254.0 	3186.2 	3134.8 	3406.3 	: 
C-F,NAC,HU	: 	244048.0 	234846.0 	215790.0 	205475.0 	183974.0 	: 	: 	: 	: 	: 	: 	: 	: 
C-F,NAC,IT	: 	: 	: 	: 	: 	: 	2784.0 	2708.0 	: 	: 	: 	: 	: 	: 
C-F,NAC,LT	: 	2725.0 	2198.0 	1840.0 	1596.0 	1606.0 	1566.0 	1509.0 	1405.0 	1431.0 	1403.0 	1236.0 	985.0 	: 
C-F,NAC,LU	4108.0 	4008.0 	3858.0 	3771.0 	3683.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
C-F,NAC,LV	559.5 	468.2 	359.2 	289.2 	246.6 	219.6 	201.6 	190.3 	185.7 	182.3 	175.0 	166.4 	: 	: 
C-F,NAC,MT	: 	1331.4 	1307.8 	1256.6 	1152.6 	1164.1 	1087.6 	: 	: 	: 	: 	: 	: 	: 
C-F,NAC,NL	: 	: 	: 	4092.0 	4034.0 	3860.0 	3675.0 	3459.0 	3272.0 	3143.0 	3026.8 	2902.3 	2939.1 	: 
C-F,NAC,PL	: 	3682.1 	3371.0 	3184.4 	3038.9 	2940.7 	2878.7 	2770.8 	2600.4 	2462.8 	2149.9 	1870.6 	1520.9 	: 
C-F,NAC,PT	1458.5 	1396.8 	1353.2 	1301.3 	1256.7 	1192.7 	1131.9 	1074.3 	1024.7 	991.9 	950.8 	911.4 	873.6 	: 
C-F,NAC,RO	: 	1688.0 	1438.0 	1277.0 	1080.4 	893.4 	764.7 	623.4 	428.4 	290.6 	191.9 	126.2 	63.2 	: 
C-F,NAC,SE	: 	43061.0 	41124.0 	40781.0 	39567.0 	37950.0 	36185.0 	35059.0 	33444.0 	31260.0 	30434.0 	29180.0 	27861.0 	25870.0 
C-F,NAC,SI	: 	1670.0 	1572.4 	1498.8 	1412.6 	1340.6 	1248.8 	1138.3 	1022.2 	964.2 	878.1 	785.4 	690.3 	603.0 
C-F,NAC,SK	: 	1007.7 	925.1 	852.7 	827.0 	752.8 	691.8 	636.9 	605.0 	559.6 	532.4 	499.3 	418.3 	: 
C-F,NAC,UK	: 	2932.0 	2857.0 	2751.0 	2664.1 	2561.5 	2478.7 	2388.0 	2279.0 	2171.0 	2078.0 	1974.0 	1883.0 	: 
C-F,PPS,AT	3922.2 	3990.8 	3910.5 	3828.9 	3709.3 	3626.8 	3533.6 	3393.7 	3398.9 	3245.3 	3129.7 	3033.0 	2946.0 	: 
C-F,PPS,BE	4057.4 	4057.5 	3860.3 	3804.4 	3748.4 	3786.0 	3917.4 	3675.6 	3538.5 	3157.6 	: 	: 	: 	: 
C-F,PPS,BG	: 	604.7 	538.6 	532.7 	527.8 	512.9 	492.5 	479.7 	483.0 	: 	: 	: 	: 	: 
C-F,PPS,CY	2793.5 	2662.6 	2488.2 	2378.4 	2192.7 	2095.5 	2003.4 	1906.5 	1850.5 	1716.0 	1673.5 	1616.7 	1509.7 	: 
C-F,PPS,CZ	: 	1702.7 	1587.9 	1508.1 	1423.3 	1343.5 	1271.9 	1226.9 	1141.0 	1063.0 	994.4 	963.7 	918.9 	816.8 
C-F,PPS,DE	: 	4106.4 	4030.3 	3865.8 	3788.4 	3637.0 	3513.1 	3425.4 	3336.8 	3163.9 	3058.3 	2967.0 	2780.2 	: 
C-F,PPS,DK	: 	3339.6 	3192.1 	3032.9 	2947.5 	2849.3 	2893.6 	2742.0 	2726.8 b	2585.4 	2491.9 	2371.1 	: 	: 
C-F,PPS,EE	1431.3 	1349.6 	1173.8 	1059.9 	969.0 	906.2 	850.2 	759.7 	721.7 	646.3 	657.1 	621.8 	548.2 	: 
C-F,PPS,EL	: 	: 	: 	: 	: 	2192.0 	2224.9 	2061.7 	1921.8 	1806.2 	1732.4 	1711.8 	1664.8 	1640.4 
C-F,PPS,ES	: 	2634.8 	2565.5 	2503.4 	2447.2 	2427.5 	2416.9 	2303.6 b	2428.6 	2399.6 	2389.2 	2390.0 	2402.8 	: 
C-F,PPS,FI	3388.3 	3264.7 	3106.8 	3007.8 	2836.6 	2732.0 	2691.9 	2397.2 	2449.3 	2361.7 	2248.0 	2197.3 	2154.2 	: 
C-F,PPS,FR	3843.5 	3802.9 	3685.6 	3552.3 	3404.4 	3226.8 	3347.5 	3272.7 	3125.7 	2977.8 	2859.2 	2776.9 	2935.0 	: 
C-F,PPS,HU	: 	1455.5 	1465.4 	1371.6 	1316.7 	1244.9 	: 	: 	: 	: 	: 	: 	: 	: 
C-F,PPS,IT	: 	: 	: 	: 	: 	: 	2711.0 	2715.3 	: 	: 	: 	: 	: 	: 
C-F,PPS,LT	: 	1315.2 	1110.1 	970.6 	863.7 	889.0 	835.7 	778.5 	722.5 	716.8 	686.6 	630.4 	531.0 	: 
C-F,PPS,LU	3496.5 	3492.2 	3464.5 	3375.2 	3574.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 
C-F,PPS,LV	1065.4 	1004.1 	849.1 	728.1 	660.3 	630.1 	609.2 	575.6 	564.9 	558.9 	538.3 	528.0 	: 	: 
C-F,PPS,MT	: 	1764.1 	1748.8 	1717.5 	1579.1 	1628.8 	1531.4 	: 	: 	: 	: 	: 	: 	: 
C-F,PPS,NL	: 	: 	: 	3905.0 	3800.4 	3581.0 	3572.7 	3359.4 	3271.9 	3060.8 	2941.3 	2798.3 	2816.1 	: 
C-F,PPS,PL	: 	1576.5 	1385.5 	1294.7 	1260.9 	1228.1 	1220.1 	1164.7 	1121.2 	1123.7 	1024.8 	971.4 	876.9 	: 
C-F,PPS,PT	1656.8 	1630.0 	1592.8 	1528.1 	1438.3 	1386.2 	1311.3 	1273.5 	1234.9 	1190.3 	1124.9 	1114.8 	1076.6 	: 
C-F,PPS,RO	: 	793.8 	707.7 	647.0 	615.5 	547.9 	569.3 	574.3 	506.0 	469.4 	445.2 	447.7 	536.8 	: 
C-F,PPS,SE	: 	4026.8 	3750.6 	3686.0 	3571.2 	3367.1 	3244.3 	3160.5 	3104.5 	2808.7 	2686.6 	2562.9 	2425.9 	2203.0 
C-F,PPS,SI	: 	2117.0 	2050.7 	1970.0 	1874.9 	1801.5 	1779.4 	1692.8 	1627.5 	1602.8 	1526.2 	1436.2 	1324.6 	1240.9 
C-F,PPS,SK	: 	1421.9 	1289.8 	1200.4 	1133.7 	1078.3 	1090.7 	1020.4 	964.2 	943.2 	968.3 	948.2 	802.1 	: 
C-F,PPS,UK	: 	3760.1 	3789.3 	3661.5 	3618.4 	3433.0 	3367.1 	3288.2 	3117.2 	2852.2 	2736.8 	2649.8 	2494.3 	: 
C-K,EUR,AT	3880.0 	3883.0 	3808.0 	3741.0 	3680.0 	3624.0 	3497.0 	3437.0 	3364.0 	3300.0 	3205.1 	3180.3 	3241.8 	: 
C-K,EUR,BE	4311.5 	4171.1 	4025.8 	3922.2 	3881.2 	3895.2 	3841.1 	3672.5 	3504.0 	: 	: 	: 	: 	: 
C-K,EUR,BG	: 	280.2 	243.0 	229.1 	218.1 	202.2 	193.9 	189.8 	178.7 	: 	: 	: 	: 	: 
C-K,EUR,CY	2312.0 	2182.2 	2091.1 	2028.3 	1902.6 	1790.8 	1684.3 	1614.9 	1549.0 	1460.2 	1412.4 	1352.5 	1252.1 	: 
C-K,EUR,CZ	: 	1201.2 	1027.6 	954.0 	841.6 	777.1 	770.4 	660.6 	582.3 	518.6 	494.6 	446.1 	426.3 	354.4 
C-K,EUR,DE	: 	3892.0 	3857.0 	3787.0 	3758.0 	3699.0 	3591.0 	3511.0 	3418.0 	3299.0 	3231.0 	3165.0 	3093.0 	: 
C-K,EUR,DK	: 	4658.8 	4481.1 	4359.8 	4186.3 	4101.4 	3921.7 	3879.3 	3680.3 b	3659.1 	3444.3 	3200.9 	: 	: 
C-K,EUR,EE	1132.3 	1006.2 	840.2 	713.4 	650.3 	608.4 	562.4 	496.3 	429.1 	394.2 	364.2 	320.1 	275.9 	: 
C-K,EUR,EL	: 	: 	: 	: 	: 	1984.3 	1849.4 	1739.9 	1658.3 	1614.8 	1499.9 	1513.1 	1446.3 	1377.5 
C-K,EUR,ES	: 	2279.8 	2202.8 	2134.7 	2081.8 	2017.0 	1939.6 	1867.4 b	2030.6 	2027.4 	2005.3 	2033.8 	2138.7 	: 
C-K,EUR,FI	3977.0 	3773.0 	3682.0 	3614.0 	3430.0 	3355.0 	3225.0 	3079.0 	3047.0 	2922.8 	2789.6 	2776.4 	2769.2 	: 
C-K,EUR,FR	4109.4 	3983.3 	3857.0 	3794.0 	3691.7 	3527.2 	3464.0 	3414.8 	3296.9 	3227.6 	3128.9 	3072.3 	3463.0 	: 
C-K,EUR,HU	: 	1055.4 	947.1 	904.9 	836.4 	763.1 	730.7 	613.8 	539.9 	483.1 	442.0 	475.6 	434.2 	: 
C-K,EUR,IT	: 	: 	: 	: 	: 	: 	2904.0 	2822.0 	: 	: 	: 	: 	: 	: 
C-K,EUR,LT	: 	785.4 	646.1 	555.8 	484.2 	486.6 	469.2 	432.7 	391.9 	341.7 	313.5 	263.4 	192.0 	: 
C-K,EUR,LU	4900.0 	4801.0 	4625.0 	4498.0 	4353.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
C-K,EUR,LV	826.0 	683.0 	531.8 	432.6 	388.7 	357.3 	360.9 	349.9 	343.1 	289.6 	266.9 	252.6 	: 	: 
C-K,EUR,MT	: 	1324.9 	1298.4 	1248.1 	1237.5 	1219.8 	1220.0 	: 	: 	: 	: 	: 	: 	: 
C-K,EUR,NL	: 	: 	: 	3974.0 	3942.0 	3806.0 	3598.0 	3388.0 	3155.0 	2996.0 	2874.0 	2742.0 b	2812.0 	: 
C-K,EUR,PL	: 	996.8 	889.4 	818.2 	699.2 	698.2 	783.1 	791.8 	672.4 	611.1 	562.8 	511.1 	447.1 	: 
C-K,EUR,PT	1737.3 	1675.9 	1617.9 	1556.9 	1493.4 	1409.5 	1330.3 	1255.5 	1189.2 	1156.6 	1108.7 	1085.9 	1062.4 	: 
C-K,EUR,RO	: 	526.5 	413.8 	358.2 	271.8 	245.6 	250.4 	242.7 	218.1 	179.2 	192.0 	155.2 	157.8 	: 
C-K,EUR,SE	: 	4677.0 	4517.6 	4431.5 	4365.7 	4255.7 	4049.1 	3873.4 	4047.4 	3621.2 	3454.8 	3399.9 	3301.7 	2824.8 
C-K,EUR,SI	: 	1797.0 	1684.3 	1604.5 	1520.9 	1496.7 	1440.1 	1359.9 	1282.5 	1289.0 	1226.2 	1138.6 	1061.9 	1023.1 
C-K,EUR,SK	: 	926.6 	775.4 	700.5 	636.0 	565.3 	518.4 	479.6 	444.5 	400.0 	418.6 	401.3 	317.7 	: 
C-K,EUR,UK	: 	3737.9 	3636.3 	3461.5 	3848.6 	3642.4 	3891.8 	3793.4 	3676.9 	3216.7 	2980.3 	2797.9 	2168.8 	: 
C-K,NAC,AT	3880.0 	3883.0 	3808.0 	3741.0 	3680.0 	3624.0 	3497.0 	3437.0 	3364.0 	3300.0 	3227.0 	3195.0 	3165.0 	: 
C-K,NAC,BE	4311.5 	4171.1 	4025.8 	3922.2 	3881.2 	3895.2 	3841.1 	3672.5 	3504.0 	: 	: 	: 	: 	: 
C-K,NAC,BG	: 	548.0 	475.3 	448.0 	426.0 	394.0 	378.0 	369.7 	348.8 	: 	: 	: 	: 	: 
C-K,NAC,CY	2312.0 	2172.4 	2057.2 	1999.1 	1891.4 	1787.2 	1655.6 	1589.0 	1518.9 	1444.1 	1398.1 	1345.9 	1266.3 	: 
C-K,NAC,CZ	: 	33353.0 	29125.0 	28412.0 	26838.0 	24748.0 	23731.0 	22506.6 	20730.4 	19129.8 	17831.2 	16027.1 	14689.3 	12296.0 
C-K,NAC,DE	: 	3892.0 	3857.0 	3787.0 	3758.0 	3699.0 	3591.0 	3511.0 	3418.0 	3299.0 	3253.0 	3178.8 	3019.8 	: 
C-K,NAC,DK	: 	34710.6 	33425.0 	32488.0 	31146.0 	30476.0 	29140.0 	28909.0 	27432.0 b	27207.0 	25830.0 	23954.0 	: 	: 
C-K,NAC,EE	1132.3 	1006.2 	840.2 	713.4 	650.3 	608.4 	562.4 	496.3 	429.1 	394.2 	366.6 	321.4 	269.3 	: 
C-K,NAC,EL	: 	: 	: 	: 	: 	1984.3 	1849.4 	1739.9 	1638.3 	1543.8 	1455.8 	1373.7 	1296.8 	1224.8 
C-K,NAC,ES	: 	2279.8 	2202.8 	2134.7 	2081.8 	2017.0 	1939.6 	1867.4 b	2030.6 	2027.4 	2015.0 	2027.7 	2066.2 	: 
C-K,NAC,FI	3977.0 	3773.0 	3682.0 	3614.0 	3430.0 	3355.0 	3225.0 	3079.0 	3047.0 	2922.8 	2806.8 	2746.0 	2714.4 	: 
C-K,NAC,FR	4109.4 	3983.3 	3857.0 	3794.0 	3691.7 	3527.2 	3464.0 	3414.8 	3296.9 	3227.6 	3148.8 	3097.2 	3427.8 	: 
C-K,NAC,HU	: 	265266.0 	250276.0 	224469.0 	210479.0 	193536.0 	177523.0 	157500.0 	140387.0 	122106.0 	106343.0 	100663.0 	84132.0 	: 
C-K,NAC,IT	: 	: 	: 	: 	: 	: 	2904.0 	2822.0 	: 	: 	: 	: 	: 	: 
C-K,NAC,LT	: 	2712.0 	2231.0 	1919.0 	1672.0 	1680.0 	1623.0 	1550.0 	1448.0 	1457.0 	1406.0 	1195.0 	975.0 	: 
C-K,NAC,LU	4900.0 	4801.0 	4625.0 	4498.0 	4353.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
C-K,NAC,LV	580.4 	478.1 	370.3 	301.2 	258.5 	228.9 	209.7 	196.0 	191.8 	181.2 	176.2 	166.6 	: 	: 
C-K,NAC,MT	: 	1324.9 	1298.4 	1249.8 	1233.8 	1210.7 	1162.0 	: 	: 	: 	: 	: 	: 	: 
C-K,NAC,NL	: 	: 	: 	3974.0 	3942.0 	3806.0 	3598.0 	3388.0 	3155.0 	2996.0 	2894.8 	2750.8 	2730.4 	: 
C-K,NAC,PL	: 	3771.8 	3465.2 	3291.6 	3165.2 	3071.7 	3020.7 	2907.4 	2695.1 	2583.5 	2204.3 	1899.0 	1530.1 	: 
C-K,NAC,PT	1737.3 	1675.9 	1617.9 	1556.9 	1493.4 	1409.5 	1330.3 	1255.5 	1189.2 	1156.6 	1115.4 	1075.7 	1037.4 	: 
C-K,NAC,RO	: 	1756.0 	1459.0 	1297.0 	1101.2 	922.1 	783.0 	631.0 	434.5 	293.0 	191.8 	125.9 	61.9 	: 
C-K,NAC,SE	: 	43263.0 	41808.0 	41134.0 	39834.0 	38830.0 	37094.0 	35849.0 	34181.0 	31894.0 	30803.0 	29413.0 	28113.0 	26361.0 
C-K,NAC,SI	: 	1797.0 	1684.0 	1604.0 	1517.4 	1460.6 	1358.0 	1237.0 	1105.7 	1046.0 	951.5 	859.9 	761.2 	661.2 
C-K,NAC,SK	: 	1038.8 	958.3 	897.5 	844.9 	778.5 	734.6 	689.3 	628.6 	585.8 	549.4 	507.7 	410.5 	: 
C-K,NAC,UK	: 	2558.0 	2479.0 	2367.0 	2611.9 	2520.5 	2447.3 	2359.0 	2241.0 	2119.0 	2016.0 	1937.0 	1765.0 	: 
C-K,PPS,AT	3679.5 	3786.1 	3735.0 	3645.7 	3562.2 	3507.8 	3380.9 	3280.2 	3303.6 	3148.0 	3043.9 	2968.0 	2896.6 	: 
C-K,PPS,BE	3904.8 	3882.4 	3737.7 	3681.8 	3635.7 	3655.8 	3784.6 	3559.9 	3436.5 	: 	: 	: 	: 	: 
C-K,PPS,BG	: 	614.7 	541.4 	529.2 	519.3 	496.5 	474.9 	463.4 	462.6 	: 	: 	: 	: 	: 
C-K,PPS,CY	2604.2 	2472.5 	2315.1 	2242.3 	2085.3 	1969.3 	1890.3 	1816.7 	1759.4 	1671.5 	1620.5 	1561.3 	1449.0 	: 
C-K,PPS,CZ	: 	1925.0 	1675.2 	1639.2 	1518.9 	1424.6 	1350.3 	1321.4 	1211.7 	1117.5 	1042.2 	1004.8 	971.7 	851.1 
C-K,PPS,DE	: 	3827.1 	3758.4 	3662.7 	3587.0 	3484.4 	3367.8 	3282.4 	3208.2 	3075.3 	2971.0 	2888.5 	2708.4 	: 
C-K,PPS,DK	: 	3393.3 	3238.0 	3102.5 	2999.2 	2906.0 	2930.2 	2869.8 	2826.2 b	2783.7 	2661.2 	2432.9 	: 	: 
C-K,PPS,EE	1457.1 	1371.7 	1226.1 	1102.1 	1031.3 	980.6 	924.4 	812.9 	749.6 	693.1 	672.7 	629.8 	554.8 	: 
C-K,PPS,EL	: 	: 	: 	: 	: 	2310.2 	2306.1 	2114.1 	1955.6 	1829.0 	1749.7 	1727.8 	1682.0 	1661.1 
C-K,PPS,ES	: 	2455.2 	2400.1 	2340.2 	2288.3 	2282.4 	2292.2 	2187.5 b	2388.7 	2357.1 	2344.1 	2339.4 	2354.2 	: 
C-K,PPS,FI	3277.9 	3155.2 	3000.1 	2920.5 	2770.3 	2649.8 	2602.4 	2467.8 	2521.6 	2390.3 	2268.4 	2220.8 	2161.4 	: 
C-K,PPS,FR	3670.9 	3686.3 	3553.3 	3502.3 	3356.9 	3206.7 	3347.5 	3281.4 	3115.4 	2953.6 	2825.6 	2743.6 	2953.6 	: 
C-K,PPS,HU	: 	1582.0 	1561.7 	1426.8 	1348.8 	1309.6 	1272.1 	1159.2 	1098.0 	1026.5 	967.2 	1024.5 	978.1 	: 
C-K,PPS,IT	: 	: 	: 	: 	: 	: 	2827.9 	2829.6 	: 	: 	: 	: 	: 	: 
C-K,PPS,LT	: 	1308.9 	1126.7 	1012.2 	904.9 	930.0 	866.2 	799.7 	744.6 	729.9 	688.1 	609.4 	525.6 	: 
C-K,PPS,LU	4170.6 	4183.2 	4153.2 	4025.8 	4224.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 
C-K,PPS,LV	1105.1 	1025.5 	875.4 	758.2 	692.4 	657.0 	633.6 	593.0 	583.6 	555.5 	542.1 	528.4 	: 	: 
C-K,PPS,MT	: 	1755.5 	1736.2 	1708.3 	1690.3 	1694.1 	1636.2 	: 	: 	: 	: 	: 	: 	: 
C-K,PPS,NL	: 	: 	: 	3792.4 	3713.7 	3530.9 	3497.9 	3290.4 	3154.9 	2917.6 	2813.1 	2652.2 	2616.0 	: 
C-K,PPS,PL	: 	1614.9 	1424.2 	1338.3 	1313.3 	1282.8 	1280.3 	1222.1 	1162.0 	1178.8 	1050.7 	986.1 	882.2 	: 
C-K,PPS,PT	1973.4 	1955.7 	1904.4 	1828.3 	1709.2 	1638.2 	1541.2 	1488.3 	1433.1 	1387.9 	1319.7 	1315.8 	1278.5 	: 
C-K,PPS,RO	: 	825.8 	718.0 	657.2 	627.4 	565.5 	583.0 	581.3 	513.2 	473.1 	444.8 	446.5 	525.4 	: 
C-K,PPS,SE	: 	4045.7 	3813.0 	3717.9 	3595.3 	3445.2 	3325.8 	3231.7 	3172.9 	2865.6 	2719.1 	2583.4 	2447.8 	2244.8 
C-K,PPS,SI	: 	2278.0 	2196.3 	2108.2 	2014.1 	1962.6 	1935.1 	1839.6 	1760.5 	1738.8 	1653.8 	1572.4 	1460.6 	1360.8 
C-K,PPS,SK	: 	1465.7 	1336.1 	1263.5 	1158.3 	1115.0 	1158.3 	1104.3 	1001.8 	987.5 	999.3 	964.2 	787.0 	: 
C-K,PPS,UK	: 	3280.5 	3287.9 	3150.4 	3547.5 	3378.0 	3324.5 	3248.2 	3065.3 	2783.9 	2655.2 	2600.1 	2338.0 	: 
C-O,EUR,AT	3850.0 	3847.0 	3782.0 	3717.0 	3660.0 	3603.0 	3485.0 	3430.0 	3361.0 	: 	: 	: 	: 	: 
C-O,EUR,BE	4103.3 	3965.7 	3814.0 	3706.0 	3659.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 
C-O,EUR,BG	: 	287.4 	249.0 	234.7 	222.2 	205.7 	196.0 	186.5 	173.1 	: 	: 	: 	: 	: 
C-O,EUR,CY	2516.2 	2368.4 	2276.9 	2189.6 	2058.9 	1950.0 	1833.8 	1734.7 	1665.7 	1570.3 	1520.9 	1450.1 	1335.0 	: 
C-O,EUR,CZ	: 	1126.2 	1030.6 	948.8 	837.3 	780.9 	753.8 	641.6 	562.7 	505.1 	477.7 	437.7 	424.1 	350.9 
C-O,EUR,DE	: 	3853.0 	3819.0 	3768.0 	3750.0 	3692.0 	3594.0 	3510.0 	3422.0 	3313.0 	3241.0 	3170.0 	3094.0 	: 
C-O,EUR,DK	: 	4381.0 	4221.6 	4059.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
C-O,EUR,EE	1134.2 	994.5 	827.1 	711.8 	644.0 	596.0 	547.2 	486.7 	425.9 	389.7 	350.8 	304.7 	263.4 	: 
C-O,EUR,ES	: 	2283.8 	2196.7 	2125.2 	2069.8 	2007.6 	1930.2 	1857.9 b	2019.8 	: 	: 	: 	: 	: 
C-O,EUR,FI	3885.0 	3687.0 	3598.0 	3531.0 	3358.0 	3289.0 	3159.0 	: 	: 	: 	: 	: 	: 	: 
C-O,EUR,HU	: 	1104.3 	994.8 	968.6 	768.0 	814.4 	: 	: 	: 	: 	: 	: 	: 	: 
C-O,EUR,LT	: 	759.7 	636.6 	545.1 	484.2 	466.9 	446.9 	412.0 	381.3 	: 	: 	: 	: 	: 
C-O,EUR,LU	4918.0 	4817.0 	4658.0 	4517.0 	4386.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
C-O,EUR,LV	865.2 	719.4 	552.4 	448.5 	402.8 	370.2 	370.6 	353.6 	340.4 	286.5 	256.2 	: 	: 	: 
C-O,EUR,MT	: 	1370.6 	1340.6 	1297.7 	1282.9 	1253.5 	1250.7 	: 	: 	: 	: 	: 	: 	: 
C-O,EUR,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 
C-O,EUR,PL	: 	983.2 	878.4 	808.4 	687.9 	686.8 	760.7 	769.4 	655.4 	587.8 	545.5 	496.2 	436.8 	: 
C-O,EUR,PT	1853.7 	1788.4 	1734.6 	1669.4 	1603.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 
C-O,EUR,RO	: 	548.7 	434.2 	365.1 	273.4 	244.2 	245.6 	236.8 	213.1 	176.0 	187.7 	147.0 	149.3 	: 
C-O,EUR,SE	: 	4337.5 	4242.0 	4133.5 	4072.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 
