nace_r1,currency,geo\time	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 
C-O,EUR,SI	: 	1871.0 	1772.5 	1699.0 	1618.0 	1603.3 	1542.4 	1452.3 	1358.2 	1373.5 	1305.9 	1218.7 	1130.1 	1077.7 
C-O,EUR,SK	: 	842.3 	711.4 	619.9 	583.2 	517.8 	481.8 	416.4 	398.5 	340.2 	394.2 	359.5 	309.7 	: 
C-O,EUR,UK	: 	3584.5 	3498.5 	3367.9 	3727.6 	3525.8 	3719.3 	3618.1 	3517.8 	3093.8 	2873.9 	2698.2 	: 	: 
C-O,NAC,AT	3850.0 	3847.0 	3782.0 	3717.0 	3660.0 	3603.0 	3485.0 	3430.0 	3361.0 	: 	: 	: 	: 	: 
C-O,NAC,BE	4103.3 	3965.7 	3814.0 	3706.0 	3659.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 
C-O,NAC,BG	: 	562.0 	487.0 	459.0 	434.0 	401.0 	382.0 	363.3 	338.0 	: 	: 	: 	: 	: 
C-O,NAC,CY	2516.2 	2357.7 	2240.0 	2158.0 	2046.9 	1946.1 	1802.6 	1706.9 	1633.4 	1553.0 	1505.5 	1443.0 	1350.2 	: 
C-O,NAC,CZ	: 	31271.0 	29208.0 	28256.0 	26702.0 	24869.0 	23220.0 	21856.4 	20032.1 	18629.1 	17220.5 	15726.0 	14614.8 	12175.0 
C-O,NAC,DE	: 	3853.0 	3819.0 	3768.0 	3750.0 	3692.0 	3594.0 	3510.0 	3422.0 	3313.0 	3263.0 	3183.9 	3020.8 	: 
C-O,NAC,DK	: 	32641.1 	31489.0 	30253.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
C-O,NAC,EE	1134.2 	994.5 	827.1 	711.8 	644.0 	596.0 	547.2 	486.7 	425.9 	389.7 	353.0 	306.0 	257.1 	: 
C-O,NAC,ES	: 	2283.8 	2196.7 	2125.2 	2069.8 	2007.6 	1930.2 	1857.9 b	2019.8 	: 	: 	: 	: 	: 
C-O,NAC,FI	3885.0 	3687.0 	3598.0 	3531.0 	3358.0 	3289.0 	3159.0 	: 	: 	: 	: 	: 	: 	: 
C-O,NAC,HU	: 	277558.0 	262879.0 	240252.0 	193274.0 	206539.0 	: 	: 	: 	: 	: 	: 	: 	: 
C-O,NAC,LT	: 	2623.0 	2198.0 	1882.0 	1672.0 	1612.0 	1546.0 	1476.0 	1409.0 	: 	: 	: 	: 	: 
C-O,NAC,LU	4918.0 	4817.0 	4658.0 	4517.0 	4386.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
C-O,NAC,LV	608.0 	503.7 	384.6 	312.3 	267.9 	237.2 	215.3 	198.1 	190.4 	179.2 	169.2 	: 	: 	: 
C-O,NAC,MT	: 	1370.6 	1340.6 	1299.5 	1279.0 	1244.1 	1191.2 	: 	: 	: 	: 	: 	: 	: 
C-O,NAC,PL	: 	3720.1 	3422.2 	3252.1 	3114.0 	3021.8 	2934.3 	2825.4 	2627.1 	2485.0 	2136.5 	1843.6 	1494.8 	: 
C-O,NAC,PT	1853.7 	1788.4 	1734.6 	1669.4 	1603.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 
C-O,NAC,RO	: 	1830.0 	1531.0 	1322.0 	1107.7 	916.9 	767.9 	615.9 	424.5 	287.6 	187.4 	119.2 	58.6 	: 
C-O,NAC,SE	: 	40122.0 	39257.0 	38368.0 	37155.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
C-O,NAC,SI	: 	1871.0 	1772.1 	1698.5 	1614.3 	1564.6 	1454.4 	1321.1 	1171.0 	1114.7 	1013.3 	920.4 	810.1 	696.5 
C-O,NAC,SK	: 	944.3 	879.3 	794.3 	774.8 	713.1 	682.7 	598.5 	563.5 	498.3 	517.3 	454.9 	400.2 	: 
C-O,NAC,UK	: 	2453.0 	2385.0 	2303.0 	2529.8 	2439.8 	2338.8 	2250.0 	2144.0 	2038.0 	1944.0 	1868.0 	: 	: 
C-O,PPS,AT	3651.0 	3751.0 	3709.5 	3622.3 	3542.8 	3487.4 	3369.3 	3273.5 	3300.7 	: 	: 	: 	: 	: 
C-O,PPS,BE	3716.2 	3691.2 	3541.0 	3478.9 	3427.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 
C-O,PPS,BG	: 	630.5 	554.8 	542.1 	529.0 	505.3 	479.9 	455.4 	448.3 	: 	: 	: 	: 	: 
C-O,PPS,CY	2834.2 	2683.4 	2520.9 	2420.6 	2256.7 	2144.4 	2058.0 	1951.4 	1892.0 	1797.5 	1745.1 	1673.9 	1545.0 	: 
C-O,PPS,CZ	: 	1804.8 	1680.0 	1630.2 	1511.2 	1431.6 	1321.2 	1283.3 	1170.9 	1088.3 	1006.5 	985.9 	966.8 	842.8 
C-O,PPS,DE	: 	3788.7 	3721.4 	3644.3 	3579.4 	3477.8 	3370.6 	3281.4 	3212.0 	3088.4 	2980.2 	2893.1 	2709.3 	: 
C-O,PPS,DK	: 	3190.9 	3050.5 	2889.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
C-O,PPS,EE	1459.6 	1355.7 	1207.0 	1099.5 	1021.4 	960.6 	899.5 	797.1 	744.1 	685.1 	647.9 	599.6 	529.6 	: 
C-O,PPS,ES	: 	2459.5 	2393.5 	2329.7 	2275.2 	2271.8 	2281.1 	2176.4 b	2376.0 	: 	: 	: 	: 	: 
C-O,PPS,FI	3202.1 	3083.3 	2931.6 	2853.4 	2712.2 	2597.7 	2549.1 	: 	: 	: 	: 	: 	: 	: 
C-O,PPS,HU	: 	1655.3 	1640.3 	1527.1 	1238.5 	1397.6 	: 	: 	: 	: 	: 	: 	: 	: 
C-O,PPS,LT	: 	1265.9 	1110.1 	992.7 	904.9 	892.3 	825.1 	761.5 	724.6 	: 	: 	: 	: 	: 
C-O,PPS,LU	4185.9 	4197.1 	4182.9 	4042.9 	4256.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 
C-O,PPS,LV	1157.6 	1080.3 	909.2 	786.1 	717.5 	680.7 	650.6 	599.2 	579.1 	549.4 	520.3 	: 	: 	: 
C-O,PPS,MT	: 	1816.1 	1792.5 	1776.2 	1752.4 	1740.8 	1677.4 	: 	: 	: 	: 	: 	: 	: 
C-O,PPS,PL	: 	1592.8 	1406.5 	1322.2 	1292.0 	1262.0 	1243.7 	1187.7 	1132.7 	1133.9 	1018.4 	957.4 	861.9 	: 
C-O,PPS,PT	2105.7 	2086.9 	2041.8 	1960.4 	1835.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 
C-O,PPS,RO	: 	860.6 	753.4 	669.8 	631.1 	562.4 	571.8 	567.4 	501.4 	464.5 	434.7 	423.0 	497.1 	: 
C-O,PPS,SE	: 	3752.0 	3580.4 	3467.9 	3353.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 
C-O,PPS,SI	: 	2371.8 	2311.2 	2232.4 	2142.7 	2102.4 	2072.4 	1964.7 	1864.4 	1852.9 	1761.3 	1683.0 	1554.4 	1433.4 
C-O,PPS,SK	: 	1332.3 	1225.9 	1118.2 	1062.2 	1021.4 	1076.5 	958.8 	898.1 	839.9 	940.9 	863.8 	767.3 	: 
C-O,PPS,UK	: 	3145.8 	3163.3 	3065.2 	3436.0 	3269.9 	3177.1 	3098.1 	2932.6 	2677.5 	2560.3 	2507.5 	: 	: 
D,EUR,AT	4171.0 	4148.0 	4024.0 	3927.0 	3810.0 	3737.0 	3658.0 	3560.0 	3472.0 	3406.0 	3288.5 	3224.1 	3263.3 	: 
D,EUR,BE	4696.0 	4566.6 	4331.2 	4216.2 	4123.4 	4232.7 	4027.3 	3841.4 	3655.5 	3491.4 	: 	: 	: 	: 
D,EUR,BG	: 	253.6 	217.5 	205.5 	195.1 	183.7 	177.5 	172.7 	167.2 	: 	: 	: 	: 	: 
D,EUR,CY	2136.6 	2018.9 	1946.9 	1870.6 	1725.5 	1648.7 	1564.4 	1488.1 	1444.5 	1345.1 	1299.4 	1257.7 	1177.1 	: 
D,EUR,CZ	: 	1036.5 	944.7 	853.1 	767.1 	713.2 	700.9 	594.7 	531.7 	472.1 	456.6 	412.4 	384.6 	323.6 
D,EUR,DE	: 	4298.0 	4245.0 	4083.0 	4058.0 	3949.0 	3842.0 	3757.0 	3657.0 	3489.0 	3410.0 	3326.0 	3245.0 	: 
D,EUR,DK	: 	4613.6 	4413.9 	4266.1 	4109.2 	4017.9 	3848.1 	3686.3 	3533.9 b	3383.2 	3205.8 	3111.6 	: 	: 
D,EUR,EE	1045.6 	926.1 	769.1 	656.7 	584.5 	539.8 	499.3 	447.1 	400.8 	357.7 	339.6 	299.4 	257.4 	: 
D,EUR,EL	: 	: 	: 	: 	: 	1836.5 	1725.2 	1626.9 	1553.0 	1513.5 	1405.8 	1417.4 	1353.3 	1287.0 
D,EUR,ES	: 	2563.2 	2478.8 	2392.2 	2325.8 	2249.3 	2151.9 	2057.1 b	2158.5 	2149.1 	2120.0 	2128.0 	2209.6 	: 
D,EUR,FI	4188.0 	3988.0 	3911.0 	3810.0 	3600.0 	3541.0 	3403.0 	3005.0 	2974.0 	2865.0 	2749.0 	2755.2 	2770.2 	: 
D,EUR,FR	4194.8 	4101.0 	3971.4 	3849.4 	3735.4 	3537.3 	3442.1 	3388.0 	3287.0 	3244.8 	3151.1 	3081.9 	3262.0 	: 
D,EUR,HU	: 	993.6 	890.3 	873.7 	812.5 	719.2 	696.4 	587.6 	524.2 	460.6 	434.1 	415.0 	380.4 	: 
D,EUR,IE	: 	: 	3533.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
D,EUR,IS	: 	: 	4409.0 	4548.0 	3780.7 	3583.7 	3277.3 	2990.9 	: 	2702.6 	: 	: 	: 	: 
D,EUR,IT	: 	: 	: 	: 	: 	: 	2779.0 	2700.0 	: 	: 	: 	: 	: 	: 
D,EUR,LT	: 	719.4 	583.3 	501.3 	438.8 	450.4 	434.5 	409.5 	373.5 	325.5 	290.3 	254.6 	179.2 	: 
D,EUR,LU	4518.0 	4409.0 	4268.0 	4130.0 	4014.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
D,EUR,LV	749.1 	625.4 	483.8 	395.2 	354.2 	326.9 	330.0 	325.1 	317.0 	275.9 	255.4 	244.0 	: 	: 
D,EUR,MT	: 	1424.5 	1393.4 	1312.8 	1258.0 	1232.1 	1231.7 	: 	: 	: 	: 	: 	: 	: 
D,EUR,NL	: 	: 	: 	4037.0 	3965.0 	3822.0 	3632.0 	3425.0 	3245.0 	3115.0 	2985.0 	2874.0 b	3090.0 	: 
D,EUR,PL	: 	886.3 	785.0 	716.3 	607.3 	612.4 	681.7 	694.1 	599.1 	533.7 	500.1 	458.2 	399.3 	: 
D,EUR,PT	1407.8 	1353.7 	1320.0 	1276.6 	1232.5 	1165.1 	1101.4 	1041.2 	990.2 	963.0 	921.6 	901.1 	880.1 	: 
D,EUR,RO	: 	450.3 	358.2 	308.5 	239.5 	212.2 	217.0 	212.4 	191.5 	156.2 	166.7 	137.3 	145.3 	: 
D,EUR,SE	: 	4742.9 	4507.9 	4464.9 	4402.5 	4199.8 	3989.0 	3822.9 	4006.7 	3575.0 	3443.7 	3391.9 	3289.6 	2801.4 
D,EUR,SI	: 	1617.0 	1523.8 	1454.9 	1376.5 	1352.6 	1304.8 	1232.5 	1165.5 	1158.5 	1105.6 	1014.2 	944.3 	907.1 
D,EUR,SK	: 	883.0 	729.4 	662.7 	618.0 	532.6 	485.3 	442.7 	425.8 	364.2 	390.2 	373.7 	310.2 	: 
D,EUR,UK	: 	4122.2 	4047.1 	3929.5 	3829.6 	3606.0 	3835.8 	3741.9 	3645.7 	3206.1 	2990.7 	2761.8 	2270.8 	: 
D,NAC,AT	4171.0 	4148.0 	4024.0 	3927.0 	3810.0 	3737.0 	3658.0 	3560.0 	3472.0 	3406.0 	3311.0 	3239.0 	3186.0 	: 
D,NAC,BE	4696.0 	4566.6 	4331.2 	4216.2 	4123.4 	4232.7 	4027.3 	3841.4 	3655.5 	3491.4 	: 	: 	: 	: 
D,NAC,BG	: 	496.0 	425.3 	402.0 	381.0 	358.0 	346.0 	336.4 	326.4 	: 	: 	: 	: 	: 
D,NAC,CY	2136.6 	2009.8 	1915.3 	1843.6 	1715.4 	1645.4 	1537.7 	1464.3 	1416.4 	1330.3 	1286.2 	1251.6 	1190.5 	: 
D,NAC,CZ	: 	28780.0 	26775.0 	25406.0 	24464.0 	22714.0 	21592.0 	20258.7 	18927.2 	17412.8 	16458.2 	14817.3 	13251.4 	11226.0 
D,NAC,DE	: 	4298.0 	4245.0 	4083.0 	4058.0 	3949.0 	3842.0 	3757.0 	3657.0 	3489.0 	3433.2 	3340.5 	3168.2 	: 
D,NAC,DK	: 	34373.7 	32924.0 	31790.0 	30572.0 	29856.0 	28593.0 	27471.0 	26341.0 b	25156.0 	24041.0 	23286.0 	: 	: 
D,NAC,EE	1045.6 	926.1 	769.1 	656.7 	584.5 	539.8 	499.3 	447.1 	400.8 	357.7 	341.8 	300.6 	251.2 	: 
D,NAC,EL	: 	: 	: 	: 	: 	1836.5 	1725.2 	1626.9 	1534.3 	1446.9 	1364.5 	1286.8 	1213.5 	1144.4 
D,NAC,ES	: 	2563.2 	2478.8 	2392.2 	2325.8 	2249.3 	2151.9 	2057.1 b	2158.5 	2149.1 	2130.1 	2121.7 	2134.8 	: 
D,NAC,FI	4188.0 	3988.0 	3911.0 	3810.0 	3600.0 	3541.0 	3403.0 	3005.0 	2974.0 	2865.0 	2766.0 	2725.0 	2715.4 	: 
D,NAC,FR	4194.8 	4101.0 	3971.4 	3849.4 	3735.4 	3537.3 	3442.1 	3388.0 	3287.0 	3244.8 	3171.2 	3106.8 	3228.8 	: 
D,NAC,HU	: 	249731.0 	235283.0 	216729.0 	204471.0 	182412.0 	169197.0 	150762.0 	136302.0 	116415.0 	104431.0 	87843.0 	73712.0 	: 
D,NAC,IE	: 	: 	3533.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
D,NAC,IS	: 	: 	386934.0 	355787.0 	329446.0 	310528.0 	282434.0 	261463.0 	: 	208585.0 	: 	: 	: 	: 
D,NAC,IT	: 	: 	: 	: 	: 	: 	2779.0 	2700.0 	: 	: 	: 	: 	: 	: 
D,NAC,LT	: 	2484.0 	2014.0 	1731.0 	1515.0 	1555.0 	1503.0 	1467.0 	1380.0 	1388.0 	1302.0 	1155.0 	910.0 	: 
D,NAC,LU	4518.0 	4409.0 	4268.0 	4130.0 	4014.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
D,NAC,LV	526.4 	437.8 	336.8 	275.2 	235.6 	209.5 	191.7 	182.1 	177.2 	172.6 	168.6 	160.9 	: 	: 
D,NAC,MT	: 	1424.5 	1393.4 	1314.7 	1254.2 	1222.9 	1173.2 	: 	: 	: 	: 	: 	: 	: 
D,NAC,NL	: 	: 	: 	4037.0 	3965.0 	3822.0 	3632.0 	3425.0 	3245.0 	3115.0 	3006.6 	2883.3 	3000.3 	: 
D,NAC,PL	: 	3353.6 	3058.5 	2881.6 	2749.1 	2694.4 	2629.5 	2548.7 	2401.1 	2256.1 	1958.7 	1702.4 	1366.4 	: 
D,NAC,PT	1407.8 	1353.7 	1320.0 	1276.6 	1232.5 	1165.1 	1101.4 	1041.2 	990.2 	963.0 	927.1 	892.6 	859.4 	: 
D,NAC,RO	: 	1502.0 	1263.0 	1117.0 	970.0 	796.8 	678.5 	552.3 	381.6 	255.3 	166.5 	111.3 	57.0 	: 
D,NAC,SE	: 	43872.0 	41718.0 	41444.0 	40170.0 	38320.0 	36544.0 	35381.0 	33837.0 	31487.0 	30704.0 	29344.0 	28010.0 	26142.0 
D,NAC,SI	: 	1617.0 	1523.5 	1454.5 	1373.4 	1319.9 	1230.4 	1121.1 	1004.9 	940.1 	857.9 	766.0 	676.9 	586.3 
D,NAC,SK	: 	990.0 	901.5 	849.1 	821.0 	733.4 	687.8 	636.4 	602.2 	533.4 	512.1 	472.7 	400.7 	: 
D,NAC,UK	: 	2821.0 	2759.0 	2687.0 	2599.0 	2495.3 	2412.0 	2327.0 	2222.0 	2112.0 	2023.0 	1912.0 	1848.0 	: 
D,PPS,AT	3955.4 	4044.5 	3946.8 	3826.9 	3688.0 	3617.1 	3536.5 	3397.6 	3409.7 	3249.1 	3123.1 	3008.8 	2915.8 	: 
D,PPS,BE	4253.0 	4250.5 	4021.2 	3957.8 	3862.6 	3972.5 	3968.0 	3723.6 	3585.1 	3270.3 	: 	: 	: 	: 
D,PPS,BG	: 	556.4 	484.5 	474.8 	464.4 	451.1 	434.7 	421.6 	432.9 	: 	: 	: 	: 	: 
D,PPS,CY	2406.7 	2287.4 	2155.5 	2067.9 	1891.3 	1813.1 	1755.7 	1674.1 	1640.7 	1539.8 	1490.9 	1451.9 	1362.2 	: 
D,PPS,CZ	: 	1661.1 	1540.1 	1465.8 	1384.6 	1307.5 	1228.6 	1189.5 	1106.3 	1017.2 	961.9 	929.0 	876.6 	777.1 
D,PPS,DE	: 	4226.3 	4136.5 	3948.9 	3873.4 	3719.9 	3603.1 	3512.3 	3432.5 	3252.4 	3135.6 	3035.5 	2841.5 	: 
D,PPS,DK	: 	3360.3 	3189.5 	3035.8 	2943.9 	2846.9 	2875.2 	2727.1 	2713.8 b	2573.8 	2476.9 	2365.0 	: 	: 
D,PPS,EE	1345.5 	1262.5 	1122.4 	1014.4 	927.0 	869.9 	820.8 	732.2 	700.2 	629.0 	627.2 	589.1 	517.5 	: 
D,PPS,EL	: 	: 	: 	: 	: 	2138.2 	2151.2 	1976.8 	1831.5 	1714.2 	1640.0 	1618.5 	1573.9 	1552.0 
D,PPS,ES	: 	2760.3 	2700.9 	2622.5 	2556.6 	2545.2 	2543.1 	2409.8 b	2539.1 	2498.6 	2478.1 	2447.8 	2432.3 	: 
D,PPS,FI	3451.8 	3335.0 	3186.6 	3078.9 	2907.6 	2796.7 	2746.0 	2408.5 	2461.2 	2343.0 	2235.4 	2203.9 	2162.2 	: 
D,PPS,FR	3747.2 	3795.3 	3658.6 	3553.5 	3396.7 	3215.8 	3326.4 	3255.6 	3106.0 	2969.3 	2845.7 	2752.1 	2782.1 	: 
D,PPS,HU	: 	1489.4 	1468.1 	1377.6 	1310.3 	1234.3 	1212.4 	1109.6 	1066.1 	978.6 	949.9 	894.0 	857.0 	: 
D,PPS,IE	: 	: 	2837.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
D,PPS,IS	: 	: 	3047.2 	2962.4 	2742.0 	2587.6 	2435.2 	2338.6 	: 	2133.2 	: 	: 	: 	: 
D,PPS,IT	: 	: 	: 	: 	: 	: 	2706.2 	2707.3 	: 	: 	: 	: 	: 	: 
D,PPS,LT	: 	1198.9 	1017.1 	913.1 	819.9 	860.8 	802.1 	756.9 	709.7 	695.3 	637.2 	589.0 	490.6 	: 
D,PPS,LU	3845.4 	3841.6 	3832.6 	3696.5 	3895.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 
D,PPS,LV	1002.2 	939.1 	796.3 	692.6 	631.0 	601.1 	579.4 	550.9 	539.1 	529.2 	518.7 	510.4 	: 	: 
D,PPS,MT	: 	1887.4 	1863.1 	1796.9 	1718.4 	1711.1 	1651.9 	: 	: 	: 	: 	: 	: 	: 
D,PPS,NL	: 	: 	: 	3852.5 	3735.4 	3545.7 	3530.9 	3326.3 	3244.9 	3033.5 	2921.7 	2779.9 	2874.7 	: 
D,PPS,PL	: 	1435.9 	1257.0 	1171.6 	1140.6 	1125.3 	1114.5 	1071.3 	1035.3 	1029.4 	933.7 	884.1 	787.9 	: 
D,PPS,PT	1599.2 	1579.7 	1553.7 	1499.1 	1410.6 	1354.1 	1276.0 	1234.3 	1193.3 	1155.6 	1096.9 	1091.8 	1059.1 	: 
D,PPS,RO	: 	706.3 	621.5 	566.0 	552.6 	488.7 	505.2 	508.8 	450.7 	412.3 	386.1 	394.9 	483.9 	: 
D,PPS,SE	: 	4102.6 	3804.8 	3745.9 	3625.6 	3399.9 	3276.5 	3189.5 	3140.9 	2829.0 	2710.4 	2577.3 	2438.9 	2226.1 
D,PPS,SI	: 	2049.8 	1986.9 	1911.7 	1822.9 	1773.6 	1753.3 	1667.2 	1599.9 	1562.8 	1491.1 	1400.6 	1298.8 	1206.5 
D,PPS,SK	: 	1396.9 	1256.9 	1195.3 	1125.5 	1050.5 	1084.5 	1019.5 	959.8 	899.0 	931.3 	897.7 	768.3 	: 
D,PPS,UK	: 	3617.7 	3659.3 	3576.3 	3530.1 	3344.3 	3276.6 	3204.2 	3039.3 	2774.7 	2664.4 	2566.5 	2447.9 	: 
E,EUR,AT	6192.0 	6008.0 	5962.0 	5897.0 	5924.0 	5732.0 	5640.0 	5650.0 	5782.0 	5681.0 	5517.2 	5443.8 	5633.4 	: 
E,EUR,BE	: 	: 	: 	: 	: 	6903.0 	6822.5 	6454.5 	6086.6 	5513.3 	: 	: 	: 	: 
E,EUR,BG	: 	576.7 	531.9 	502.6 	489.9 	450.0 	410.4 	395.6 	341.7 	: 	: 	: 	: 	: 
E,EUR,CY	3838.5 	3626.6 	3419.7 	3104.9 	2961.2 	2864.3 	2593.4 	2563.0 	2486.4 	2348.2 	2307.2 	2234.2 	2028.6 	: 
E,EUR,CZ	: 	1511.5 	1380.0 	1228.7 	1051.7 	989.1 	962.3 	803.3 	710.9 	648.7 	591.8 	534.2 	496.2 	415.1 
E,EUR,DE	: 	5805.0 	5794.0 	5507.0 	5425.0 	5221.0 	4864.0 	4906.0 	4631.0 	4251.0 	4181.0 	4016.0 	3893.0 	: 
E,EUR,DK	: 	5417.7 	5549.1 	5305.6 	5055.2 	4989.7 	4814.6 	4541.7 	4388.2 b	4202.3 	3911.0 	3722.0 	: 	: 
E,EUR,EE	1334.7 	1115.7 	924.6 	863.6 	754.3 	713.3 	658.5 	595.1 	522.0 	499.1 	473.7 	413.9 	340.1 	: 
E,EUR,EL	: 	: 	: 	: 	: 	3466.5 	3114.6 	2859.6 	2657.6 	2521.3 	2280.1 	2238.1 	2080.4 	1926.2 
E,EUR,ES	: 	4250.7 	4276.7 	4199.8 	3995.9 	3783.2 	3506.8 	3269.8 b	3506.7 	3454.3 	3375.3 	3342.1 	3525.2 	: 
E,EUR,FI	5121.0 	4857.0 	4724.0 	4567.0 	4372.0 	4349.0 	4137.0 	3466.0 	3428.9 	: 	: 	: 	3224.4 	: 
E,EUR,FR	5035.5 	4814.9 	4749.6 	4747.3 	4619.4 	4462.0 	4426.9 	4450.3 	4467.4 	4389.9 	4363.7 	4346.0 	4450.6 	: 
E,EUR,HU	: 	1598.5 	1369.4 	1348.3 	1251.3 	1100.2 	1029.5 	851.2 	759.7 	673.2 	643.9 	571.7 	527.0 	: 
E,EUR,IE	: 	: 	6140.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
E,EUR,IT	: 	: 	: 	: 	: 	: 	3977.0 	3798.0 	: 	: 	: 	: 	: 	: 
E,EUR,LT	: 	932.0 	821.7 	734.8 	662.3 	623.0 	596.9 	553.6 	504.2 	426.8 	398.0 	361.1 	282.5 	: 
E,EUR,LU	7752.0 	7473.0 	7346.0 	7250.0 	6877.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
E,EUR,LV	1284.0 	1093.6 	854.1 	715.2 	642.7 	598.4 	628.1 	573.1 	538.6 	439.9 	370.9 	328.6 	: 	: 
E,EUR,MT	: 	1428.9 	1341.8 	1327.6 	1317.5 	1505.7 	1414.8 	: 	: 	: 	: 	: 	: 	: 
E,EUR,NL	: 	: 	: 	5250.0 	5411.0 	5151.0 	4874.0 	4621.0 	4463.0 	4300.0 	4013.0 	3894.0 b	3730.0 	: 
E,EUR,PL	: 	1297.6 	1165.2 	1074.4 	910.8 	890.5 	985.5 	994.0 	839.3 	741.0 	704.3 	649.3 	604.6 	: 
E,EUR,PT	3350.0 	3241.9 	3038.6 	2858.3 	2694.6 	2453.0 	2233.1 	2032.9 	1851.0 	1846.3 	1781.0 	1755.4 	1728.2 	: 
E,EUR,RO	: 	859.6 	689.2 	577.8 	418.3 	387.0 	386.5 	382.9 	339.4 	283.0 	335.7 	245.6 	221.5 	: 
E,EUR,SE	: 	5588.2 	5359.7 	5135.5 	5144.1 	4845.8 	4603.0 	4401.4 	4609.6 	3973.9 	3820.9 	3772.6 	3659.0 	3099.9 
E,EUR,SI	: 	2464.0 	2330.6 	2229.2 	2027.5 	1873.3 	1805.9 	1681.1 	1549.5 	1566.1 	1460.9 	1363.7 	1284.4 	1261.1 
E,EUR,SK	: 	1266.3 	1090.0 	829.9 	688.2 	632.5 	646.2 b	460.5 	404.1 	405.6 	464.3 	486.1 	388.2 	: 
E,EUR,UK	: 	5153.9 	5048.9 	5001.5 	4715.6 	4331.1 	4861.9 	4809.7 	4730.3 	4279.4 	3873.3 	3712.2 	2900.0 	: 
E,NAC,AT	6192.0 	6008.0 	5962.0 	5897.0 	5924.0 	5732.0 	5640.0 	5650.0 	5782.0 	5681.0 	5555.0 	5469.0 	5500.0 	: 
E,NAC,BE	: 	: 	: 	: 	: 	6903.0 	6822.5 	6454.5 	6086.6 	5513.3 	: 	: 	: 	: 
E,NAC,BG	: 	1128.0 	1040.2 	983.0 	957.0 	877.0 	800.0 	770.8 	667.1 	: 	: 	: 	: 	: 
E,NAC,CY	3838.5 	3610.3 	3364.2 	3060.1 	2943.9 	2858.5 	2549.2 	2521.9 	2438.2 	2322.4 	2283.8 	2223.4 	2051.6 	: 
E,NAC,CZ	: 	41969.0 	39112.0 	36594.0 	33541.0 	31500.0 	29642.0 	27365.5 	25307.5 	23924.9 	21332.4 	19192.9 	17099.3 	14404.0 
E,NAC,DE	: 	5805.0 	5794.0 	5507.0 	5425.0 	5221.0 	4864.0 	4906.0 	4631.0 	4251.0 	4209.4 	4033.6 	3800.9 	: 
E,NAC,DK	: 	40365.3 	41391.0 	39536.0 	37610.0 	37077.0 	35775.0 	33845.0 	32709.0 b	31246.0 	29330.0 	27854.0 	: 	: 
E,NAC,EE	1334.7 	1115.7 	924.6 	863.6 	754.3 	713.3 	658.5 	595.1 	522.0 	499.1 	476.8 	415.6 	332.0 	: 
E,NAC,EL	: 	: 	: 	: 	: 	3466.5 	3114.6 	2859.6 	2625.4 	2410.5 	2213.1 	2031.9 	1865.5 	1712.8 
E,NAC,ES	: 	4250.7 	4276.7 	4199.8 	3995.9 	3783.2 	3506.8 	3269.8 b	3506.7 	3454.3 	3391.4 	3332.1 	3405.8 	: 
E,NAC,FI	5121.0 	4857.0 	4724.0 	4567.0 	4372.0 	4349.0 	4137.0 	3466.0 	3428.9 	: 	: 	: 	3160.7 	: 
E,NAC,FR	5035.5 	4814.9 	4749.6 	4747.3 	4619.4 	4462.0 	4426.9 	4450.3 	4467.4 	4389.9 	4391.5 	4381.2 	4405.4 	: 
E,NAC,HU	: 	401795.0 	361876.0 	334450.0 	314909.0 	279021.0 	250119.0 	218407.0 	197552.0 	170166.0 	154909.0 	120996.0 	102117.0 	: 
E,NAC,IE	: 	: 	6140.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
E,NAC,IT	: 	: 	: 	: 	: 	: 	3977.0 	3798.0 	: 	: 	: 	: 	: 	: 
E,NAC,LT	: 	3218.0 	2837.0 	2537.0 	2287.0 	2151.0 	2065.0 	1983.0 	1863.0 	1820.0 	1785.0 	1638.0 	1435.0 	: 
E,NAC,LU	7752.0 	7473.0 	7346.0 	7250.0 	6877.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
E,NAC,LV	902.3 	765.6 	594.6 	497.9 	427.5 	383.4 	365.0 	321.0 	301.2 	275.2 	244.9 	216.7 	: 	: 
