id,name,cluster,fitness,gdp
40,Austria,1,1.2719879770215907,35300.0
56,Belgium,0,3.3150506641269177,33100.0
100,Bulgaria,0,0.1465913527867615,4900.0
191,Croatia,0,0.08681754744893676,11200.0
196,Cyprus,0,0.008822305662859735,24200.0
203,Czechia,1,0.9943152834541816,15500.0
208,Denmark,0,0.8580488075726173,44000.0
233,Estonia,0,0.08750005760421728,12300.0
246,Finland,0,0.6578624799080903,36500.0
251,France,1,4.409985877331474,31000.0
276,Germany,1,10.107635091034721,31700.0
300,Greece,0,0.19685791038841025,21800.0
348,Hungary,1,0.482424907323713,10800.0
372,Ireland,0,0.9015993000516596,41800.0
381,Italy,1,5.356291950609042,27600.0
428,Latvia,1,0.053724115748675146,11200.0
440,Lithuania,0,0.12843584626474328,10200.0
442,Luxembourg,1,0.1249740743548225,77900.0
470,Malta,0,0.012891699322645635,15000.0
528,Netherlands,0,3.3611752186936563,39400.0
616,Poland,1,1.1933681706194348,9600.0
620,Portugal,1,0.650631517783289,16900.0
642,Romania,0,0.3054703449176457,7100.0
703,Slovakia,1,0.3321104499475698,12200.0
705,Slovenia,1,0.20212991818689707,18800.0
752,Sweden,1,1.078218138887327,38300.0
724,Spain,1,2.1699864497917867,24300.0
826,United Kingdom,1,3.2475233269632287,32100.0
