nace_r1,currency,geo\time	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 
C-F,EUR,LV	5.27 	4.36 	3.35 	2.70 	2.46 	2.31 	2.34 	2.27 	2.18 	1.92 	1.74 	1.62 	: 	: 
C-F,EUR,MT	: 	9.01 	8.92 	8.16 	7.97 	7.18 	6.71 	: 	: 	: 	: 	: 	: 	: 
C-F,EUR,NL	: 	: 	: 	28.69 	28.35 	27.28 	26.14 	24.87 	23.63 	22.68 	21.54 	20.60 b	22.59 	: 
C-F,EUR,PL	: 	6.64 	5.88 	5.37 	4.58 	4.52 	5.06 	5.09 	4.32 	3.90 	3.69 	3.36 	2.97 	: 
C-F,EUR,PT	9.87 	9.45 	9.18 	8.90 	8.60 	8.20 	7.80 	7.40 	7.13 	6.88 	6.50 	6.28 	6.06 	: 
C-F,EUR,RO	: 	3.28 	2.65 	2.31 	1.74 	1.56 	1.64 	1.56 	1.41 	: 	: 	: 	: 	: 
C-F,EUR,SE	: 	33.63 	32.10 	31.74 	31.33 	29.34 	27.87 	26.72 	27.94 	25.13 	24.17 	23.88 	23.17 	19.63 
C-F,EUR,SI	: 	11.05 	10.49 	10.03 	9.72 	9.67 	9.28 	8.75 	8.30 	8.33 	7.94 	7.30 	6.76 	6.60 
C-F,EUR,SK	: 	6.32 	5.21 	4.61 	4.37 	3.98 	3.49 	3.11 	3.03 	2.70 	2.86 	2.58 	2.30 	: 
C-F,EUR,UK	: 	24.72 	24.20 	23.22 	24.89 	23.45 	25.09 	24.19 	23.54 	20.90 	19.35 	17.75 	14.72 	: 
C-F,NAC,AT	28.94 	28.07 	27.47 	27.34 	26.78 	26.24 	25.62 	24.71 	23.81 	23.52 	22.99 	22.70 	22.52 	: 
C-F,NAC,BE	35.84 	34.87 	33.26 	32.42 	32.01 	31.55 	31.10 	29.66 	28.22 	26.95 	26.35 	25.76 	25.14 	: 
C-F,NAC,BG	: 	3.65 	3.23 	3.09 	2.97 	2.82 	2.71 	2.66 	2.55 	: 	: 	: 	: 	: 
C-F,NAC,CH	53.24 	: 	51.25 	: 	49.52 	: 	49.06 	: 	46.07 	: 	: 	: 	: 	: 
C-F,NAC,CY	14.10 	13.22 	12.58 	12.08 	11.46 	10.87 	10.05 	9.52 	9.16 	8.44 	8.27 	7.96 	7.55 	: 
C-F,NAC,CZ	: 	208.36 	193.93 	184.00 	177.58 	167.41 	159.43 	150.13 	131.09 	121.25 	113.99 	103.47 	93.77 	81.76 
C-F,NAC,DE	: 	30.60 	30.30 	29.30 	29.10 	28.90 	28.20 	27.50 	26.60 	25.30 	24.97 	24.61 	23.53 	: 
C-F,NAC,DK	: 	252.63 	240.64 	230.79 	222.01 	218.45 	210.02 	202.21 	190.90 	183.69 	177.79 	169.01 	: 	: 
C-F,NAC,EE	7.56 	6.65 	5.38 	4.60 	4.08 	3.79 	3.45 	3.11 	2.79 	2.50 	2.46 	2.17 	1.83 	: 
C-F,NAC,EL	: 	: 	: 	: 	: 	12.94 	12.20 	11.48 	10.78 	10.11 	9.46 	8.85 	8.27 	7.72 
C-F,NAC,ES	: 	17.06 	16.37 	15.81 	15.34 	14.72 	13.98 	13.38 	14.50 	14.46 	14.38 	14.49 	14.85 	: 
C-F,NAC,FI	30.55 	29.00 	28.33 	27.65 	26.09 	25.70 	24.79 	23.49 	21.88 	20.98 	20.21 	19.75 	19.65 	: 
C-F,NAC,FR	32.19 	31.28 	30.46 	29.58 	28.58 	27.62 	26.90 	25.90 	24.79 	23.68 	23.22 	22.87 	22.02 	: 
C-F,NAC,HU	: 	1651.00 	1562.00 	1443.00 	1361.00 	1243.00 	: 	: 	: 	: 	: 	: 	: 	: 
C-F,NAC,IT	: 	: 	: 	: 	: 	: 	19.33 	18.68 	: 	: 	: 	: 	: 	: 
C-F,NAC,LT	: 	17.85 	14.41 	11.87 	10.59 	10.34 	10.10 	9.78 	9.65 	9.87 	9.29 	8.31 	6.94 	: 
C-F,NAC,LU	28.10 	27.39 	26.71 	26.11 	25.24 	22.73 	21.80 	21.03 	20.60 	20.68 	20.20 	19.89 	19.42 	: 
C-F,NAC,LV	3.70 	3.06 	2.33 	1.88 	1.63 	1.48 	1.36 	1.27 	1.22 	1.20 	1.15 	1.07 	: 	: 
C-F,NAC,MT	: 	9.01 	8.92 	8.17 	7.95 	7.13 	6.39 	: 	: 	: 	: 	: 	: 	: 
C-F,NAC,NL	: 	: 	: 	28.69 	28.35 	27.28 	26.14 	24.87 	23.63 	22.68 	21.70 	20.67 	21.93 	: 
C-F,NAC,PL	: 	25.12 	22.90 	21.62 	20.75 	19.87 	19.50 	18.68 	17.32 	16.48 	14.46 	12.49 	10.16 	: 
C-F,NAC,PT	9.87 	9.45 	9.18 	8.90 	8.60 	8.20 	7.80 	7.40 	7.13 	6.88 	6.54 	6.22 	5.92 	: 
C-F,NAC,RO	: 	10.94 	9.35 	8.36 	7.04 	5.86 	5.14 	4.06 	2.80 	: 	: 	: 	: 	: 
C-F,NAC,SE	: 	311.06 	297.07 	294.59 	285.82 	267.74 	255.29 	247.34 	235.95 	221.34 	215.49 	206.61 	197.27 	183.18 
C-F,NAC,SI	: 	11.05 	10.49 	10.03 	9.70 	9.43 	8.75 	7.96 	7.16 	6.76 	6.16 	5.51 	4.85 	4.26 
C-F,NAC,SK	: 	7.08 	6.44 	5.90 	5.81 	5.49 	4.95 	4.47 	4.28 	3.95 	3.75 	3.26 	2.97 	: 
C-F,NAC,UK	: 	16.92 	16.50 	15.88 	16.89 	16.23 	15.78 	15.04 	14.35 	13.77 	13.09 	12.29 	11.98 	: 
C-F,PPS,AT	27.44 	27.37 	26.94 	26.64 	25.92 	25.40 	24.77 	23.58 	23.38 	22.44 	21.69 	21.09 	20.61 	: 
C-F,PPS,BE	32.46 	32.46 	30.88 	30.43 	29.99 	29.61 	30.64 	28.75 	27.68 	25.24 	24.35 	24.22 	23.44 	: 
C-F,PPS,BG	: 	4.09 	3.68 	3.65 	3.62 	3.55 	3.40 	3.33 	3.38 	: 	: 	: 	: 	: 
C-F,PPS,CH	25.95 	: 	24.20 	: 	22.78 	: 	22.79 	: 	20.75 	: 	: 	: 	: 	: 
C-F,PPS,CY	15.88 	15.05 	14.16 	13.55 	12.63 	11.98 	11.47 	10.88 	10.61 	9.77 	9.59 	9.23 	8.64 	: 
C-F,PPS,CZ	: 	12.03 	11.15 	10.62 	10.05 	9.64 	9.07 	8.81 	7.66 	7.08 	6.66 	6.49 	6.20 	5.66 
C-F,PPS,DE	: 	30.09 	29.53 	28.34 	27.78 	27.22 	26.45 	25.71 	24.97 	23.58 	22.81 	22.36 	21.10 	: 
C-F,PPS,DK	: 	24.70 	23.31 	22.04 	21.38 	20.83 	21.12 	20.07 	19.67 	18.79 	18.32 	17.17 	: 	: 
C-F,PPS,EE	9.73 	9.07 	7.85 	7.10 	6.46 	6.10 	5.67 	5.09 	4.88 	4.40 	4.51 	4.25 	3.78 	: 
C-F,PPS,EL	: 	: 	: 	: 	: 	15.07 	15.21 	13.95 	12.87 	11.98 	11.37 	11.13 	10.73 	10.47 
C-F,PPS,ES	: 	18.37 	17.84 	17.33 	16.86 	16.66 	16.52 	15.67 	17.06 	16.81 	16.73 	16.72 	16.92 	: 
C-F,PPS,FI	25.18 	24.25 	23.08 	22.34 	21.07 	20.30 	20.00 	18.83 	18.11 	17.16 	16.33 	15.97 	15.65 	: 
C-F,PPS,FR	28.75 	28.94 	28.06 	27.31 	25.99 	25.11 	25.99 	24.89 	23.43 	21.67 	20.84 	20.26 	18.98 	: 
C-F,PPS,HU	: 	9.85 	9.75 	9.17 	8.72 	8.41 	: 	: 	: 	: 	: 	: 	: 	: 
C-F,PPS,IT	: 	: 	: 	: 	: 	: 	18.82 	18.73 	: 	: 	: 	: 	: 	: 
C-F,PPS,LT	: 	8.61 	7.28 	6.26 	5.73 	5.72 	5.39 	5.05 	4.96 	4.94 	4.55 	4.24 	3.74 	: 
C-F,PPS,LU	23.92 	23.87 	23.99 	23.37 	24.49 	22.01 	21.35 	20.31 	20.30 	20.11 	19.25 	18.57 	18.28 	: 
C-F,PPS,LV	7.04 	6.55 	5.52 	4.73 	4.38 	4.25 	4.11 	3.84 	3.71 	3.68 	3.54 	3.39 	: 	: 
C-F,PPS,MT	: 	11.94 	11.93 	11.17 	10.89 	9.98 	9.00 	: 	: 	: 	: 	: 	: 	: 
C-F,PPS,NL	: 	: 	: 	27.38 	26.71 	25.31 	25.41 	24.15 	23.63 	22.09 	21.08 	19.93 	21.02 	: 
C-F,PPS,PL	: 	10.76 	9.41 	8.79 	8.61 	8.30 	8.26 	7.85 	7.47 	7.52 	6.89 	6.49 	5.86 	: 
C-F,PPS,PT	11.21 	11.03 	10.81 	10.45 	9.84 	9.53 	9.04 	8.77 	8.59 	8.26 	7.74 	7.61 	7.30 	: 
C-F,PPS,RO	: 	5.14 	4.60 	4.24 	4.01 	3.59 	3.83 	3.74 	3.31 	: 	: 	: 	: 	: 
C-F,PPS,SE	: 	29.09 	27.09 	26.63 	25.80 	23.76 	22.89 	22.30 	21.90 	19.89 	19.02 	18.15 	17.18 	15.60 
C-F,PPS,SI	: 	14.01 	13.68 	13.19 	12.88 	12.68 	12.46 	11.84 	11.39 	11.23 	10.71 	10.08 	9.30 	8.78 
C-F,PPS,SK	: 	9.99 	8.97 	8.31 	7.96 	7.86 	7.80 	7.17 	6.82 	6.66 	6.83 	6.19 	5.70 	: 
C-F,PPS,UK	: 	21.70 	21.88 	21.14 	22.94 	21.75 	21.44 	20.71 	19.63 	18.09 	17.24 	16.50 	15.87 	: 
C-K,EUR,AT	26.50 	26.33 	26.01 	25.72 	25.32 	24.98 	24.13 	23.65 	23.05 	22.71 	22.02 	21.93 	22.41 	: 
C-K,EUR,BE	33.66 	32.56 	31.43 	30.62 	30.30 	29.58 	29.17 	27.89 	26.61 	: 	: 	: 	: 	: 
C-K,EUR,BG	: 	1.89 	1.65 	1.55 	1.47 	1.39 	1.32 	1.29 	1.23 	1.22 e	1.10 e	: 	: 	: 
C-K,EUR,CH	35.05 	: 	33.81 	: 	32.82 	: 	34.16 	: 	30.59 	: 	: 	: 	: 	: 
C-K,EUR,CY	13.31 	12.46 	11.98 	11.65 	11.10 	10.37 	9.76 	9.31 	8.95 	8.41 	8.16 	7.83 	7.25 	: 
C-K,EUR,CZ	: 	7.88 	7.14 	6.63 	5.85 	5.47 	5.39 	4.64 	3.86 	3.41 	3.26 	2.97 	2.80 	2.42 
C-K,EUR,DE	: 	27.80 	27.60 	27.10 	26.90 	26.80 	26.20 	25.60 	25.00 	24.00 	23.60 	23.30 	22.90 	: 
C-K,EUR,DK	: 	34.74 	33.09 	31.98 	30.70 	30.30 	29.06 	28.54 	26.53 	25.92 	24.63 	23.40 	: 	: 
C-K,EUR,EE	7.51 	6.60 	5.50 	4.67 	4.24 	4.01 	3.67 	3.22 	2.85 	2.60 	2.42 	2.13 	1.85 	: 
C-K,EUR,EL	: 	: 	: 	: 	: 	13.37 	12.46 	11.62 	10.98 	10.61 	9.77 	9.77 	9.26 	8.75 
C-K,EUR,ES	: 	16.39 	15.77 	15.22 	14.76 	14.21 	13.63 	13.07 	14.22 	14.22 	14.06 	14.23 	14.94 	: 
C-K,EUR,FI	29.38 	27.87 	27.20 	26.70 	25.34 	24.78 	23.82 	23.59 	22.10 	21.37 	20.40 	20.30 	20.25 	: 
C-K,EUR,FR	31.78 	31.06 	30.08 	29.13 	28.46 	27.68 	27.04 	26.00 	24.84 	23.57 	22.94 	22.52 	22.09 	: 
C-K,EUR,HU	: 	7.13 	6.34 	6.06 	5.49 	5.08 	4.91 	4.04 	3.63 	3.14 	3.02 	3.15 	2.86 	: 
C-K,EUR,IT	: 	: 	: 	: 	21.39 	20.64 	19.99 	19.27 	18.99 	18.68 	18.30 	18.92 	17.59 	: 
C-K,EUR,LT	: 	5.09 	4.21 	3.56 	3.16 	3.10 	3.00 	2.78 	2.63 	2.31 	1.98 	1.70 	1.32 	: 
C-K,EUR,LU	33.63 	33.00 	31.98 	31.10 	29.97 	27.02 	26.21 	25.39 	24.48 	22.52 	21.56 	21.26 	21.38 	: 
C-K,EUR,LV	5.42 	4.41 	3.41 	2.77 	2.52 	2.37 	2.39 	2.29 	2.22 	1.85 	1.71 	1.59 	: 	: 
C-K,EUR,MT	: 	8.88 	8.56 	8.45 	8.23 	7.49 	7.29 	: 	: 	: 	: 	: 	: 	: 
C-K,EUR,NL	: 	: 	: 	27.41 	27.23 	26.45 	25.19 	23.88 	22.31 	21.14 	20.18 	19.13 b	20.39 	: 
C-K,EUR,PL	: 	6.78 	6.03 	5.55 	4.74 	4.70 	5.27 	5.30 	4.48 	4.05 	3.73 	3.38 	2.95 	: 
C-K,EUR,PT	11.73 	11.32 	10.97 	10.60 	10.20 	9.60 	9.10 	8.60 	8.13 	7.99 	7.60 	7.40 	7.18 	: 
C-K,EUR,RO	: 	3.40 	2.68 	2.33 	1.76 	1.60 	1.67 	1.57 	1.41 	: 	: 	: 	: 	: 
C-K,EUR,SE	: 	33.30 	32.16 	31.55 	31.08 	30.03 	28.57 	27.33 	28.56 	25.34 	24.17 	23.79 	23.10 	19.76 
C-K,EUR,SI	: 	12.09 	11.37 	10.76 	10.41 	10.54 	10.09 	9.51 	8.98 	8.94 	8.51 	7.90 	7.35 	7.13 
C-K,EUR,SK	: 	6.41 	5.33 	4.80 	4.41 	4.02 	3.59 	3.26 	3.07 	2.76 	2.91 	2.61 	2.16 	: 
C-K,EUR,UK	: 	23.54 	22.90 	21.80 	24.71 	23.56 	25.24 	24.51 	23.71 	20.84 	19.16 	17.69 	14.22 	: 
C-K,NAC,AT	26.50 	26.33 	26.01 	25.72 	25.32 	24.98 	24.13 	23.65 	23.05 	22.71 	22.17 	22.03 	21.88 	: 
C-K,NAC,BE	33.66 	32.56 	31.43 	30.62 	30.30 	29.58 	29.17 	27.89 	26.61 	: 	: 	: 	: 	: 
C-K,NAC,BG	: 	3.69 	3.22 	3.03 	2.87 	2.70 	2.58 	2.52 	2.40 	2.39 e	2.16 e	: 	: 	: 
C-K,NAC,CH	55.64 	: 	53.18 	: 	50.67 	: 	50.11 	: 	47.65 	: 	: 	: 	: 	: 
C-K,NAC,CY	13.31 	12.40 	11.79 	11.48 	11.04 	10.35 	9.59 	9.16 	8.78 	8.32 	8.08 	7.79 	7.33 	: 
C-K,NAC,CZ	: 	218.77 	202.25 	197.43 	186.68 	174.21 	165.92 	157.95 	137.32 	125.91 	117.48 	106.68 	96.41 	83.80 
C-K,NAC,DE	: 	27.80 	27.60 	27.10 	26.90 	26.80 	26.20 	25.60 	25.00 	24.00 	23.76 	23.40 	22.36 	: 
C-K,NAC,DK	: 	258.86 	246.82 	238.33 	228.43 	225.14 	215.96 	212.71 	197.77 	192.75 	184.71 	175.11 	: 	: 
C-K,NAC,EE	7.51 	6.60 	5.50 	4.67 	4.24 	4.01 	3.67 	3.22 	2.85 	2.60 	2.44 	2.14 	1.81 	: 
C-K,NAC,EL	: 	: 	: 	: 	: 	13.37 	12.46 	11.62 	10.85 	10.14 	9.48 	8.87 	8.30 	7.78 
C-K,NAC,ES	: 	16.39 	15.77 	15.22 	14.76 	14.21 	13.63 	13.07 	14.22 	14.22 	14.13 	14.19 	14.43 	: 
C-K,NAC,FI	29.38 	27.87 	27.20 	26.70 	25.34 	24.78 	23.82 	23.59 	22.10 	21.37 	20.53 	20.08 	19.85 	: 
C-K,NAC,FR	31.78 	31.06 	30.08 	29.13 	28.46 	27.68 	27.04 	26.00 	24.84 	23.57 	23.09 	22.71 	21.87 	: 
C-K,NAC,HU	: 	1793.00 	1675.00 	1502.00 	1381.00 	1288.00 	1193.00 	1037.00 	944.00 	793.00 	726.00 	665.85 	554.00 	: 
C-K,NAC,IT	: 	: 	: 	: 	21.39 	20.64 	19.99 	19.27 	18.99 	18.68 	18.37 	18.85 	17.80 	: 
C-K,NAC,LT	: 	17.59 	14.53 	12.28 	10.92 	10.72 	10.37 	9.95 	9.71 	9.86 	8.88 	7.72 	6.69 	: 
C-K,NAC,LU	33.63 	33.00 	31.98 	31.10 	29.97 	27.02 	26.21 	25.39 	24.48 	22.52 	21.71 	21.36 	20.83 	: 
C-K,NAC,LV	3.81 	3.09 	2.37 	1.93 	1.67 	1.52 	1.39 	1.28 	1.24 	1.16 	1.13 	1.05 	: 	: 
C-K,NAC,MT	: 	8.88 	8.56 	8.46 	8.21 	7.43 	6.94 	: 	: 	: 	: 	: 	: 	: 
C-K,NAC,NL	: 	: 	: 	27.41 	27.23 	26.45 	25.19 	23.88 	22.31 	21.14 	20.33 	19.19 	19.80 	: 
C-K,NAC,PL	: 	25.67 	23.49 	22.32 	21.46 	20.70 	20.34 	19.45 	17.97 	17.12 	14.62 	12.55 	10.11 	: 
C-K,NAC,PT	11.73 	11.32 	10.97 	10.60 	10.20 	9.60 	9.10 	8.60 	8.13 	7.99 	7.65 	7.33 	7.01 	: 
C-K,NAC,RO	: 	11.35 	9.45 	8.44 	7.14 	6.01 	5.23 	4.08 	2.81 	: 	: 	: 	: 	: 
C-K,NAC,SE	: 	307.99 	297.64 	292.84 	283.58 	273.98 	261.74 	252.95 	241.18 	223.15 	215.52 	205.79 	196.69 	184.43 
C-K,NAC,SI	: 	12.09 	11.37 	10.75 	10.38 	10.28 	9.52 	8.65 	7.74 	7.25 	6.61 	5.96 	5.27 	4.61 
C-K,NAC,SK	: 	7.18 	6.59 	6.15 	5.85 	5.53 	5.09 	4.68 	4.34 	4.04 	3.81 	3.30 	2.79 	: 
C-K,NAC,UK	: 	16.11 	15.61 	14.91 	16.77 	16.30 	15.87 	15.24 	14.45 	13.73 	12.96 	12.25 	11.57 	: 
C-K,PPS,AT	25.13 	25.67 	25.51 	25.06 	24.51 	24.18 	23.33 	22.57 	22.64 	21.66 	20.91 	20.46 	20.02 	: 
C-K,PPS,BE	30.48 	30.31 	29.18 	28.74 	28.38 	27.76 	28.74 	27.03 	26.10 	: 	: 	: 	: 	: 
C-K,PPS,BG	: 	4.14 	3.67 	3.58 	3.50 	3.40 	3.24 	3.16 	3.18 	3.23 e	2.92 e	: 	: 	: 
C-K,PPS,CH	27.12 	: 	25.11 	: 	23.31 	: 	23.28 	: 	21.46 	: 	: 	: 	: 	: 
C-K,PPS,CY	14.99 	14.11 	13.27 	12.88 	12.17 	11.40 	10.95 	10.47 	10.17 	9.63 	9.37 	9.04 	8.39 	: 
C-K,PPS,CZ	: 	12.63 	11.63 	11.39 	10.57 	10.03 	9.44 	9.27 	8.03 	7.36 	6.87 	6.69 	6.38 	5.80 
C-K,PPS,DE	: 	27.34 	26.89 	26.21 	25.68 	25.24 	24.57 	23.93 	23.47 	22.37 	21.70 	21.26 	20.05 	: 
C-K,PPS,DK	: 	25.31 	23.91 	22.76 	22.00 	21.47 	21.72 	21.12 	20.38 	19.72 	19.03 	17.78 	: 	: 
C-K,PPS,EE	9.66 	8.99 	8.03 	7.21 	6.72 	6.46 	6.03 	5.28 	4.98 	4.57 	4.47 	4.20 	3.72 	: 
C-K,PPS,EL	: 	: 	: 	: 	: 	15.57 	15.54 	14.12 	12.95 	12.01 	11.39 	11.16 	10.77 	10.55 
C-K,PPS,ES	: 	17.65 	17.18 	16.69 	16.22 	16.08 	16.11 	15.31 	16.73 	16.53 	16.44 	16.37 	16.44 	: 
C-K,PPS,FI	24.22 	23.31 	22.16 	21.58 	20.47 	19.57 	19.22 	18.91 	18.29 	17.48 	16.59 	16.24 	15.81 	: 
C-K,PPS,FR	28.39 	28.75 	27.71 	26.89 	25.88 	25.17 	26.13 	24.99 	23.47 	21.57 	20.72 	20.11 	18.84 	: 
C-K,PPS,HU	: 	10.69 	10.45 	9.55 	8.85 	8.72 	8.55 	7.63 	7.38 	6.67 	6.60 	6.78 	6.44 	: 
C-K,PPS,IT	: 	: 	: 	: 	20.38 	19.92 	19.47 	19.32 	19.48 	19.02 	18.68 	18.98 	17.70 	: 
C-K,PPS,LT	: 	8.49 	7.34 	6.48 	5.91 	5.93 	5.53 	5.13 	4.99 	4.94 	4.35 	3.94 	3.61 	: 
C-K,PPS,LU	28.62 	28.75 	28.72 	27.84 	29.08 	26.17 	25.67 	24.52 	24.13 	21.90 	20.69 	19.94 	19.61 	: 
C-K,PPS,LV	7.25 	6.62 	5.61 	4.85 	4.48 	4.36 	4.20 	3.87 	3.77 	3.56 	3.48 	3.33 	: 	: 
C-K,PPS,MT	: 	11.77 	11.45 	11.56 	11.25 	10.40 	9.77 	: 	: 	: 	: 	: 	: 	: 
C-K,PPS,NL	: 	: 	: 	26.16 	25.65 	24.54 	24.49 	23.19 	22.31 	20.59 	19.75 	18.50 	18.97 	: 
C-K,PPS,PL	: 	10.99 	9.65 	9.07 	8.90 	8.64 	8.62 	8.18 	7.75 	7.81 	6.97 	6.52 	5.83 	: 
C-K,PPS,PT	13.32 	13.21 	12.91 	12.45 	11.67 	11.16 	10.54 	10.19 	9.80 	9.59 	9.05 	8.97 	8.64 	: 
C-K,PPS,RO	: 	5.34 	4.65 	4.28 	4.07 	3.69 	3.89 	3.76 	3.32 	: 	: 	: 	: 	: 
C-K,PPS,SE	: 	28.80 	27.15 	26.47 	25.60 	24.31 	23.47 	22.80 	22.39 	20.05 	19.03 	18.07 	17.13 	15.71 
C-K,PPS,SI	: 	15.33 	14.82 	14.13 	13.78 	13.82 	13.56 	12.86 	12.32 	12.06 	11.48 	10.90 	10.11 	9.48 
C-K,PPS,SK	: 	10.13 	9.18 	8.66 	8.02 	7.92 	8.03 	7.50 	6.91 	6.82 	6.94 	6.27 	5.35 	: 
C-K,PPS,UK	: 	20.66 	20.70 	19.84 	22.78 	21.85 	21.56 	20.98 	19.76 	18.04 	17.07 	16.44 	15.33 	: 
C-O,EUR,AT	26.40 	26.19 	25.89 	25.56 	25.15 	24.80 	24.06 	23.58 	23.09 	: 	: 	: 	: 	: 
C-O,EUR,BE	32.74 	31.64 	30.43 	29.57 	29.20 	: 	: 	: 	: 	: 	: 	: 	: 	: 
C-O,EUR,BG	: 	1.96 	1.71 	1.61 	1.52 	1.42 	1.35 	1.28 	1.20 	1.05 e	0.93 e	: 	: 	: 
C-O,EUR,CH	35.46 	: 	34.26 	: 	33.42 	: 	34.73 	: 	31.07 	: 	: 	: 	: 	: 
C-O,EUR,CY	14.56 	13.59 	13.13 	12.70 	12.03 	11.42 	10.74 	10.14 	9.74 	9.16 	8.89 	8.48 	7.79 	: 
C-O,EUR,CZ	: 	7.86 	7.14 	6.56 	5.78 	5.47 	5.24 	4.46 	3.69 	3.29 	3.12 	2.88 	2.75 	2.38 
C-O,EUR,DE	: 	27.60 	27.40 	27.00 	26.90 	26.80 	26.30 	25.70 	25.10 	24.20 	23.70 	23.40 	22.90 	: 
C-O,EUR,DK	: 	33.29 	31.81 	30.74 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
C-O,EUR,EE	7.61 	6.60 	5.49 	4.71 	4.25 	3.98 	3.62 	3.19 	2.84 	2.58 	2.35 	2.05 	1.78 	: 
C-O,EUR,ES	: 	16.86 	16.15 	15.53 	15.03 	14.47 	13.84 	13.28 	14.38 	: 	14.22 	14.39 	15.10 	: 
C-O,EUR,FI	28.77 	27.31 	26.64 	26.15 	24.87 	24.36 	23.40 	: 	22.13 	: 	: 	: 	: 	: 
C-O,EUR,HU	: 	7.39 	6.52 	6.37 	5.25 	5.34 	: 	: 	: 	: 	: 	: 	: 	: 
C-O,EUR,LT	: 	5.06 	4.27 	3.62 	3.24 	3.10 	2.97 	2.74 	2.60 	: 	: 	: 	: 	: 
C-O,EUR,LU	33.95 	33.30 	32.39 	31.40 	30.34 	: 	: 	: 	: 	: 	: 	: 	: 	: 
C-O,EUR,LV	5.70 	4.68 	3.58 	2.91 	2.64 	2.49 	2.50 	2.34 	2.24 	1.87 	1.67 	: 	: 	: 
C-O,EUR,MT	: 	9.27 	8.82 	8.84 	8.51 	8.02 	7.75 	: 	: 	: 	: 	: 	: 	: 
C-O,EUR,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 
C-O,EUR,PL	: 	7.03 	6.28 	5.78 	4.92 	4.88 	5.38 	5.39 	4.51 	4.07 	3.77 	3.42 	3.35 	: 
C-O,EUR,PT	12.97 	12.51 	12.13 	11.70 	11.30 	: 	: 	: 	: 	: 	: 	: 	: 	: 
C-O,EUR,RO	: 	3.55 	2.82 	2.38 	1.78 	1.60 	1.64 	1.53 	1.39 	: 	: 	: 	: 	: 
C-O,EUR,SE	: 	30.89 	30.21 	29.44 	29.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 
C-O,EUR,SI	: 	12.71 	12.09 	11.49 	11.12 	11.36 	10.89 	10.23 	9.56 	9.44 	8.98 	8.37 	7.74 	7.42 
C-O,EUR,SK	: 	6.15 	5.15 	4.59 	4.23 	3.85 	3.46 	3.04 	2.84 	2.57 	2.74 	2.50 	2.10 	: 
C-O,EUR,UK	: 	23.37 	22.81 	21.97 	24.49 	23.19 	24.66 	23.93 	23.27 	20.43 	18.89 	17.46 	: 	: 
C-O,NAC,AT	26.40 	26.19 	25.89 	25.56 	25.15 	24.80 	24.06 	23.58 	23.09 	: 	: 	: 	: 	: 
C-O,NAC,BE	32.74 	31.64 	30.43 	29.57 	29.20 	: 	: 	: 	: 	: 	: 	: 	: 	: 
C-O,NAC,BG	: 	3.84 	3.34 	3.15 	2.96 	2.77 	2.63 	2.50 	2.34 	2.05 e	1.83 e	: 	: 	: 
C-O,NAC,CH	56.29 	: 	53.89 	: 	51.59 	: 	50.95 	: 	48.40 	: 	: 	: 	: 	: 
C-O,NAC,CY	14.56 	13.53 	12.92 	12.52 	11.96 	11.40 	10.56 	9.98 	9.55 	9.06 	8.80 	8.44 	7.88 	: 
C-O,NAC,CZ	: 	218.35 	202.39 	195.38 	184.45 	174.04 	161.32 	152.02 	131.21 	121.24 	112.58 	103.48 	94.89 	82.55 
C-O,NAC,DE	: 	27.60 	27.40 	27.00 	26.90 	26.80 	26.30 	25.70 	25.10 	24.20 	23.86 	23.50 	22.36 	: 
C-O,NAC,DK	: 	248.02 	237.26 	229.07 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
C-O,NAC,EE	7.61 	6.60 	5.49 	4.71 	4.25 	3.98 	3.62 	3.19 	2.84 	2.58 	2.36 	2.06 	1.74 	: 
C-O,NAC,ES	: 	16.86 	16.15 	15.53 	15.03 	14.47 	13.84 	13.28 	14.38 	: 	14.29 	14.35 	14.59 	: 
C-O,NAC,FI	28.77 	27.31 	26.64 	26.15 	24.87 	24.36 	23.40 	: 	22.13 	: 	: 	: 	: 	: 
C-O,NAC,HU	: 	1857.00 	1723.00 	1581.00 	1320.00 	1355.00 	: 	: 	: 	: 	: 	: 	: 	: 
C-O,NAC,LT	: 	17.47 	14.73 	12.51 	11.19 	10.69 	10.26 	9.81 	9.61 	: 	: 	: 	: 	: 
C-O,NAC,LU	33.95 	33.30 	32.39 	31.40 	30.34 	: 	: 	: 	: 	: 	: 	: 	: 	: 
C-O,NAC,LV	4.01 	3.27 	2.49 	2.03 	1.75 	1.59 	1.45 	1.31 	1.25 	1.17 	1.10 	: 	: 	: 
C-O,NAC,MT	: 	9.27 	8.82 	8.85 	8.48 	7.96 	7.38 	: 	: 	: 	: 	: 	: 	: 
C-O,NAC,PL	: 	26.60 	24.45 	23.24 	22.26 	21.45 	20.74 	19.81 	18.08 	17.22 	14.78 	12.70 	11.47 	: 
C-O,NAC,PT	12.97 	12.51 	12.13 	11.70 	11.30 	: 	: 	: 	: 	: 	: 	: 	: 	: 
