nace_r1,currency,geo\time	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 
E,PPS,PL	: 	14.63 	13.06 	12.20 	11.85 	11.31 	11.11 	10.49 	9.90 	9.68 	8.96 	8.50 	8.04 	: 
E,PPS,PT	26.49 	26.34 	25.10 	24.07 	22.09 	20.46 	18.54 	17.31 	15.97 	15.78 	15.01 	14.98 	14.57 	: 
E,PPS,RO	: 	8.84 	7.86 	6.98 	6.39 	5.97 	6.13 	6.02 	5.46 	: 	: 	: 	: 	: 
E,PPS,SE	: 	33.71 	31.55 	30.05 	29.54 	27.12 	26.13 	25.38 	24.98 	21.81 	20.85 	19.88 	18.81 	17.08 
E,PPS,SI	: 	20.09 	19.25 	18.76 	18.64 	17.55 	17.24 	16.07 	15.23 	14.67 	13.92 	13.08 	12.42 	11.73 
E,PPS,SK	: 	14.63 	13.49 	10.69 	9.05 	9.41 	10.47 	7.30 	6.21 	6.80 	7.76 	8.16 	6.71 	: 
E,PPS,UK	: 	27.67 	27.95 	27.86 	29.13 	27.54 	27.03 	26.99 	26.75 	23.66 	22.19 	21.93 	21.10 	: 
F,EUR,AT	26.46 	25.41 	24.72 	25.07 	24.65 	23.95 	23.41 	22.32 	21.11 	20.61 	20.00 	19.65 	19.84 	: 
F,EUR,BE	31.67 	30.50 	29.77 	29.03 	28.93 	28.30 	26.27 	25.04 	23.81 	23.32 	22.75 	22.23 	22.65 	: 
F,EUR,BG	: 	1.52 	1.32 	1.24 	1.21 	1.13 	1.05 	1.07 	1.02 	1.02 e	0.86 e	: 	: 	: 
F,EUR,CH	31.08 	: 	30.27 	: 	29.97 	: 	31.42 	: 	27.65 	: 	: 	: 	: 	: 
F,EUR,CY	16.15 	15.28 	14.75 	13.68 	12.65 	11.95 	11.18 	10.78 	10.35 	9.76 	9.35 	8.96 	8.27 	: 
F,EUR,CZ	: 	7.00 	6.50 	5.78 	5.32 	4.91 	4.99 	4.19 	3.57 	3.22 	2.95 	2.84 	2.71 	2.40 
F,EUR,DE	: 	20.90 	20.90 	21.10 	21.20 	21.40 	21.00 	20.50 	20.10 	19.50 	19.40 	19.60 	19.70 	: 
F,EUR,DK	: 	32.06 	30.78 	29.61 	28.70 	28.05 	27.25 	26.47 	24.74 	23.43 	22.72 	21.56 	: 	: 
F,EUR,EE	8.23 	7.41 	5.69 	4.80 	4.28 	3.89 	3.43 	3.00 	2.59 	2.20 	2.33 	2.07 	1.87 	: 
F,EUR,EL	: 	: 	: 	: 	: 	8.49 	8.19 	7.91 	7.72 	7.70 	7.32 	7.56 	7.38 	7.19 
F,EUR,ES	: 	15.04 	14.22 	13.65 	13.26 	12.56 	11.92 	11.43 	12.06 	12.00 	11.86 	12.05 	12.76 	: 
F,EUR,FI	26.91 	25.33 	24.43 	24.07 	22.57 	22.30 	21.87 	22.23 	20.83 	20.14 	19.14 	18.56 	18.42 	: 
F,EUR,FR	27.85 	27.00 	26.35 	25.62 	24.69 	23.89 	23.30 	22.20 	21.18 	20.25 	19.84 	19.73 	19.35 	: 
F,EUR,HU	: 	5.19 	4.36 	4.20 	4.00 	3.73 	3.63 	3.00 	2.58 	2.16 	2.08 	2.02 	1.91 	: 
F,EUR,IS	: 	: 	31.64 	33.11 	27.71 	27.69 	26.51 	23.78 	: 	22.53 	: 	: 	: 	: 
F,EUR,IT	: 	: 	: 	: 	17.67 	17.06 	16.60 	16.04 	16.26 	15.78 	15.80 	17.11 	15.94 	: 
F,EUR,LT	: 	5.79 	4.56 	3.44 	2.97 	2.68 	2.69 	2.43 	2.36 	2.27 	2.17 	1.84 	1.32 	: 
F,EUR,LU	21.03 	20.47 	19.91 	19.53 	18.96 	18.77 	17.69 	17.19 	16.59 	16.20 	15.59 	15.28 	15.45 	: 
F,EUR,LV	5.13 	4.31 	3.23 	2.42 	2.15 	1.99 	1.93 	1.91 	1.88 	1.74 	1.56 	1.33 	: 	: 
F,EUR,MT	: 	7.70 	7.73 	7.73 	8.30 	5.48 	4.75 	: 	: 	: 	: 	: 	: 	: 
F,EUR,NL	: 	: 	: 	27.80 	27.50 	26.26 	25.39 	24.17 	22.90 	21.95 	20.68 	19.77 b	20.38 	: 
F,EUR,PL	: 	6.32 	5.37 	4.77 	4.09 	3.97 	4.48 	4.58 	4.01 	3.72 	3.45 	3.07 	2.62 	: 
F,EUR,PT	9.67 	9.34 	8.94 	8.50 	8.20 	7.90 	7.50 	7.20 	6.94 	6.47 	5.96 	5.62 	5.28 	: 
F,EUR,RO	: 	2.98 	2.28 	1.98 	1.44 	1.25 	1.32 	1.23 	1.08 	: 	: 	: 	: 	: 
F,EUR,SE	: 	28.90 	28.05 	27.72 	27.41 	27.51 	26.16 	24.86 	25.67 	23.31 	21.99 	21.85 	21.49 	18.86 
F,EUR,SI	: 	11.28 	10.44 	9.39 	9.19 	8.70 	8.33 	7.87 	7.58 	8.16 	7.78 	6.92 	6.53 	6.29 
F,EUR,SK	: 	5.58 	4.79 	4.15 	3.71 	3.49 	3.01 	2.80 	2.95 	2.80 	2.71 	2.65 	2.29 	: 
F,EUR,UK	: 	25.46 	24.76 	23.34 	24.53 	23.04 	24.44 	23.20 	22.38 	19.67 	17.93 	16.71 	14.27 	: 
F,NAC,AT	26.46 	25.41 	24.72 	25.07 	24.65 	23.95 	23.41 	22.32 	21.11 	20.61 	20.14 	19.74 	19.37 	: 
F,NAC,BE	31.67 	30.50 	29.77 	29.03 	28.93 	28.30 	26.27 	25.04 	23.81 	23.32 	22.91 	22.34 	22.06 	: 
F,NAC,BG	: 	2.98 	2.58 	2.43 	2.37 	2.20 	2.05 	2.08 	2.00 	1.99 e	1.70 e	: 	: 	: 
F,NAC,CH	49.33 	: 	47.61 	: 	46.26 	: 	46.09 	: 	43.08 	: 	: 	: 	: 	: 
F,NAC,CY	16.15 	15.21 	14.51 	13.48 	12.58 	11.93 	10.99 	10.61 	10.15 	9.65 	9.26 	8.92 	8.36 	: 
F,NAC,CZ	: 	194.23 	184.13 	172.23 	169.69 	156.29 	153.75 	142.87 	127.22 	118.71 	106.28 	102.07 	93.38 	83.23 
F,NAC,DE	: 	20.90 	20.90 	21.10 	21.20 	21.40 	21.00 	20.50 	20.10 	19.50 	19.53 	19.69 	19.23 	: 
F,NAC,DK	: 	238.89 	229.60 	220.63 	213.55 	208.44 	202.49 	197.24 	184.39 	174.19 	170.41 	161.36 	: 	: 
F,NAC,EE	8.23 	7.41 	5.69 	4.80 	4.28 	3.89 	3.43 	3.00 	2.59 	2.20 	2.35 	2.07 	1.82 	: 
F,NAC,EL	: 	: 	: 	: 	: 	8.49 	8.19 	7.91 	7.63 	7.36 	7.10 	6.86 	6.62 	6.39 
F,NAC,ES	: 	15.04 	14.22 	13.65 	13.26 	12.56 	11.92 	11.43 	12.06 	12.00 	11.92 	12.01 	12.33 	: 
F,NAC,FI	26.91 	25.33 	24.43 	24.07 	22.57 	22.30 	21.87 	22.23 	20.83 	20.14 	19.26 	18.36 	18.06 	: 
F,NAC,FR	27.85 	27.00 	26.35 	25.62 	24.69 	23.89 	23.30 	22.20 	21.18 	20.25 	19.97 	19.89 	19.16 	: 
F,NAC,HU	: 	1304.00 	1153.00 	1043.00 	1006.00 	947.00 	882.64 	771.03 	671.24 	546.69 	500.15 	426.72 	370.72 	: 
F,NAC,IS	: 	: 	2777.00 	2590.00 	2415.00 	2399.00 	2285.00 	2079.04 	: 	1739.01 	: 	: 	: 	: 
F,NAC,IT	: 	: 	: 	: 	17.67 	17.06 	16.60 	16.04 	16.26 	15.78 	15.86 	17.05 	16.13 	: 
F,NAC,LT	: 	19.98 	15.73 	11.88 	10.25 	9.26 	9.31 	8.70 	8.71 	9.68 	9.74 	8.36 	6.71 	: 
F,NAC,LU	21.03 	20.47 	19.91 	19.53 	18.96 	18.77 	17.69 	17.19 	16.59 	16.20 	15.70 	15.35 	15.05 	: 
F,NAC,LV	3.61 	3.02 	2.25 	1.69 	1.43 	1.27 	1.12 	1.07 	1.05 	1.09 	1.03 	0.88 	: 	: 
F,NAC,MT	: 	7.70 	7.73 	7.74 	8.27 	5.44 	4.52 	: 	: 	: 	: 	: 	: 	: 
F,NAC,NL	: 	: 	: 	27.80 	27.50 	26.26 	25.39 	24.17 	22.90 	21.95 	20.83 	19.83 	19.79 	: 
F,NAC,PL	: 	23.92 	20.92 	19.19 	18.53 	17.47 	17.29 	16.82 	16.06 	15.71 	13.51 	11.39 	8.95 	: 
F,NAC,PT	9.67 	9.34 	8.94 	8.50 	8.20 	7.90 	7.50 	7.20 	6.94 	6.47 	6.00 	5.57 	5.16 	: 
F,NAC,RO	: 	9.95 	8.03 	7.18 	5.82 	4.69 	4.13 	3.21 	2.16 	: 	: 	: 	: 	: 
F,NAC,SE	: 	267.30 	259.54 	257.32 	250.10 	250.98 	239.70 	230.05 	216.80 	205.32 	196.07 	189.04 	182.98 	176.02 
F,NAC,SI	: 	11.28 	10.44 	9.39 	9.17 	8.49 	7.85 	7.16 	6.54 	6.62 	6.04 	5.23 	4.68 	4.06 
F,NAC,SK	: 	6.26 	5.92 	5.32 	4.93 	4.81 	4.27 	4.02 	4.18 	4.10 	3.56 	3.35 	2.96 	: 
F,NAC,UK	: 	17.42 	16.88 	15.96 	16.65 	15.94 	15.37 	14.43 	13.64 	12.96 	12.13 	11.57 	11.61 	: 
F,PPS,AT	25.09 	24.78 	24.25 	24.43 	23.86 	23.18 	22.63 	21.30 	20.73 	19.66 	19.00 	18.34 	17.73 	: 
F,PPS,BE	28.68 	28.39 	27.64 	27.25 	27.10 	26.56 	25.88 	24.27 	23.35 	21.84 	21.16 	21.00 	20.57 	: 
F,PPS,BG	: 	3.34 	2.94 	2.87 	2.89 	2.77 	2.58 	2.61 	2.65 	2.69 e	2.30 e	: 	: 	: 
F,PPS,CH	24.04 	: 	22.48 	: 	21.28 	: 	21.41 	: 	19.40 	: 	: 	: 	: 	: 
F,PPS,CY	18.19 	17.31 	16.33 	15.12 	13.87 	13.15 	12.55 	12.13 	11.76 	11.17 	10.73 	10.35 	9.57 	: 
F,PPS,CZ	: 	11.21 	10.59 	9.94 	9.60 	9.00 	8.75 	8.39 	7.44 	6.93 	6.21 	6.40 	6.18 	5.76 
F,PPS,DE	: 	20.55 	20.37 	20.41 	20.24 	20.16 	19.69 	19.16 	18.87 	18.18 	17.84 	17.89 	17.25 	: 
F,PPS,DK	: 	23.35 	22.24 	21.07 	20.56 	19.88 	20.36 	19.58 	19.00 	17.82 	17.56 	16.39 	: 	: 
F,PPS,EE	10.59 	10.10 	8.31 	7.41 	6.79 	6.28 	5.64 	4.91 	4.52 	3.87 	4.31 	4.06 	3.75 	: 
F,PPS,EL	: 	: 	: 	: 	: 	9.88 	10.21 	9.61 	9.11 	8.72 	8.53 	8.63 	8.59 	8.67 
F,PPS,ES	: 	16.20 	15.49 	14.96 	14.58 	14.21 	14.09 	13.39 	14.19 	13.95 	13.87 	13.86 	14.05 	: 
F,PPS,FI	22.18 	21.18 	19.91 	19.45 	18.23 	17.61 	17.65 	17.82 	17.24 	16.47 	15.56 	14.85 	14.38 	: 
F,PPS,FR	24.88 	24.99 	24.27 	23.65 	22.45 	21.72 	22.52 	21.33 	20.02 	18.53 	17.92 	17.62 	16.51 	: 
F,PPS,HU	: 	7.78 	7.19 	6.63 	6.45 	6.41 	6.32 	5.67 	5.25 	4.60 	4.55 	4.34 	4.31 	: 
F,PPS,IS	: 	: 	21.87 	21.57 	20.10 	19.99 	19.70 	18.60 	: 	17.79 	: 	: 	: 	: 
F,PPS,IT	: 	: 	: 	: 	16.84 	16.46 	16.16 	16.08 	16.68 	16.07 	16.13 	17.17 	16.04 	: 
F,PPS,LT	: 	9.64 	7.94 	6.27 	5.55 	5.13 	4.97 	4.49 	4.48 	4.85 	4.77 	4.26 	3.62 	: 
F,PPS,LU	17.90 	17.84 	17.88 	17.48 	18.40 	18.18 	17.33 	16.60 	16.35 	15.75 	14.96 	14.33 	14.17 	: 
F,PPS,LV	6.86 	6.47 	5.32 	4.25 	3.82 	3.65 	3.38 	3.24 	3.19 	3.34 	3.17 	2.79 	: 	: 
F,PPS,MT	: 	10.20 	10.34 	10.58 	11.33 	7.61 	6.36 	: 	: 	: 	: 	: 	: 	: 
F,PPS,NL	: 	: 	: 	26.53 	25.91 	24.36 	24.68 	23.47 	22.90 	21.38 	20.24 	19.12 	18.96 	: 
F,PPS,PL	: 	10.24 	8.60 	7.80 	7.69 	7.30 	7.33 	7.07 	6.92 	7.17 	6.44 	5.91 	5.16 	: 
F,PPS,PT	10.98 	10.90 	10.52 	9.98 	9.38 	9.18 	8.69 	8.54 	8.36 	7.76 	7.10 	6.81 	6.36 	: 
F,PPS,RO	: 	4.68 	3.95 	3.64 	3.32 	2.88 	3.07 	2.96 	2.55 	: 	: 	: 	: 	: 
F,PPS,SE	: 	25.00 	23.67 	23.26 	22.57 	22.27 	21.49 	20.74 	20.12 	18.45 	17.31 	16.60 	15.93 	14.99 
F,PPS,SI	: 	14.30 	13.61 	12.34 	12.17 	11.41 	11.19 	10.64 	10.41 	11.00 	10.50 	9.56 	8.98 	8.36 
F,PPS,SK	: 	8.83 	8.26 	7.49 	6.75 	6.89 	6.73 	6.44 	6.66 	6.91 	6.47 	6.37 	5.68 	: 
F,PPS,UK	: 	22.34 	22.39 	21.24 	22.61 	21.36 	20.88 	19.87 	18.66 	17.03 	15.98 	15.53 	15.38 	: 
G,EUR,AT	22.30 	22.19 	22.00 	21.80 	21.15 	21.08 	20.30 	20.26 	20.04 	19.44 	18.73 	18.67 	18.94 	: 
G,EUR,BE	29.26 	27.98 	27.19 	26.44 	26.04 	26.93 	26.31 	25.15 	23.99 	22.88 	: 	: 	: 	: 
G,EUR,BG	: 	1.45 	1.24 	1.12 	1.04 	0.93 	0.83 	0.80 	0.76 	0.97 e	0.89 e	: 	: 	: 
G,EUR,CH	30.87 	: 	29.52 	: 	28.97 	: 	30.32 	: 	27.63 	: 	: 	: 	: 	: 
G,EUR,CY	10.52 	10.03 	9.76 	9.08 	8.54 	8.07 	7.70 	7.43 	7.15 	6.85 	6.58 	6.32 	5.89 	: 
G,EUR,CZ	: 	7.75 	6.71 	6.55 	5.84 	5.02 	5.14 	4.45 	3.77 	3.14 	3.04 	2.86 	2.91 	2.46 
G,EUR,DE	: 	22.90 	22.80 	22.60 	22.50 	22.50 	21.80 	21.20 	20.40 	19.90 	19.30 	19.10 	18.81 	: 
G,EUR,DK	: 	31.49 	29.75 	29.09 	27.87 	27.75 	26.54 	26.65 	24.42 	24.10 	22.53 	20.99 	: 	: 
G,EUR,EE	7.00 	6.16 	5.10 	4.11 	3.83 	3.78 	3.30 	2.94 	2.46 	2.38 	1.97 	1.70 	1.52 	: 
G,EUR,EL	: 	: 	: 	: 	: 	9.54 	9.07 	8.61 	8.28 	8.14 	7.61 	7.73 	7.44 	7.13 
G,EUR,ES	: 	13.85 	13.47 	12.98 	12.55 	11.99 	11.61 	11.05 	12.00 	11.74 	11.57 	11.51 	11.93 	: 
G,EUR,FI	25.78 	24.41 	23.92 	23.63 	22.31 	21.68 	21.24 	23.24 	21.56 	: 	: 	: 	: 	: 
G,EUR,FR	26.86 	26.40 	25.76 	25.02 	24.67 	23.98 	23.34 	22.39 	21.49 	20.56 	20.05 	19.69 	19.25 	: 
G,EUR,HU	: 	5.84 	5.37 	4.91 	4.52 	4.24 	4.02 	3.26 	2.80 	2.46 	2.37 	2.31 	2.23 	: 
G,EUR,IS	: 	: 	27.83 	31.61 	25.13 	23.65 	21.18 	20.06 	: 	18.82 	: 	: 	: 	: 
G,EUR,IT	: 	: 	: 	: 	19.26 	18.89 	17.61 	17.26 	16.88 	16.67 	16.49 	16.85 	15.86 	: 
G,EUR,LT	: 	4.59 	3.82 	3.15 	2.74 	2.74 	2.70 	2.41 	2.18 	2.02 	1.56 	1.20 	0.87 	: 
G,EUR,LU	21.95 	21.43 	20.86 	20.19 	19.65 e	18.91 e	18.16 e	17.69 e	16.69 e	15.96 e	15.51 e	15.12 e	14.85 e	: 
G,EUR,LV	4.61 	3.75 	2.78 	2.22 	1.99 	1.79 	1.69 	1.62 	1.54 	1.26 	1.09 	0.97 	: 	: 
G,EUR,MT	: 	7.94 	7.74 	7.04 	7.18 	5.73 	5.83 	: 	: 	: 	: 	: 	: 	: 
G,EUR,NL	: 	: 	: 	24.17 	23.54 	23.18 	21.82 	20.33 	18.95 	18.06 	17.19 	16.59 b	17.45 	: 
G,EUR,PL	: 	5.83 	5.18 	4.78 	4.03 	4.09 	4.52 	4.55 	4.03 	3.69 	3.24 	2.94 	2.51 	: 
G,EUR,PT	11.78 	11.35 	11.22 	10.90 	10.40 	9.80 	9.20 	8.60 	8.10 	7.92 	7.45 	7.17 	6.88 	: 
G,EUR,RO	: 	2.70 	1.99 	1.72 	1.18 	1.10 	1.06 	1.03 	0.89 	: 	: 	: 	: 	: 
G,EUR,SE	: 	30.33 	29.36 	28.73 	28.10 	27.75 	26.31 	25.32 	26.19 	24.12 	23.01 	22.68 	22.08 	19.11 
G,EUR,SI	: 	11.85 	10.87 	10.23 	9.90 	10.09 	9.75 	9.15 	8.73 	8.90 	8.57 	7.97 	7.61 	7.39 
G,EUR,SK	: 	5.87 	4.92 	4.64 	4.27 	3.98 	3.59 	3.01 	2.65 	2.43 	2.56 	2.39 	1.65 	: 
G,EUR,UK	: 	19.24 	18.45 	17.23 	19.04 	18.63 	20.31 	19.92 	19.57 	17.18 	15.86 	14.62 	12.01 	: 
G,NAC,AT	22.30 	22.19 	22.00 	21.80 	21.15 	21.08 	20.30 	20.26 	20.04 	19.44 	18.86 	18.76 	18.49 	: 
G,NAC,BE	29.26 	27.98 	27.19 	26.44 	26.04 	26.93 	26.31 	25.15 	23.99 	22.88 	: 	: 	: 	: 
G,NAC,BG	: 	2.84 	2.42 	2.20 	2.03 	1.82 	1.61 	1.56 	1.49 	1.90 e	1.76 e	: 	: 	: 
G,NAC,CH	49.01 	: 	46.43 	: 	44.72 	: 	44.48 	: 	43.04 	: 	: 	: 	: 	: 
G,NAC,CY	10.52 	9.98 	9.60 	8.95 	8.49 	8.05 	7.57 	7.31 	7.01 	6.77 	6.51 	6.29 	5.96 	: 
G,NAC,CZ	: 	215.10 	190.11 	194.99 	186.21 	159.98 	158.41 	151.55 	134.16 	115.66 	109.64 	102.84 	100.31 	85.50 
G,NAC,DE	: 	22.90 	22.80 	22.60 	22.50 	22.50 	21.80 	21.20 	20.40 	19.90 	19.43 	19.18 	18.36 	: 
G,NAC,DK	: 	234.63 	221.90 	216.79 	207.36 	206.18 	197.18 	198.62 	182.00 	179.19 	168.94 	157.07 	: 	: 
G,NAC,EE	7.00 	6.16 	5.10 	4.11 	3.83 	3.78 	3.30 	2.94 	2.46 	2.38 	1.98 	1.71 	1.48 	: 
G,NAC,EL	: 	: 	: 	: 	: 	9.54 	9.07 	8.61 	8.18 	7.78 	7.39 	7.02 	6.67 	6.34 
G,NAC,ES	: 	13.85 	13.47 	12.98 	12.55 	11.99 	11.61 	11.05 	12.00 	11.74 	11.63 	11.48 	11.53 	: 
G,NAC,FI	25.78 	24.41 	23.92 	23.63 	22.31 	21.68 	21.24 	23.24 	21.56 	: 	: 	: 	: 	: 
G,NAC,FR	26.86 	26.40 	25.76 	25.02 	24.67 	23.98 	23.34 	22.39 	21.49 	20.56 	20.18 	19.85 	19.05 	: 
G,NAC,HU	: 	1468.00 	1418.00 	1217.00 	1137.00 	1076.00 	976.82 	836.62 	727.47 	621.94 	571.10 	489.40 	431.77 	: 
G,NAC,IS	: 	: 	2442.00 	2473.00 	2190.00 	2049.00 	1825.00 	1753.22 	: 	1452.22 	: 	: 	: 	: 
G,NAC,IT	: 	: 	: 	: 	19.26 	18.89 	17.61 	17.26 	16.88 	16.67 	16.55 	16.79 	16.05 	: 
G,NAC,LT	: 	15.86 	13.20 	10.89 	9.47 	9.46 	9.35 	8.62 	8.07 	8.60 	6.98 	5.43 	4.41 	: 
G,NAC,LU	21.95 	21.43 	20.86 	20.19 	19.65 e	18.91 e	18.16 e	17.69 e	16.69 e	15.96 e	15.62 e	15.19 e	14.47 e	: 
G,NAC,LV	3.24 	2.62 	1.94 	1.54 	1.32 	1.15 	0.98 	0.91 	0.86 	0.79 	0.72 	0.64 	: 	: 
G,NAC,MT	: 	7.94 	7.74 	7.05 	7.16 	5.69 	5.55 	: 	: 	: 	: 	: 	: 	: 
G,NAC,NL	: 	: 	: 	24.17 	23.54 	23.18 	21.82 	20.33 	18.95 	18.06 	17.31 	16.64 	16.94 	: 
G,NAC,PL	: 	22.07 	20.18 	19.23 	18.26 	18.00 	17.43 	16.69 	16.15 	15.61 	12.69 	10.92 	8.59 	: 
G,NAC,PT	11.78 	11.35 	11.22 	10.90 	10.40 	9.80 	9.20 	8.60 	8.10 	7.92 	7.50 	7.10 	6.72 	: 
G,NAC,RO	: 	8.99 	7.00 	6.22 	4.80 	4.13 	3.33 	2.67 	1.78 	: 	: 	: 	: 	: 
G,NAC,SE	: 	280.59 	271.72 	266.66 	256.35 	253.18 	240.99 	234.31 	221.14 	212.40 	205.17 	196.17 	188.02 	178.32 
G,NAC,SI	: 	11.85 	10.87 	10.22 	9.87 	9.85 	9.19 	8.32 	7.53 	7.22 	6.65 	6.02 	5.46 	4.78 
G,NAC,SK	: 	6.58 	6.08 	5.94 	5.67 	5.48 	5.09 	4.32 	3.74 	3.55 	3.36 	3.02 	2.13 	: 
G,NAC,UK	: 	13.17 	12.58 	11.78 	12.92 	12.89 	12.77 	12.39 	11.93 	11.32 	10.73 	10.12 	9.77 	: 
G,PPS,AT	21.15 	21.64 	21.58 	21.24 	20.47 	20.40 	19.63 	19.34 	19.68 	18.54 	17.79 	17.43 	16.92 	: 
G,PPS,BE	26.50 	26.04 	25.24 	24.82 	24.39 	25.27 	25.92 	24.38 	23.53 	21.43 	: 	: 	: 	: 
G,PPS,BG	: 	3.19 	2.76 	2.60 	2.47 	2.29 	2.02 	1.96 	1.98 	2.57 e	2.38 e	: 	: 	: 
G,PPS,CH	23.89 	: 	21.93 	: 	20.57 	: 	20.66 	: 	19.39 	: 	: 	: 	: 	: 
G,PPS,CY	11.85 	11.36 	10.80 	10.04 	9.36 	8.87 	8.64 	8.36 	8.12 	7.84 	7.55 	7.30 	6.82 	: 
G,PPS,CZ	: 	12.41 	10.93 	11.25 	10.54 	9.21 	9.01 	8.90 	7.84 	6.76 	6.41 	6.45 	6.64 	5.92 
G,PPS,DE	: 	22.52 	22.22 	21.86 	21.48 	21.19 	20.44 	19.82 	19.15 	18.55 	17.75 	17.43 	16.47 	: 
G,PPS,DK	: 	22.94 	21.50 	20.70 	19.97 	19.66 	19.83 	19.72 	18.75 	18.33 	17.41 	15.95 	: 	: 
G,PPS,EE	9.01 	8.39 	7.44 	6.35 	6.07 	6.09 	5.43 	4.82 	4.30 	4.18 	3.64 	3.34 	3.06 	: 
G,PPS,EL	: 	: 	: 	: 	: 	11.11 	11.31 	10.46 	9.76 	9.22 	8.88 	8.83 	8.65 	8.60 
G,PPS,ES	: 	14.92 	14.68 	14.23 	13.80 	13.57 	13.72 	12.94 	14.12 	13.65 	13.53 	13.24 	13.14 	: 
G,PPS,FI	21.25 	20.41 	19.49 	19.10 	18.02 	17.12 	17.14 	18.63 	17.84 	: 	: 	: 	: 	: 
G,PPS,FR	24.00 	24.43 	23.73 	23.10 	22.43 	21.80 	22.56 	21.51 	20.31 	18.81 	18.11 	17.59 	16.42 	: 
G,PPS,HU	: 	8.75 	8.85 	7.74 	7.29 	7.28 	7.00 	6.16 	5.69 	5.23 	5.19 	4.98 	5.02 	: 
G,PPS,IS	: 	: 	19.23 	20.59 	18.23 	17.07 	15.74 	15.68 	: 	14.85 	: 	: 	: 	: 
G,PPS,IT	: 	: 	: 	: 	18.35 	18.23 	17.15 	17.31 	17.32 	16.97 	16.84 	16.91 	15.96 	: 
G,PPS,LT	: 	7.65 	6.67 	5.74 	5.13 	5.24 	4.99 	4.45 	4.15 	4.31 	3.42 	2.77 	2.38 	: 
G,PPS,LU	18.68 	18.67 	18.73 	18.07 	19.07 e	18.31 e	17.79 e	17.09 e	16.45 e	15.52 e	14.88 e	14.18 e	13.62 e	: 
G,PPS,LV	6.17 	5.62 	4.58 	3.89 	3.54 	3.30 	2.96 	2.75 	2.62 	2.42 	2.21 	2.03 	: 	: 
G,PPS,MT	: 	10.52 	10.35 	9.64 	9.81 	7.96 	7.81 	: 	: 	: 	: 	: 	: 	: 
G,PPS,NL	: 	: 	: 	23.07 	22.18 	21.50 	21.21 	19.74 	18.95 	17.59 	16.83 	16.05 	16.23 	: 
G,PPS,PL	: 	9.45 	8.29 	7.82 	7.58 	7.52 	7.39 	7.02 	6.96 	7.12 	6.05 	5.67 	4.95 	: 
G,PPS,PT	13.38 	13.24 	13.21 	12.80 	11.90 	11.39 	10.66 	10.19 	9.76 	9.50 	8.87 	8.68 	8.28 	: 
G,PPS,RO	: 	4.23 	3.44 	3.15 	2.73 	2.53 	2.48 	2.46 	2.10 	: 	: 	: 	: 	: 
G,PPS,SE	: 	26.24 	24.78 	24.10 	23.14 	22.46 	21.61 	21.12 	20.53 	19.08 	18.11 	17.23 	16.37 	15.18 
G,PPS,SI	: 	15.02 	14.17 	13.44 	13.10 	13.23 	13.10 	12.37 	11.99 	12.00 	11.56 	11.01 	10.47 	9.83 
G,PPS,SK	: 	9.28 	8.48 	8.36 	7.78 	7.86 	8.02 	6.93 	5.97 	5.99 	6.10 	5.74 	4.09 	: 
G,PPS,UK	: 	16.89 	16.68 	15.68 	17.55 	17.28 	17.35 	17.06 	16.32 	14.87 	14.13 	13.58 	12.94 	: 
G-I,EUR,AT	21.47 	21.81 	22.08 	22.10 	22.01 	21.63 	20.66 	20.39 	19.97 	19.42 	18.58 	18.50 	18.78 	: 
G-I,EUR,BE	28.77 	27.48 	26.59 	25.75 	25.25 	24.59 	24.04 	23.07 	22.11 	: 	: 	: 	: 	: 
G-I,EUR,BG	: 	1.69 	1.48 	1.40 	1.33 	1.24 	1.16 	1.13 	1.06 	0.71 	0.72 	: 	: 	: 
G-I,EUR,CH	29.87 	: 	28.86 	: 	28.38 	: 	29.41 	: 	26.99 	: 	: 	: 	: 	: 
G-I,EUR,CY	11.62 	10.87 	10.42 	10.30 	9.92 	9.26 	8.85 	8.58 	8.26 	7.85 	7.61 	7.37 	6.84 	: 
G-I,EUR,CZ	: 	7.65 	6.77 	6.50 	5.81 	5.29 	5.30 	4.54 	3.80 	3.25 	3.11 	2.87 	2.75 	2.27 
G-I,EUR,DE	: 	23.00 	22.90 	22.60 	22.40 	22.50 	21.90 	21.40 	20.90 	20.70 	20.30 	20.10 	19.80 	: 
G-I,EUR,DK	: 	31.64 	29.93 	29.46 	28.15 	28.19 	26.77 	: 	: 	: 	: 	: 	: 	: 
G-I,EUR,EE	6.99 	6.16 	5.09 	4.26 	3.91 	3.80 	3.41 	: 	: 	: 	: 	: 	: 	: 
G-I,EUR,EL	: 	: 	: 	: 	: 	11.06 	10.52 	10.00 	9.63 	9.46 	8.86 	9.00 	8.67 	8.31 
G-I,EUR,ES	: 	14.19 	13.78 	13.31 	12.88 	12.39 	12.01 	11.59 	12.92 	12.60 	12.45 	12.42 	12.88 	: 
G-I,EUR,FI	26.08 	24.77 	24.30 	23.91 	22.81 	22.17 	21.64 	22.71 	21.31 	18.62 	17.95 	17.94 	17.77 	: 
G-I,EUR,FR	27.52 	26.85 	26.15 	25.44 	24.29 	23.61 	22.97 	22.04 	21.15 	20.04 	19.47 	19.06 	18.66 	: 
G-I,EUR,HU	: 	6.60 	5.94 	5.54 	5.07 	4.69 	: 	: 	: 	: 	: 	: 	: 	: 
