countries,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
100,0.0893377064937672,0.09188941734074398,0.09853436872046717,0.11156744320656169,0.12462609320306696,0.13467806407739968,0.14205240014614068,0.15378786488766327,0.1673594587224825,0.17095769542714062,0.16276943119453965,0.1676971221256749,0.1823202476228749,0.1663861094029462,0.17865918469683598,0.18295495728962724,0.1812891507335609,0.19679425309310603,0.2123706798441405
108,0.00017924007295061947,0.00018628955578936347,0.00021023192130209864,0.00013447658039318337,0.0002122575661588037,0.0003463415993896384,0.00035606526978368034,0.002018524351955738,0.0008738327632233823,0.000463236903787067,0.00046230153349136066,0.0004532102554972752,0.0007137126602548661,0.0007508266761864814,0.0005560912407154757,0.0006795967760120109,0.0007017236204265694,0.0007507145758718868,0.0005395296170947061
112,0.11764896204540164,0.12671607587247402,0.1364764224625112,0.13083658246180355,0.1361854902881454,0.14532404659596573,0.13646981625801047,0.14115826263172407,0.14941981390111878,0.16001319768628305,0.14598295897015368,0.16198811207572036,0.18907647619848605,0.2215064361858466,0.18709908785839835,0.16820066337191356,0.14968558756061384,0.1585351627853923,0.17624540349978246
12,0.02105448589842617,0.024187375838881336,0.023545507425941255,0.021993799640823364,0.021166199217752386,0.023508715782463305,0.023904809968565713,0.024969437337568293,0.0218376429474805,0.023457029711546673,0.019734638605476904,0.018767709676060562,0.01799823741917903,0.0169601600987459,0.014640628264233834,0.01798577646033998,0.017218132786554978,0.01689195463620676,0.01681620228832301
124,3.839414302296421,3.760476639403923,3.5920670688007204,3.4521093888049754,3.124511191426181,3.130113237447908,3.043998766714211,2.898530137580099,2.809678598978573,2.6199441076834997,2.3540673858066112,2.3494825734439417,2.2164947468983414,2.1545397988191026,2.0667886115094127,2.0478264925771583,2.120960945594009,2.119562230196293,2.0358454085791085
140,0.0006876121600337174,0.0003358817126764423,0.00029080081484504655,0.00025475151537400216,0.00014564427871842378,0.0002552062838714548,0.0002553037573562854,0.00019058411942595547,0.00026639675295261054,0.00022569113753994084,0.0002219729465187517,0.00021117110841904158,0.00016767325265139914,0.00024536841128470913,8.143447384815796e-05,4.459217932980892e-05,0.0002604232495124092,0.00021413625015913163,0.0007012253617782322
144,0.08440463092041883,0.09313770313061358,0.08575994728879455,0.08031510991900247,0.07036596932978721,0.07015215044507005,0.07055654894737404,0.07765021117414407,0.07433398759849366,0.07897312578919724,0.09318097776699226,0.09296537038054666,0.095944099055676,0.09348059243322904,0.09713493880689797,0.10463433322429633,0.1076344453628652,0.12008313882210776,0.1277566112801591
152,0.3264143942120581,0.3243074763583207,0.3534217871933168,0.3183254452133038,0.35318378759105146,0.39260140528920423,0.41607238046034956,0.43441851686678057,0.44101183834588903,0.40400568363182787,0.44774463876448317,0.4024325346391555,0.38481563063526053,0.3928158844834931,0.4010623657739764,0.39909215935472786,0.3905146782963603,0.3924657908311915,0.37707763011739326
156,8.3776402011919,9.692909061399993,10.375808989152532,11.176556173309141,12.187056591134898,12.958133926099688,14.945892683485704,16.10946520162995,16.632283089491423,17.973465049557895,19.097383465513758,20.8608359258173,22.562099799424587,23.578791704940716,23.57984875146742,24.745943897260002,26.22998997073074,24.475369901431744,24.57271742882789
170,0.1481612719730783,0.15527760447419092,0.16510940823504136,0.1440892993688153,0.13104931388785152,0.14937132503834338,0.16287737964174695,0.17816699820550497,0.20391461304007652,0.21372240958959943,0.1919223530186539,0.15351066846794326,0.15170866136662814,0.15806369212910448,0.15442368434237902,0.14479882930499424,0.14070784082412802,0.13556076981742857,0.13142411670422965
