id,name,year,cluster,fitness,gdp,gdp_aggr,labour_costs,wages,employment,education,complexity,ag1,name_ag1
1,Live animals,1999,,,,,,,,,0.6525872987420751,0.0,Food and live animals
2,Meat and edible meat offal,1999,,,,,,,,,0.8864108353335657,0.0,Food and live animals
3,"Fish, crustaceans, molluscs, aquatic invertebrates nes",1999,,,,,,,,,0.12189858395005004,0.0,Food and live animals
4,"Dairy products, eggs, honey, edible animal product nes",1999,,,,,,,,,0.7876650060786791,0.0,Food and live animals
5,"Products of animal origin, nes",1999,,,,,,,,,0.28975432571311666,2.0,"Crude materials, inedible, except fuels"
6,"Live trees, plants, bulbs, roots, cut flowers etc",1999,,,,,,,,,0.4638411331082386,2.0,"Crude materials, inedible, except fuels"
7,Edible vegetables and certain roots and tubers,1999,,,,,,,,,0.43579027611201454,0.0,Food and live animals
8,"Edible fruit, nuts, peel of citrus fruit, melons",1999,,,,,,,,,0.1092394382129174,0.0,Food and live animals
9,"Coffee, tea, mate and spices",1999,,,,,,,,,0.032170155792480025,0.0,Food and live animals
10,Cereals,1999,,,,,,,,,0.5705002954806087,0.0,Food and live animals
11,"Milling products, malt, starches, inulin, wheat gluten",1999,,,,,,,,,0.26344339902569297,5.0,"Chemicals and related products, n.e.s."
12,"Oil seed, oleagic fruits, grain, seed, fruit, etc, nes",1999,,,,,,,,,0.2414797147425577,0.0,Food and live animals
13,"Lac, gums, resins, vegetable saps and extracts nes",1999,,,,,,,,,0.6473352708123771,2.0,"Crude materials, inedible, except fuels"
14,"Vegetable plaiting materials, vegetable products nes",1999,,,,,,,,,0.26505172599590576,2.0,"Crude materials, inedible, except fuels"
15,"Animal,vegetable fats and oils, cleavage products, etc",1999,,,,,,,,,0.3768951135495695,4.0,"Animal and vegetable oils, fats and waxes"
16,"Meat, fish and seafood food preparations nes",1999,,,,,,,,,0.21913162108508616,0.0,Food and live animals
17,Sugars and sugar confectionery,1999,,,,,,,,,0.09097322978356474,0.0,Food and live animals
18,Cocoa and cocoa preparations,1999,,,,,,,,,0.042855702093269,0.0,Food and live animals
19,"Cereal, flour, starch, milk preparations and products",1999,,,,,,,,,0.8815517614321015,0.0,Food and live animals
20,"Vegetable, fruit, nut, etc food preparations",1999,,,,,,,,,0.6763972129772156,0.0,Food and live animals
21,Miscellaneous edible preparations,1999,,,,,,,,,0.5791613107926958,0.0,Food and live animals
22,"Beverages, spirits and vinegar",1999,,,,,,,,,0.42940935400381625,0.0,Food and live animals
23,"Residues, wastes of food industry, animal fodder",1999,,,,,,,,,0.4234161152499023,0.0,Food and live animals
24,Tobacco and manufactured tobacco substitutes,1999,,,,,,,,,0.12727517587728787,1.0,Beverages and tobacco
25,"Salt, sulphur, earth, stone, plaster, lime and cement",1999,,,,,,,,,0.20628568450056134,2.0,"Crude materials, inedible, except fuels"
26,"Ores, slag and ash",1999,,,,,,,,,0.28803532425511474,2.0,"Crude materials, inedible, except fuels"
27,"Mineral fuels, oils, distillation products, etc",1999,,,,,,,,,0.15629661112518814,3.0,"Mineral fuels, lubricants and related materials"
28,"Inorganic chemicals, precious metal compound, isotopes",1999,,,,,,,,,0.32656767811366066,5.0,"Chemicals and related products, n.e.s."
29,Organic chemicals,1999,,,,,,,,,1.901598629769895,5.0,"Chemicals and related products, n.e.s."
30,Pharmaceutical products,1999,,,,,,,,,1.2950360630731197,5.0,"Chemicals and related products, n.e.s."
31,Fertilizers,1999,,,,,,,,,0.33145601211781983,5.0,"Chemicals and related products, n.e.s."
32,"Tanning, dyeing extracts, tannins, derivs,pigments etc",1999,,,,,,,,,1.4472975425900578,8.0,Miscellaneous manufactured articles
33,"Essential oils, perfumes, cosmetics, toileteries",1999,,,,,,,,,1.061992117788538,5.0,"Chemicals and related products, n.e.s."
34,"Soaps, lubricants, waxes, candles, modelling pastes",1999,,,,,,,,,0.7144738235831523,5.0,"Chemicals and related products, n.e.s."
35,"Albuminoids, modified starches, glues, enzymes",1999,,,,,,,,,1.110442253790606,5.0,"Chemicals and related products, n.e.s."
36,"Explosives, pyrotechnics, matches, pyrophorics, etc",1999,,,,,,,,,1.0951546531145022,8.0,Miscellaneous manufactured articles
37,Photographic or cinematographic goods,1999,,,,,,,,,3.0354329542040293,8.0,Miscellaneous manufactured articles
38,Miscellaneous chemical products,1999,,,,,,,,,1.4885484969876073,5.0,"Chemicals and related products, n.e.s."
39,Plastics and articles thereof,1999,,,,,,,,,1.5663688277672199,8.0,Miscellaneous manufactured articles
40,Rubber and articles thereof,1999,,,,,,,,,1.0770914609338813,6.0,Manufactured goods
41,Raw hides and skins (other than furskins) and leather,1999,,,,,,,,,0.6586167201027288,2.0,"Crude materials, inedible, except fuels"
42,"Articles of leather, animal gut, harness, travel goods",1999,,,,,,,,,1.4525196065325172,8.0,Miscellaneous manufactured articles
43,"Furskins and artificial fur, manufactures thereof",1999,,,,,,,,,0.6377537553765189,8.0,Miscellaneous manufactured articles
44,"Wood and articles of wood, wood charcoal",1999,,,,,,,,,0.4168235246979409,6.0,Manufactured goods
45,Cork and articles of cork,1999,,,,,,,,,0.6846032974094156,6.0,Manufactured goods
46,"Manufactures of plaiting material, basketwork, etc.",1999,,,,,,,,,0.7903275234193194,8.0,Miscellaneous manufactured articles
47,"Pulp of wood, fibrous cellulosic material, waste etc",1999,,,,,,,,,1.2796330257627442,2.0,"Crude materials, inedible, except fuels"
48,"Paper & paperboard, articles of pulp, paper and board",1999,,,,,,,,,1.058909087050839,6.0,Manufactured goods
49,"Printed books, newspapers, pictures etc",1999,,,,,,,,,0.7950117633988961,8.0,Miscellaneous manufactured articles
50,Silk,1999,,,,,,,,,1.4382094259192508,6.0,Manufactured goods
51,"Wool, animal hair, horsehair yarn and fabric thereof",1999,,,,,,,,,0.9636552143218552,6.0,Manufactured goods
52,Cotton,1999,,,,,,,,,0.1453951049076013,6.0,Manufactured goods
53,"Vegetable textile fibres nes, paper yarn, woven fabric",1999,,,,,,,,,0.4773562147248989,6.0,Manufactured goods
54,Manmade filaments,1999,,,,,,,,,1.4821971766272957,6.0,Manufactured goods
55,Manmade staple fibres,1999,,,,,,,,,1.3154068200294655,6.0,Manufactured goods
56,"Wadding, felt, nonwovens, yarns, twine, cordage, etc",1999,,,,,,,,,1.098856291716518,6.0,Manufactured goods
57,Carpets and other textile floor coverings,1999,,,,,,,,,1.1400097631732156,6.0,Manufactured goods
58,"Special woven or tufted fabric, lace, tapestry etc",1999,,,,,,,,,1.5621417399522837,6.0,Manufactured goods
59,"Impregnated, coated or laminated textile fabric",1999,,,,,,,,,1.685349461226117,6.0,Manufactured goods
60,Knitted or crocheted fabric,1999,,,,,,,,,1.5866669379699496,6.0,Manufactured goods
61,"Articles of apparel, accessories, knit or crochet",1999,,,,,,,,,0.3789766323161821,8.0,Miscellaneous manufactured articles
62,"Articles of apparel, accessories, not knit or crochet",1999,,,,,,,,,0.3805365303259428,8.0,Miscellaneous manufactured articles
63,"Other made textile articles, sets, worn clothing etc",1999,,,,,,,,,0.5360044370978513,2.0,"Crude materials, inedible, except fuels"
64,"Footwear, gaiters and the like, parts thereof",1999,,,,,,,,,0.7321372566181678,8.0,Miscellaneous manufactured articles
65,Headgear and parts thereof,1999,,,,,,,,,1.4441595569725667,8.0,Miscellaneous manufactured articles
66,"Umbrellas, walking-sticks, seat-sticks, whips, etc",1999,,,,,,,,,2.7045980071934235,8.0,Miscellaneous manufactured articles
67,"Bird skin, feathers, artificial flowers, human hair",1999,,,,,,,,,2.8844621824290484,8.0,Miscellaneous manufactured articles
68,"Stone, plaster, cement, asbestos, mica, etc articles",1999,,,,,,,,,1.172351695595654,6.0,Manufactured goods
69,Ceramic products,1999,,,,,,,,,1.174624939242395,6.0,Manufactured goods
70,Glass and glassware,1999,,,,,,,,,1.0866116369990129,6.0,Manufactured goods
71,"Pearls, precious stones, metals, coins, etc",1999,,,,,,,,,0.2525580282344477,9.0,Commodities and transactions not classified elsewhere
72,Iron and steel,1999,,,,,,,,,0.7165882593397247,6.0,Manufactured goods
73,Articles of iron or steel,1999,,,,,,,,,1.17280152070817,6.0,Manufactured goods
74,Copper and articles thereof,1999,,,,,,,,,0.6293618594476533,6.0,Manufactured goods
75,Nickel and articles thereof,1999,,,,,,,,,1.538566225579442,6.0,Manufactured goods
76,Aluminium and articles thereof,1999,,,,,,,,,0.6493412705853188,6.0,Manufactured goods
78,Lead and articles thereof,1999,,,,,,,,,0.5222876085166208,6.0,Manufactured goods
79,Zinc and articles thereof,1999,,,,,,,,,0.6905783826975145,6.0,Manufactured goods
80,Tin and articles thereof,1999,,,,,,,,,0.6755152011281323,6.0,Manufactured goods
81,"Other base metals, cermets, articles thereof",1999,,,,,,,,,1.1770733224632146,6.0,Manufactured goods
82,"Tools, implements, cutlery, etc of base metal",1999,,,,,,,,,1.5788849593287169,6.0,Manufactured goods
83,Miscellaneous articles of base metal,1999,,,,,,,,,1.7636344043402037,6.0,Manufactured goods
84,"Nuclear reactors, boilers, machinery, etc",1999,,,,,,,,,1.6969050489953308,7.0,Machinery and transport equipment
85,"Electrical, electronic equipment",1999,,,,,,,,,1.2390488625476586,7.0,Machinery and transport equipment
86,"Railway, tramway locomotives, rolling stock, equipment",1999,,,,,,,,,1.5366676514710242,7.0,Machinery and transport equipment
87,"Vehicles other than railway, tramway",1999,,,,,,,,,1.993450449354246,7.0,Machinery and transport equipment
88,"Aircraft, spacecraft, and parts thereof",1999,,,,,,,,,2.0651166564846806,7.0,Machinery and transport equipment
89,"Ships, boats and other floating structures",1999,,,,,,,,,0.9973520361446953,7.0,Machinery and transport equipment
90,"Optical, photo, technical, medical, etc apparatus",1999,,,,,,,,,2.1747193261606297,8.0,Miscellaneous manufactured articles
91,Clocks and watches and parts thereof,1999,,,,,,,,,1.7992258913324164,8.0,Miscellaneous manufactured articles
92,"Musical instruments, parts and accessories",1999,,,,,,,,,1.8512396592690832,8.0,Miscellaneous manufactured articles
93,"Arms and ammunition, parts and accessories thereof",1999,,,,,,,,,1.3976921307213168,8.0,Miscellaneous manufactured articles
94,"Furniture, lighting, signs, prefabricated buildings",1999,,,,,,,,,0.9947004454031212,8.0,Miscellaneous manufactured articles
95,"Toys, games, sports requisites",1999,,,,,,,,,2.1569699945643035,8.0,Miscellaneous manufactured articles
96,Miscellaneous manufactured articles,1999,,,,,,,,,1.4119860695591815,7.0,Machinery and transport equipment
97,"Works of art, collectors pieces and antiques",1999,,,,,,,,,2.705196900192083,8.0,Miscellaneous manufactured articles
99,Commodities not elsewhere specified,1999,,,,,,,,,1.7323203166617285,9.0,Commodities and transactions not classified elsewhere
AT,Austria,1999,0.0,1.1279351212965338,25500.0,203850600000.0,,,71.0,,,,
BE,Belgium,1999,0.0,3.567423396869545,23900.0,244226000000.0,,,64.5,,,,
BG,Bulgaria,1999,2.0,0.0893377064937672,1500.0,12714800000.0,,,,,,,
CY,Cyprus,1999,2.0,0.014761643248402047,14300.0,9839700000.0,,,71.1,,,,
CZ,Czechia,1999,0.0,0.6238167000407644,5900.0,60796500000.0,,,71.5,,,,
DE,Germany,1999,0.0,8.968559687642204,25400.0,2064880000000.0,,,68.1,,,,
DK,Denmark,1999,1.0,0.9745116917231752,31400.0,166972100000.0,,,77.7,,,,
EE,Estonia,1999,2.0,0.05052471684899554,3900.0,5378700000.0,,,68.4,,,,
EL,Greece,1999,2.0,0.2262429903307989,13000.0,139945100000.0,,,61.4,,,,
ES,Spain,1999,0.0,2.124845258538369,14700.0,594316000000.0,,,58.3,,,,
FI,Finland,1999,1.0,0.656796098663021,24600.0,126923000000.0,,,70.7,,,,
FR,France,1999,0.0,5.6907284543536845,23200.0,1400999000000.0,,,,,,,
HR,Croatia,1999,2.0,0.07996154203706429,5000.0,21955700000.0,,,,,,,
HU,Hungary,1999,1.0,0.28932991561110805,4500.0,46131100000.0,,,60.6,,,,
IE,Ireland,1999,1.0,1.0110387822769549,24700.0,92632400000.0,,,70.2,,,,
IT,Italy,1999,0.0,5.08061154457548,20600.0,1171901400000.0,,,56.4,,,,
LT,Lithuania,1999,2.0,0.05838385786831522,2900.0,10293500000.0,,,67.7,,,,
LU,Luxembourg,1999,1.0,0.1409360977463654,48400.0,20870600000.0,,,66.1,,,,
LV,Latvia,1999,2.0,0.031674970838639016,2900.0,7046200000.0,,,64.5,,,,
MT,Malta,1999,2.0,0.019212729231239727,9900.0,3835100000.0,,,57.5,,,,
NL,Netherlands,1999,1.0,3.0831138959530078,26500.0,419459000000.0,,,73.0,,,,
PL,Poland,1999,2.0,0.5272440121233184,4200.0,159267400000.0,,,63.0,,,,
PT,Portugal,1999,0.0,0.8548429189144482,11700.0,119639200000.0,,,72.7,,,,
RO,Romania,1999,2.0,0.1335110656270747,,33726800000.000004,,,69.4,,,,
SE,Sweden,1999,1.0,1.0261072954131405,28700.0,254393800000.0,,,75.7,,,,
SI,Slovenia,1999,0.0,0.14742903021435833,10700.0,21207500000.0,,,68.1,,,,
SK,Slovakia,1999,0.0,0.15302802519539768,3600.0,19491500000.0,,,65.0,,,,
UK,United Kingdom,1999,1.0,5.074863315910385,26700.0,1565349000000.0,,,73.5,,,,
1,Live animals,2000,,,,,,,,,0.6285582136221343,0.0,Food and live animals
2,Meat and edible meat offal,2000,,,,,,,,,0.8224882835595558,0.0,Food and live animals
3,"Fish, crustaceans, molluscs, aquatic invertebrates nes",2000,,,,,,,,,0.1098451874525792,0.0,Food and live animals
4,"Dairy products, eggs, honey, edible animal product nes",2000,,,,,,,,,0.7434736716998817,0.0,Food and live animals
5,"Products of animal origin, nes",2000,,,,,,,,,0.6276227019955578,2.0,"Crude materials, inedible, except fuels"
6,"Live trees, plants, bulbs, roots, cut flowers etc",2000,,,,,,,,,0.40393302833363104,2.0,"Crude materials, inedible, except fuels"
7,Edible vegetables and certain roots and tubers,2000,,,,,,,,,0.4663845673645544,0.0,Food and live animals
8,"Edible fruit, nuts, peel of citrus fruit, melons",2000,,,,,,,,,0.1151016573993105,0.0,Food and live animals
9,"Coffee, tea, mate and spices",2000,,,,,,,,,0.03288664667730366,0.0,Food and live animals
10,Cereals,2000,,,,,,,,,0.6256162535820393,0.0,Food and live animals
11,"Milling products, malt, starches, inulin, wheat gluten",2000,,,,,,,,,0.3084530031608325,5.0,"Chemicals and related products, n.e.s."
12,"Oil seed, oleagic fruits, grain, seed, fruit, etc, nes",2000,,,,,,,,,0.22693192160039904,0.0,Food and live animals
13,"Lac, gums, resins, vegetable saps and extracts nes",2000,,,,,,,,,0.7325078815057939,2.0,"Crude materials, inedible, except fuels"
14,"Vegetable plaiting materials, vegetable products nes",2000,,,,,,,,,0.3245706127173871,2.0,"Crude materials, inedible, except fuels"
15,"Animal,vegetable fats and oils, cleavage products, etc",2000,,,,,,,,,0.3397950508622858,4.0,"Animal and vegetable oils, fats and waxes"
16,"Meat, fish and seafood food preparations nes",2000,,,,,,,,,0.2008347042664212,0.0,Food and live animals
17,Sugars and sugar confectionery,2000,,,,,,,,,0.07710220749051602,0.0,Food and live animals
18,Cocoa and cocoa preparations,2000,,,,,,,,,0.0577512991527015,0.0,Food and live animals
19,"Cereal, flour, starch, milk preparations and products",2000,,,,,,,,,0.9217356824013804,0.0,Food and live animals
20,"Vegetable, fruit, nut, etc food preparations",2000,,,,,,,,,0.31710502597743023,0.0,Food and live animals
21,Miscellaneous edible preparations,2000,,,,,,,,,0.5578256965759636,0.0,Food and live animals
22,"Beverages, spirits and vinegar",2000,,,,,,,,,0.3888860156316508,0.0,Food and live animals
23,"Residues, wastes of food industry, animal fodder",2000,,,,,,,,,0.3853436875263732,0.0,Food and live animals
24,Tobacco and manufactured tobacco substitutes,2000,,,,,,,,,0.1348972228764411,1.0,Beverages and tobacco
25,"Salt, sulphur, earth, stone, plaster, lime and cement",2000,,,,,,,,,0.349504333131866,2.0,"Crude materials, inedible, except fuels"
26,"Ores, slag and ash",2000,,,,,,,,,0.269034414224639,2.0,"Crude materials, inedible, except fuels"
27,"Mineral fuels, oils, distillation products, etc",2000,,,,,,,,,0.16618671767235801,3.0,"Mineral fuels, lubricants and related materials"
28,"Inorganic chemicals, precious metal compound, isotopes",2000,,,,,,,,,0.3415064983046456,5.0,"Chemicals and related products, n.e.s."
29,Organic chemicals,2000,,,,,,,,,1.7754745817726298,5.0,"Chemicals and related products, n.e.s."
30,Pharmaceutical products,2000,,,,,,,,,1.2321721257926688,5.0,"Chemicals and related products, n.e.s."
31,Fertilizers,2000,,,,,,,,,0.32148435632596883,5.0,"Chemicals and related products, n.e.s."
32,"Tanning, dyeing extracts, tannins, derivs,pigments etc",2000,,,,,,,,,1.3961631361317504,8.0,Miscellaneous manufactured articles
33,"Essential oils, perfumes, cosmetics, toileteries",2000,,,,,,,,,1.0731558305402114,5.0,"Chemicals and related products, n.e.s."
34,"Soaps, lubricants, waxes, candles, modelling pastes",2000,,,,,,,,,0.6715511846678279,5.0,"Chemicals and related products, n.e.s."
35,"Albuminoids, modified starches, glues, enzymes",2000,,,,,,,,,1.1134201410837343,5.0,"Chemicals and related products, n.e.s."
36,"Explosives, pyrotechnics, matches, pyrophorics, etc",2000,,,,,,,,,1.1119847185086231,8.0,Miscellaneous manufactured articles
37,Photographic or cinematographic goods,2000,,,,,,,,,2.9933030932816513,8.0,Miscellaneous manufactured articles
38,Miscellaneous chemical products,2000,,,,,,,,,1.5446266611155157,5.0,"Chemicals and related products, n.e.s."
39,Plastics and articles thereof,2000,,,,,,,,,1.548042988449342,8.0,Miscellaneous manufactured articles
40,Rubber and articles thereof,2000,,,,,,,,,1.095940788325474,6.0,Manufactured goods
41,Raw hides and skins (other than furskins) and leather,2000,,,,,,,,,0.39473071022294337,2.0,"Crude materials, inedible, except fuels"
42,"Articles of leather, animal gut, harness, travel goods",2000,,,,,,,,,1.6099394406180418,8.0,Miscellaneous manufactured articles
43,"Furskins and artificial fur, manufactures thereof",2000,,,,,,,,,0.6806535238932669,8.0,Miscellaneous manufactured articles
44,"Wood and articles of wood, wood charcoal",2000,,,,,,,,,0.4053406878456284,6.0,Manufactured goods
45,Cork and articles of cork,2000,,,,,,,,,0.6022259697886588,6.0,Manufactured goods
46,"Manufactures of plaiting material, basketwork, etc.",2000,,,,,,,,,0.8999890195295314,8.0,Miscellaneous manufactured articles
47,"Pulp of wood, fibrous cellulosic material, waste etc",2000,,,,,,,,,1.2527729961326022,2.0,"Crude materials, inedible, except fuels"
48,"Paper & paperboard, articles of pulp, paper and board",2000,,,,,,,,,1.0954457351044418,6.0,Manufactured goods
49,"Printed books, newspapers, pictures etc",2000,,,,,,,,,0.8182195451566603,8.0,Miscellaneous manufactured articles
50,Silk,2000,,,,,,,,,1.4596601462946075,6.0,Manufactured goods
51,"Wool, animal hair, horsehair yarn and fabric thereof",2000,,,,,,,,,1.0121869037375069,6.0,Manufactured goods
52,Cotton,2000,,,,,,,,,0.16905505855786432,6.0,Manufactured goods
53,"Vegetable textile fibres nes, paper yarn, woven fabric",2000,,,,,,,,,0.5780143388124014,6.0,Manufactured goods
54,Manmade filaments,2000,,,,,,,,,1.5797468855489836,6.0,Manufactured goods
55,Manmade staple fibres,2000,,,,,,,,,1.2805087017153924,6.0,Manufactured goods
56,"Wadding, felt, nonwovens, yarns, twine, cordage, etc",2000,,,,,,,,,1.0038213154757945,6.0,Manufactured goods
57,Carpets and other textile floor coverings,2000,,,,,,,,,1.2310841234951313,6.0,Manufactured goods
58,"Special woven or tufted fabric, lace, tapestry etc",2000,,,,,,,,,1.509847111138038,6.0,Manufactured goods
59,"Impregnated, coated or laminated textile fabric",2000,,,,,,,,,1.7076212072798325,6.0,Manufactured goods
60,Knitted or crocheted fabric,2000,,,,,,,,,1.603950715544411,6.0,Manufactured goods
61,"Articles of apparel, accessories, knit or crochet",2000,,,,,,,,,0.3570899935043254,8.0,Miscellaneous manufactured articles
62,"Articles of apparel, accessories, not knit or crochet",2000,,,,,,,,,0.3620793465414887,8.0,Miscellaneous manufactured articles
63,"Other made textile articles, sets, worn clothing etc",2000,,,,,,,,,0.6531337101520625,2.0,"Crude materials, inedible, except fuels"
64,"Footwear, gaiters and the like, parts thereof",2000,,,,,,,,,0.7244409145444857,8.0,Miscellaneous manufactured articles
65,Headgear and parts thereof,2000,,,,,,,,,1.4604218063161547,8.0,Miscellaneous manufactured articles
66,"Umbrellas, walking-sticks, seat-sticks, whips, etc",2000,,,,,,,,,2.8544856996572183,8.0,Miscellaneous manufactured articles
67,"Bird skin, feathers, artificial flowers, human hair",2000,,,,,,,,,3.3161430150776363,8.0,Miscellaneous manufactured articles
68,"Stone, plaster, cement, asbestos, mica, etc articles",2000,,,,,,,,,1.2204546775844358,6.0,Manufactured goods
69,Ceramic products,2000,,,,,,,,,0.8832898353057833,6.0,Manufactured goods
70,Glass and glassware,2000,,,,,,,,,1.1226142363091896,6.0,Manufactured goods
71,"Pearls, precious stones, metals, coins, etc",2000,,,,,,,,,0.26826096010071543,9.0,Commodities and transactions not classified elsewhere
72,Iron and steel,2000,,,,,,,,,0.7007792911129961,6.0,Manufactured goods
73,Articles of iron or steel,2000,,,,,,,,,1.15230665895311,6.0,Manufactured goods
74,Copper and articles thereof,2000,,,,,,,,,0.5898517943439954,6.0,Manufactured goods
75,Nickel and articles thereof,2000,,,,,,,,,1.397291410829646,6.0,Manufactured goods
76,Aluminium and articles thereof,2000,,,,,,,,,0.4806237559337364,6.0,Manufactured goods
78,Lead and articles thereof,2000,,,,,,,,,0.6011322300630624,6.0,Manufactured goods
79,Zinc and articles thereof,2000,,,,,,,,,0.7321046304875019,6.0,Manufactured goods
80,Tin and articles thereof,2000,,,,,,,,,0.5324982800120217,6.0,Manufactured goods
81,"Other base metals, cermets, articles thereof",2000,,,,,,,,,1.236613689141821,6.0,Manufactured goods
82,"Tools, implements, cutlery, etc of base metal",2000,,,,,,,,,1.5018584749880084,6.0,Manufactured goods
83,Miscellaneous articles of base metal,2000,,,,,,,,,1.7228782782901022,6.0,Manufactured goods
84,"Nuclear reactors, boilers, machinery, etc",2000,,,,,,,,,1.80243902476044,7.0,Machinery and transport equipment
85,"Electrical, electronic equipment",2000,,,,,,,,,1.2406785871727817,7.0,Machinery and transport equipment
86,"Railway, tramway locomotives, rolling stock, equipment",2000,,,,,,,,,1.5279171889744634,7.0,Machinery and transport equipment
87,"Vehicles other than railway, tramway",2000,,,,,,,,,1.9505408781405411,7.0,Machinery and transport equipment
88,"Aircraft, spacecraft, and parts thereof",2000,,,,,,,,,2.3571462392113616,7.0,Machinery and transport equipment
89,"Ships, boats and other floating structures",2000,,,,,,,,,0.7514787106192425,7.0,Machinery and transport equipment
90,"Optical, photo, technical, medical, etc apparatus",2000,,,,,,,,,2.1295231834346144,8.0,Miscellaneous manufactured articles
91,Clocks and watches and parts thereof,2000,,,,,,,,,1.7778646723934841,8.0,Miscellaneous manufactured articles
92,"Musical instruments, parts and accessories",2000,,,,,,,,,2.038068529326456,8.0,Miscellaneous manufactured articles
93,"Arms and ammunition, parts and accessories thereof",2000,,,,,,,,,1.7779199499634677,8.0,Miscellaneous manufactured articles
94,"Furniture, lighting, signs, prefabricated buildings",2000,,,,,,,,,1.0104893831475676,8.0,Miscellaneous manufactured articles
95,"Toys, games, sports requisites",2000,,,,,,,,,2.059527707958848,8.0,Miscellaneous manufactured articles
96,Miscellaneous manufactured articles,2000,,,,,,,,,1.4615789365379,7.0,Machinery and transport equipment
97,"Works of art, collectors pieces and antiques",2000,,,,,,,,,2.4301863866510613,8.0,Miscellaneous manufactured articles
99,Commodities not elsewhere specified,2000,,,,,,,,,1.3662720038055003,9.0,Commodities and transactions not classified elsewhere
AT,Austria,2000,1.0,1.1005897703246603,26700.0,213606500000.0,7.4,20.1,71.4,,,,
BE,Belgium,2000,2.0,3.402919480669728,25200.0,258222000000.0,9.0,17.7,65.8,,,,
BG,Bulgaria,2000,0.0,0.09188941734074398,1800.0,14305800000.0,0.7,1.5,55.3,,,,
CY,Cyprus,2000,0.0,0.014450886639956513,15600.0,10804600000.0,,,72.2,,,,
CZ,Czechia,2000,2.0,0.5834491225729395,6500.0,66838800000.0,1.5,3.4,71.0,,,,
DE,Germany,2000,2.0,8.05806938023028,26000.0,2116480000000.0,8.6,22.2,68.7,,,,
DK,Denmark,2000,1.0,0.8835550523242828,33300.0,178018200000.0,3.6,29.2,78.0,,,,
EE,Estonia,2000,1.0,0.05394895931629913,4400.0,6170800000.0,1.1,2.9,66.6,,,,
EL,Greece,2000,0.0,0.19772446800690893,13200.0,142976000000.0,3.1,10.2,61.9,,,,
ES,Spain,2000,2.0,1.967532738039764,15900.0,646250000000.0,5.4,13.2,60.7,,,,
FI,Finland,2000,1.0,0.6201716917001291,26300.0,136261000000.0,4.9,16.7,71.6,,,,
FR,France,2000,2.0,5.340749202558204,24300.0,1478585000000.0,6.4,12.9,,,,,
HR,Croatia,2000,0.0,0.07139385243054773,5500.0,23582000000.0,,,,,,,
HU,Hungary,2000,1.0,0.3076487971221092,5000.0,51338500000.0,1.6,3.3,61.2,,,,
IE,Ireland,2000,1.0,0.9216225572103328,28500.0,108380400000.0,2.3,15.9,71.8,,,,
IT,Italy,2000,2.0,4.746569628547936,21800.0,1239266300000.0,6.4,14.4,57.4,,,,
LT,Lithuania,2000,0.0,0.06080763680568891,3600.0,12491300000.0,0.9,2.3,65.5,,,,
LU,Luxembourg,2000,1.0,0.13309187259933689,52800.0,23079400000.0,3.4,16.9,67.0,,,,
LV,Latvia,2000,0.0,0.03308964273804837,3600.0,8609500000.0,0.4,1.2,63.6,,,,
MT,Malta,2000,0.0,0.017218875201043125,11300.0,4394900000.0,,,57.4,,,,
NL,Netherlands,2000,1.0,3.1101617989537615,28400.0,452007000000.0,7.5,30.3,74.3,,,,
PL,Poland,2000,2.0,0.5443768259007921,4900.0,186376400000.0,,,61.0,,,,
PT,Portugal,2000,2.0,0.7619600117946888,12500.0,128466300000.0,1.5,6.2,73.5,,,,
RO,Romania,2000,0.0,0.14566275814392984,,40594900000.0,,,69.1,,,,
SE,Sweden,2000,1.0,1.0292843758709118,31800.0,282246200000.0,9.7,20.7,76.8,,,,
SI,Slovenia,2000,2.0,0.14337630805112975,11000.0,21923500000.0,2.4,9.3,68.5,,,,
SK,Slovakia,2000,2.0,0.15734787070485548,4100.0,22346800000.0,1.0,2.8,63.5,,,,
UK,United Kingdom,2000,1.0,5.025788467139888,30400.0,1787328500000.0,7.2,24.6,74.0,,,,
1,Live animals,2001,,,,,,,,,0.6825208091482655,0.0,Food and live animals
2,Meat and edible meat offal,2001,,,,,,,,,0.8277710891738448,0.0,Food and live animals
3,"Fish, crustaceans, molluscs, aquatic invertebrates nes",2001,,,,,,,,,0.11075771333806032,0.0,Food and live animals
4,"Dairy products, eggs, honey, edible animal product nes",2001,,,,,,,,,0.7448338546406242,0.0,Food and live animals
5,"Products of animal origin, nes",2001,,,,,,,,,0.6748890996642947,2.0,"Crude materials, inedible, except fuels"
6,"Live trees, plants, bulbs, roots, cut flowers etc",2001,,,,,,,,,0.3834956230223142,2.0,"Crude materials, inedible, except fuels"
7,Edible vegetables and certain roots and tubers,2001,,,,,,,,,0.4348748045599146,0.0,Food and live animals
8,"Edible fruit, nuts, peel of citrus fruit, melons",2001,,,,,,,,,0.1390296445997692,0.0,Food and live animals
9,"Coffee, tea, mate and spices",2001,,,,,,,,,0.039340034425163484,0.0,Food and live animals
10,Cereals,2001,,,,,,,,,0.5654666867920624,0.0,Food and live animals
11,"Milling products, malt, starches, inulin, wheat gluten",2001,,,,,,,,,0.29106914962482033,5.0,"Chemicals and related products, n.e.s."
12,"Oil seed, oleagic fruits, grain, seed, fruit, etc, nes",2001,,,,,,,,,0.3930214797803927,0.0,Food and live animals
